code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders,num_per_ages
164139,범블비,1720,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.67,8.87,"[9.42, 8.81, 8.62, 8.78, 8.75]","[55, 45]","[3, 37, 32, 25, 4]"
10922,고령가 소년 살인사건,62,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.42,8.92,"[8.0, 9.22, 9.07, 8.75, 8.0]","[39, 61]","[2, 66, 24, 6, 2]"
39893,아직 멀었어요?,,,,,[],[],[]
167603,레드 씨 다이빙 리조트,,,,,[],[],[]
179866,걸스 위드 볼스,,,,,[],[],[]
181210,귀신 상담사,,,,,[],[],[]
56631,천배불취,,,,,[],[],[]
10062,프레데터 2,,,,,[],[],[]
180026,유혹의 계절,,,,,[],[],[]
146508,죽여주는 여자,316,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.28,8.51,"[8.83, 8.48, 8.66, 8.35, 7.85]","[29, 71]","[2, 52, 22, 13, 11]"
160721,박화영,277,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,8.82,"[8.19, 8.89, 8.88, 8.5, 9.25]","[43, 57]","[6, 75, 15, 2, 1]"
141206,궁합,1817,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.36,7.55,"[6.81, 7.43, 7.22, 7.87, 7.72]","[37, 63]","[2, 43, 24, 21, 9]"
157974,살인소설,44,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.08,7.53,"[10.0, 7.73, 6.67, 7.23, 0.0]","[57, 43]","[2, 34, 34, 30, 0]"
63969,카모메 식당,5,"이 영화는 20대 여성이 좋아하는 영상미, 연출이 뛰어난 영화입니다.",0,9,"[0.0, 9.0, 8.0, 10.0, 9.0]","[100, 27]","[0, 40, 20, 20, 20]"
58333,혐오스런 마츠코의 일생,,,,,[],[],[]
99664,만전천심,,,,,[],[],[]
168298,지금 만나러 갑니다,2497,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9,8.97,"[9.32, 9.07, 8.88, 8.7, 8.77]","[48, 52]","[3, 58, 26, 9, 3]"
38823,불량 공주 모모코,,,,,[],[],[]
140652,너의 결혼식,5310,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.11,8.91,"[9.43, 9.12, 8.68, 8.65, 8.53]","[46, 54]","[7, 63, 17, 9, 3]"
168069,쟈니 잉글리쉬 3: 스트라이크 어게인,,,,,[],[],[]
83214,복숭아나무,,,,,[],[],[]
163711,포인트 블랭크,,,,,[],[],[]
186402,키드냅핑 스텔라,,,,,[],[],[]
179327,행복도시,,,,,[],[],[]
193041,그 후,,,,,[],[],[]
146524,보안관,4029,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.36,8.17,"[8.83, 8.3, 8.11, 8.22, 8.23]","[50, 50]","[4, 55, 22, 14, 5]"
153652,청년경찰,7543,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.08,9,"[9.4, 9.17, 8.85, 8.69, 8.55]","[45, 55]","[6, 58, 19, 13, 4]"
120165,해어화,710,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.24,"[8.09, 8.32, 7.91, 8.4, 8.35]","[35, 65]","[2, 54, 24, 14, 7]"
172085,샤프트,,,,,[],[],[]
200404,령,,,,,[],[],[]
41350,야수와 미녀,,,,,[],[],[]
74315,고지전,,,,,[],[],[]
93728,관상,,,,,[],[],[]
167105,암수살인,6161,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.6,8.56,"[8.9, 8.67, 8.49, 8.32, 8.51]","[53, 47]","[3, 53, 26, 13, 5]"
91073,박수건달,,,,,[],[],[]
76080,조선명탐정: 각시투구꽃의 비밀,,,,,[],[],[]
82906,미확인 동영상 : 절대클릭금지,,,,,[],[],[]
164173,뺑반,1448,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.83,7.35,"[7.07, 7.23, 6.8, 7.3, 7.41]","[39, 61]","[6, 46, 23, 15, 9]"
165748,조선명탐정: 흡혈괴마의 비밀,2009,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.56,7.47,"[7.53, 7.44, 7.61, 7.64, 7.12]","[48, 52]","[3, 40, 28, 22, 6]"
84899,원더풀 라디오,,,,,[],[],[]
110246,더 플레이어,,,,,[],[],[]
182163,비츠,,,,,[],[],[]
159716,나의 서른에게,19,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.4,8.93,"[0.0, 8.5, 9.5, 10.0, 0.0]","[26, 74]","[0, 74, 21, 5, 0]"
164151,변산,448,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.44,"[8.0, 8.39, 8.1, 8.7, 8.13]","[45, 55]","[3, 47, 25, 18, 7]"
92536,히든 페이스,,,,,[],[],[]
10101,로마의 휴일,4,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9,10,"[10.0, 10.0, 9.5, 0.0, 0.0]","[25, 75]","[25, 25, 50, 0, 0]"
148946,키코리키: 황금모자의 비밀,43,이 영화는 30대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,6.33,7.54,"[0.0, 7.4, 7.23, 7.45, 10.0]","[14, 86]","[0, 12, 60, 26, 2]"
159877,레슬러,647,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.5,6.36,"[3.64, 6.37, 6.75, 6.39, 6.77]","[43, 57]","[3, 39, 28, 22, 7]"
155716,박열,3216,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.5,8.46,"[9.13, 8.58, 8.27, 8.29, 8.27]","[50, 50]","[4, 57, 21, 12, 5]"
173103,머더 미스터리,,,,,[],[],[]
168083,블랙클랜스맨,,,,,[],[],[]
47115,여죄수 사소리 2 - 41호 감방,,,,,[],[],[]
30317,더 셀,,,,,[],[],[]
186603,롤링 선더 레뷰 - 마틴 스코세이지의 밥 딜런 이야기,,,,,[],[],[]
72930,블랙 대부,,,,,[],[],[]
182045,나의 마더,,,,,[],[],[]
175792,올 이즈 굿,,,,,[],[],[]
159848,더 포스트,326,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.82,8.78,"[9.25, 8.76, 8.74, 8.62, 9.04]","[46, 54]","[2, 42, 26, 12, 17]"
159146,부에나 비스타 소셜 클럽2: 아디오스,24,이 영화는 30대 남성이 좋아하는 영화입니다.,9,8.8,"[0.0, 9.33, 9.18, 10.0, 7.2]","[38, 62]","[0, 25, 46, 8, 21]"
145292,"당신, 거기 있어줄래요",2889,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.92,8.65,"[9.14, 8.86, 8.52, 8.39, 8.78]","[54, 46]","[6, 72, 13, 6, 3]"
186092,우리 사이 어쩌면,,,,,[],[],[]
167099,사바하,1920,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.48,7.33,"[6.5, 7.3, 7.69, 7.36, 7.45]","[57, 43]","[2, 50, 29, 13, 5]"
92125,헌터 킬러,101,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.02,8.88,"[10.0, 9.03, 8.86, 8.86, 9.2]","[83, 17]","[3, 32, 29, 22, 15]"
192479,림 오브 더 월드,,,,,[],[],[]
184234,퍼펙션,,,,,[],[],[]
183286,퓨리,,,,,[],[],[]
184233,어제가 오면,,,,,[],[],[]
177943,굿 샘,,,,,[],[],[]
65290,도쿄 타워,,,,,[],[],[]
53065,가슴 배구단,,,,,[],[],[]
144215,아토믹 블론드,351,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.85,8.23,"[8.25, 8.07, 7.88, 8.02, 8.32]","[52, 48]","[1, 56, 24, 14, 5]"
184239,말리부 주니어 구조대,,,,,[],[],[]
192478,와인 컨트리,,,,,[],[],[]
171024,드라이 마티나,,,,,[],[],[]
31801,봄날은 간다,16,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.17,9.4,"[8.0, 9.43, 10.0, 9.5, 9.0]","[38, 62]","[12, 44, 19, 12, 12]"
154625,대관람차,49,이 영화는 30대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.54,8.44,"[0.0, 8.22, 8.67, 9.17, 9.0]","[49, 51]","[0, 55, 31, 12, 2]"
168172,로마서 8:37,35,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.21,8.75,"[0.0, 9.28, 8.92, 9.0, 5.0]","[54, 46]","[0, 51, 37, 9, 3]"
159747,더 미드와이프,21,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9,8.56,"[8.0, 7.5, 8.78, 10.0, 9.17]","[24, 76]","[5, 19, 43, 5, 29]"
37853,범죄의 재구성,,,,,[],[],[]
37919,늑대의 유혹,,,,,[],[],[]
83528,북촌방향,8,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.25,8.5,"[0.0, 9.0, 8.33, 10.0, 0.0]","[50, 50]","[0, 50, 38, 12, 0]"
172798,캡틴 스터비,22,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8,9.41,"[0.0, 10.0, 9.38, 8.29, 0.0]","[23, 77]","[0, 9, 59, 32, 0]"
161944,용의자X적 헌신,,,,,[],[],[]
169899,더 펜션,4,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9,8,"[0.0, 0.0, 8.0, 8.0, 9.0]","[50, 50]","[0, 0, 25, 25, 50]"
160009,내 친구 정일우,27,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.5,9.69,"[0.0, 9.75, 9.5, 9.5, 9.67]","[52, 48]","[0, 30, 37, 22, 11]"
148773,그래스,,,,,[],[],[]
39399,주먹이 운다,,,,,[],[],[]
140072,드로,,,,,[],[],[]
179840,마틸다: 황제의 연인,6,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,10,7.4,"[0.0, 9.0, 6.0, 10.0, 8.0]","[17, 83]","[0, 17, 33, 17, 33]"
162265,행복의 나라,4,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9,9,"[0.0, 9.5, 8.5, 0.0, 0.0]","[25, 75]","[0, 50, 50, 0, 0]"
75744,옥희의 영화,22,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,9,"[10.0, 8.86, 9.17, 8.0, 0.0]","[41, 59]","[5, 64, 27, 5, 0]"
42841,레이크 하우스,,,,,[],[],[]
72337,"러블리, 스틸",,,,,[],[],[]
154981,나의 연기 워크샵,31,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.69,8.27,"[9.0, 7.95, 7.57, 0.0, 0.0]","[52, 48]","[10, 68, 23, 0, 0]"
146566,메이플쏘프,37,"이 영화는 20대 남성이 좋아하는 스토리, 연출, 연기가 뛰어난 영화입니다.",7.89,8.44,"[0.0, 8.65, 6.57, 8.14, 8.67]","[51, 49]","[0, 46, 19, 19, 16]"
159827,클레어의 카메라,105,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.49,7.61,"[7.0, 7.39, 7.55, 8.11, 9.5]","[47, 53]","[1, 47, 42, 9, 2]"
175727,극장판 헬로카봇 : 백악기 시대,1817,"이 영화는 30대 여성이 좋아하는 영상미, OST, 연출이 뛰어난 영화입니다.",9.19,9.34,"[0.0, 9.27, 9.38, 9.04, 8.94]","[21, 79]","[0, 6, 75, 18, 1]"
162423,튼튼이의 모험,24,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.08,9.09,"[0.0, 9.3, 8.25, 8.0, 7.0]","[54, 46]","[0, 42, 33, 17, 8]"
159670,알리바이 닷 컴,3,이 영화는 40대 여성이 좋아하는 연출이 뛰어난 영화입니다.,10,4,"[0.0, 0.0, 4.0, 4.0, 10.0]","[33, 67]","[0, 0, 33, 33, 33]"
172040,리즈와 파랑새,119,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.99,9.05,"[9.24, 9.12, 8.37, 9.4, 8.0]","[63, 37]","[14, 64, 16, 4, 2]"
159731,한낮의 유성,14,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,10,8.9,"[0.0, 9.86, 8.0, 8.8, 0.0]","[29, 71]","[0, 50, 14, 36, 0]"
167107,땐뽀걸즈,199,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.32,9.47,"[9.45, 9.45, 9.53, 8.87, 9.62]","[22, 78]","[6, 55, 28, 8, 4]"
75378,파수꾼,10,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.5,9.5,"[10.0, 10.0, 8.75, 0.0, 0.0]","[20, 80]","[10, 50, 40, 0, 0]"
172031,극장판 진격의 거인 2기: 각성의 포효,,,,,[],[],[]
54970,하하하,9,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.67,8.33,"[0.0, 9.0, 8.33, 9.0, 0.0]","[33, 67]","[0, 44, 33, 22, 0]"
163363,배틀 오브 메모리즈,,,,,[],[],[]
159894,살아남은 아이,47,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.53,8.8,"[6.67, 9.0, 8.59, 8.33, 9.29]","[36, 64]","[6, 36, 36, 6, 15]"
177277,가타오2: 라이즈 오브 더 킹,,,,,[],[],[]
18419,스윙 재즈,,,,,[],[],[]
172770,나는 악마를 사랑했다,,,,,[],[],[]
192477,라스트 썸머,,,,,[],[],[]
184237,"아무튼, 우리",,,,,[],[],[]
153580,악질경찰,249,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.08,7.26,"[0.0, 7.25, 6.49, 7.92, 7.67]","[61, 39]","[0, 43, 32, 15, 10]"
181104,유랑지구,49,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,7.64,8.38,"[10.0, 8.04, 7.33, 7.4, 8.0]","[73, 27]","[2, 53, 24, 10, 10]"
184323,리마스터드 - 악마와 걸은 사나이,,,,,[],[],[]
142739,바람 바람 바람,1390,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.82,6.5,"[5.96, 6.54, 7.0, 6.49, 6.75]","[48, 52]","[2, 53, 25, 14, 6]"
99752,군도:민란의 시대,6115,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.27,7.4,"[7.57, 7.3, 7.31, 7.36, 7.49]","[50, 50]","[7, 45, 27, 16, 4]"
167787,허스토리,406,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.45,9.56,"[9.63, 9.68, 9.41, 8.96, 9.57]","[21, 79]","[7, 56, 20, 11, 5]"
159311,소공녀,497,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.13,9.24,"[8.88, 9.26, 9.19, 9.14, 8.12]","[32, 68]","[3, 66, 22, 7, 2]"
184216,음악 선생님,,,,,[],[],[]
180907,어 포츄네이트 맨,,,,,[],[],[]
192476,썸원 그레이트,,,,,[],[],[]
170851,신비보장,,,,,[],[],[]
192473,슈퍼 몬스터: 우리의 동물 친구들,,,,,[],[],[]
192630,제너레이션 아이언 3,,,,,[],[],[]
192475,퍼펙트 데이트,,,,,[],[],[]
192474,무인도에 누군가 데려간다면,,,,,[],[],[]
177771,환토: 상상의 땅,,,,,[],[],[]
154653,툴리,70,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9,8.91,"[0.0, 9.11, 9.1, 8.5, 7.86]","[21, 79]","[0, 39, 43, 9, 10]"
163533,안시성,10484,이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.45,8.82,"[8.81, 8.57, 8.55, 8.74, 8.75]","[50, 50]","[2, 34, 27, 27, 11]"
152686,유니콘 스토어,,,,,[],[],[]
172341,크레이지 뷰티풀 유,,,,,[],[],[]
164106,협상,1797,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.07,8.25,"[8.72, 8.09, 8.06, 8.32, 8.38]","[49, 51]","[3, 49, 24, 17, 7]"
152274,미미일소흔경성,,,,,[],[],[]
152680,시카리오: 데이 오브 솔다도,104,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.7,9.26,"[9.0, 8.68, 9.14, 8.86, 8.5]","[70, 30]","[2, 33, 36, 20, 10]"
167602,나를 차버린 스파이,25,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.14,8.22,"[0.0, 8.21, 7.8, 0.0, 10.0]","[28, 72]","[0, 76, 20, 0, 4]"
113129,르 15/8,,,,,[],[],[]
98214,베요넷,,,,,[],[],[]
183108,하이웨이맨,,,,,[],[],[]
179900,슈퍼로페즈,,,,,[],[],[]
184202,더 더트,,,,,[],[],[]
159342,수퍼 부모 보호자,,,,,[],[],[]
165638,비혼의 아내,,,,,[],[],[]
184303,파스칼: 더 무비,,,,,[],[],[]
210874,번 아웃,,,,,[],[],[]
165637,바르셀로나 사랑을 꾸미다,,,,,[],[],[]
159341,에브리씽 어바웃 허,,,,,[],[],[]
85140,트리플 프론티어,,,,,[],[],[]
103577,시스터라카스,,,,,[],[],[]
136547,타다나의 모든 것,,,,,[],[],[]
121799,스타팅 오버 어게인,,,,,[],[],[]
16707,코 끝에 걸린 사나이,,,,,[],[],[]
88431,노 아더 우먼,,,,,[],[],[]
152344,언니,164,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.92,7.74,"[10.0, 7.37, 6.82, 7.27, 7.94]","[59, 41]","[1, 36, 30, 23, 10]"
192472,크레이지 부다페스트,,,,,[],[],[]
182599,유어 선,,,,,[],[],[]
182051,더 보이 후 하네스드 더 윈드,,,,,[],[],[]
190056,보이지 않는 목격자,,,,,[],[],[]
163817,어쩌다 로맨스,,,,,[],[],[]
173833,배드 사마리안,12,"이 영화는 40대 남성이 좋아하는 스토리, 연출이 뛰어난 영화입니다.",8.4,8,"[0.0, 8.57, 8.0, 8.0, 6.0]","[42, 58]","[0, 58, 25, 8, 8]"
137011,유어 마이 보스,,,,,[],[],[]
158117,쉬즈 데이팅 더 갱스터,,,,,[],[],[]
99700,미스트리스,,,,,[],[],[]
121034,브라이드 포 렌트,,,,,[],[],[]
181295,캔트 헬프 폴링 인 러브,,,,,[],[],[]
111991,포 시스터즈 앤 어 웨딩,,,,,[],[],[]
107365,잇 테이크스 어 맨 앤 어 우먼,,,,,[],[],[]
144983,붉은 거북,,,,,[],[],[]
168068,세컨드 액트,,,,,[],[],[]
43310,어페어 오브 셀리니,,,,,[],[],[]
182047,패들턴,,,,,[],[],[]
171531,엘 포토그라포 드 마우트하우젠,,,,,[],[],[]
157297,마약왕,3144,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.26,7.08,"[6.71, 7.15, 7.1, 7.21, 7.62]","[58, 42]","[1, 43, 30, 17, 9]"
172420,유전,350,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.94,7.87,"[8.04, 7.92, 7.67, 8.04, 9.0]","[40, 60]","[8, 58, 25, 7, 2]"
181926,높이 나는 새 ,,,,,[],[],[]
152669,엔테베 작전,2,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.5,0,"[0.0, 0.0, 7.0, 0.0, 8.0]","[100, 29]","[0, 0, 50, 0, 50]"
154437,내 사랑,1589,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.18,9.17,"[8.92, 9.08, 9.27, 9.21, 9.21]","[28, 72]","[1, 39, 31, 17, 12]"
179317,나의 Ex ,,,,,[],[],[]
182057,벨벳 버즈소,,,,,[],[],[]
163744,"소녀, 하늘을 날다!",1,"이 영화는 20대 여성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",0,10,"[0.0, 10.0, 0.0, 0.0, 0.0]","[100, 17]","[0, 100, 0, 0, 0]"
140010,사랑하기 때문에,655,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.45,8.34,"[7.93, 8.54, 8.07, 8.43, 8.08]","[37, 63]","[4, 55, 20, 16, 6]"
170581,나이트 테러,,,,,[],[],[]
168026,하이 소사이어티,,,,,[],[],[]
179871,아니마스,,,,,[],[],[]
182729,폴라,,,,,[],[],[]
153687,공작,6594,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.04,7.65,"[7.69, 7.8, 7.82, 7.93, 8.11]","[53, 47]","[3, 41, 25, 21, 10]"
96967,중화 명탐정,,,,,[],[],[]
134880,Io,,,,,[],[],[]
192471,FYRE: 꿈의 축제에서 악몽의 사기극으로,,,,,[],[],[]
175362,락 마이 하트,,,,,[],[],[]
111574,어둠 속의 이야기: 미리야,,,,,[],[],[]
173884,리벤져,21,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.43,9.36,"[0.0, 9.83, 9.17, 8.0, 0.0]","[33, 67]","[0, 57, 29, 14, 0]"
179012,고질라: 행성포식자,,,,,[],[],[]
167697,신과함께-인과 연,13435,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.51,8.71,"[9.07, 8.62, 8.62, 8.6, 8.4]","[42, 58]","[5, 39, 27, 23, 6]"
179097,라이언하트,,,,,[],[],[]
176622,미스터 앤 미스터 대디,1,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,0,8,"[0.0, 0.0, 8.0, 0.0, 0.0]","[100, 9]","[0, 0, 100, 0, 0]"
167056,브롤 인 셀 블록 99,,,,,[],[],[]
172980,12번째 솔저,4,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.67,9,"[0.0, 0.0, 9.5, 9.5, 0.0]","[75, 25]","[0, 0, 50, 50, 0]"
178054,12년의 밤,,,,,[],[],[]
182005,블랙 미러: 밴더스내치,,,,,[],[],[]
143416,미드나잇 선,461,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.8,8.79,"[9.31, 8.8, 8.67, 8.57, 8.27]","[37, 63]","[10, 65, 16, 6, 3]"
171475,버드 박스,,,,,[],[],[]
156417,너와 100번째 사랑,246,이 영화는 10대 여성이 좋아하는 OST가 뛰어난 영화입니다.,8.14,8.64,"[8.52, 8.59, 7.39, 9.0, 10.0]","[29, 71]","[25, 59, 9, 6, 0]"
153279,극장판 도라에몽:진구의 남극 꽁꽁 대모험,327,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.95,8.6,"[9.2, 8.38, 8.73, 8.66, 7.67]","[22, 78]","[2, 8, 54, 35, 1]"
145342,2016 빈 필하모닉 신년음악회,,,,,[],[],[]
178097,로마,1492,이 영화는 40대 여성이 좋아하는 연출이 뛰어난 영화입니다.,9.13,9.23,"[9.1, 9.12, 9.25, 9.27, 9.13]","[41, 59]","[1, 36, 33, 15, 14]"
172752,덤플링,,,,,[],[],[]
127394,모글리: 정글의 전설,,,,,[],[],[]
165321,케이크메이커,94,"이 영화는 30대 여성이 좋아하는 연출, 연기가 뛰어난 영화입니다.",7.88,7.86,"[8.33, 7.5, 7.95, 8.27, 8.11]","[26, 74]","[3, 34, 41, 12, 10]"
126133,업 인 더 윈드,,,,,[],[],[]
92530,실연 33일,,,,,[],[],[]
149730,그링고,,,,,[],[],[]
158652,저니스 엔드,6,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.5,9.5,"[0.0, 9.75, 10.0, 8.0, 0.0]","[33, 67]","[0, 67, 17, 17, 0]"
174596,크로스로드: 원 투 자가,,,,,[],[],[]
132631,충상운소,,,,,[],[],[]
145805,"쉬 리멤버, 히 포겟",,,,,[],[],[]
176733,인어공주: 매직어드벤처,,,,,[],[],[]
49862,즉일계정,,,,,[],[],[]
113340,단신남녀 2,,,,,[],[],[]
127461,부재설분수,,,,,[],[],[]
181574,안젤라의 크리스마스,,,,,[],[],[]
177134,더 월드 이즈 유어스,,,,,[],[],[]
172447,타임 쉐어,,,,,[],[],[]
155715,7호실,411,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.51,7.51,"[8.32, 6.67, 7.84, 6.86, 7.17]","[39, 61]","[8, 50, 22, 14, 6]"
159830,너의 췌장을 먹고 싶어,204,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.57,8.02,"[9.69, 8.28, 8.22, 8.0, 8.57]","[61, 39]","[8, 56, 23, 10, 3]"
199864,크리스마스 연대기: 두 번째 이야기,,,,,[],[],[]
158124,더 트라이브,,,,,[],[],[]
89009,사브리나,,,,,[],[],[]
168059,브레이븐,5,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,10,9.33,"[0.0, 10.0, 9.0, 10.0, 0.0]","[40, 60]","[0, 40, 40, 20, 0]"
182513,크리스마스 스위치,,,,,[],[],[]
177397,캠 걸스,,,,,[],[],[]
178751,카우보이의 노래,,,,,[],[],[]
195681,팔로우 미,2,이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,10,8,"[0.0, 9.0, 0.0, 0.0, 0.0]","[50, 50]","[0, 100, 0, 0, 0]"
179868,메이 더 데빌 테이크 유,,,,,[],[],[]
168479,식스 빌로우,1,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,0,10,"[0.0, 0.0, 0.0, 10.0, 0.0]","[100, 11]","[0, 0, 0, 100, 0]"
176902,슬럼가 대습격,,,,,[],[],[]
171538,아웃로 킹,,,,,[],[],[]
168018,이스케이프 플랜 2: 하데스,,,,,[],[],[]
192470,리마스터드: 닉슨 vs 맨 인 블랙,,,,,[],[],[]
31234,바람의 저편,,,,,[],[],[]
142324,데스노트: 더 뉴 월드,114,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.18,8,"[6.33, 7.25, 8.0, 8.0, 0.0]","[62, 38]","[3, 62, 30, 5, 0]"
156091,심야식당2,213,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.91,8.68,"[6.0, 8.93, 8.82, 7.9, 9.22]","[50, 50]","[0, 53, 33, 9, 4]"
175099,아워 하우스,,,,,[],[],[]
148847,헤너럴 루나,,,,,[],[],[]
180005,건 시티,,,,,[],[],[]
182597,제페,,,,,[],[],[]
157500,마이펫 오지,181,이 영화는 30대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,8.08,8.08,"[8.33, 7.77, 7.92, 8.38, 10.0]","[20, 80]","[2, 7, 57, 34, 1]"
133129,"고산자, 대동여지도",1399,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.01,8.03,"[8.26, 7.88, 8.06, 8.07, 8.27]","[47, 53]","[2, 39, 26, 23, 9]"
140731,분노의 질주: 더 익스트림,6166,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.18,9.18,"[9.37, 9.26, 9.13, 8.91, 9.02]","[58, 42]","[2, 54, 27, 12, 4]"
172167,닌자 배트맨,,,,,[],[],[]
172769,루킹 글라스,,,,,[],[],[]
113624,더 나잇 컴즈 포 어스,,,,,[],[],[]
109906,인랑,1410,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,5.22,5.31,"[4.64, 4.47, 5.75, 6.15, 6.6]","[51, 49]","[6, 45, 22, 20, 9]"
171490,나의 작은 시인에게,111,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.06,8.66,"[7.0, 9.02, 7.94, 8.46, 8.2]","[28, 72]","[1, 43, 31, 12, 14]"
163846,복수의 사도,,,,,[],[],[]
