old_index,title,release_date,series_or_movies,genre_list,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,img_link,imdb_votes
5285,The Last Czars,2019-07-03,Series,"['다큐멘터리', '드라마', '역사', '로맨스']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfBOo_P5M0fejNXyerdHrWRzfDB0bs5H33SdqkqpZezk1pijQ29ya4KBfR92hWjS8omENzt3cg5Q5rtxLYnm2wJz30nltIIHggrH-4sub6WXhWnmLDtfnM-JtNY.jpg?r=41f,6309
1688,High Score,2020-08-19,Series,"['다큐멘터리', '역사']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTjo0BIv7zUZWxnMOGwP1u1n0h93JH8Duy4zAXF6XzY7PxfYns0fEVHlBLTglFOVwoE7P8JIO8zd5FgGdFuJjAhgz7mu8B8oVEoPsJh1Sd0UFd4r0P4ETTY7xEk.jpg?r=545,6117
1760,Three Kingdoms,2008-04-03,Series,"['액션', '드라마', '역사', '전쟁']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS8CxSoKYmsaHHZvbOpMHQU5V7h9KXc7bpbQRtqikiiVppnz5n0kp19GrZDhgbKbtrSMg8yR4E4a7ZcRvnWgFeTLEg.jpg?r=1c7,6097
11160,Last Chance U,2016-07-29,Series,"['다큐멘터리', '스포츠']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTM407EiCV7L1DteHsziw9t8SQE7pxcnPM_yhd0-OQdhUl3Cu3pr6w8tT_-EA-91M2xFRn74tsr1k9U4nsMwVFQiigAs7lyn-PMW6KpQqJ-ouEi3T1vxB0QclxU.jpg?r=a02,5981
6581,RuPaul s Drag Race  All Stars,2012-10-01,Series,"['게임쇼', '리얼리티']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYkTP0ACA_5p4psdPrDPH58b4vUM63ffDSJSFe1y8lLCZgKhouGo6AAwSIT0MJCrjxyWCFzFf4QJ0zH8OfuUicmEaA.jpg?r=88d,5915
1462,Julie and the Phantoms,2020-09-10,Series,"['코미디', '가족', '판타지', '음악al']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABastmurG_Uog4jXHlMS-mMjMYNYKl9FDsyIc5IiAte2xmDfMo3A4_Q0a1uklegicbsMRGO3UvKPI0GY7AeFxDJRegRURaIK-l0wjG18OlvF8mwO8DD4tLGjI2as.jpg?r=a70,5688
1882,Fear City  New York vs The Mafia,2020-07-22,Series,"['다큐멘터리', '범죄']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABULka1UMFrlpr79Lh2mmfHfoAdWuitjmC70fEdFdWJyNhgeeyirn1s3CDl0FrTbg-OEuKPdXkXx5SeeYfVtHydRzBaHonLzuNJzu8cTF-IlAPPjEiI1v4fgjVo0.jpg?r=ade,5559
3228,Top Chef,2006-02-15,Series,"['게임쇼', '리얼리티']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWZ7KqbBjoJKw6AB7dR_xNBRyjTKJ39zXQ8B2IdARwi4Y4oopL9pw0Q7G5vAIrH0vakYCF5BPn_xIyES9XLmzfkC2A.jpg?r=811,5506
3899,The Pharmacist,2020-02-05,Series,"['다큐멘터리', '범죄']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVujopXat41g1sB5ZMCI2QEU3bt1ozT1ncqNtaCdRh8N2WahNxS5novCylnzBZwD0XZhpBvM3NAGukMIlK8XugtIswmAaTO31PH6yg1NAPRyu_MCu4lp7a79v2c.jpg?r=8de,5386
10650,Kurokos Basketball,2012-04-07,Series,"['애니메이션', '코미디', '스포츠']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbwwMUR8-tXEWh2z2HaQdPcZVZ7y7WRIABTXRi4vNf0weW-SiR-sqAiSo_G9zhr7I-Oz2-LxNEJWh5wIbIxgfZ3nxA.jpg?r=195,5283
10512,Sonic Boom,2014-11-08,Series,"['애니메이션', '단편', '액션', '모험', '코미디', '가족', '판타지', 'SF']",0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABanvV821cwW6uGlOY2485caOXPv1_yA6bw-DX-V0D2UwFZmIR7Ba1Rl94d4nC-L5cT8nYAx4KYjW5I_PhoSNwyYGmA.jpg?r=097,5277
4563,Greatest Events of WWII in Colour,2019-11-08,Series,"['다큐멘터리', '역사', '전쟁']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWT3i0qc3ipkUyGvhKw2DqDaLvXVWOgq7M16_h61bqVRgY1jsSZXV5TdiXe8reWosTcQtpo7eKFQwm4iWEkGOMf2sw.jpg?r=5bb,5276
10388,Scarlet Heart  Ryeo,2016-08-29,Series,"['드라마', '판타지', '역사', '로맨스']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYCBmMchi7zdmIdJxqwvVYwrlp2C96u3yzsW4eLy2xAWiOS53I8mNRwjeT-76PZqBo2Za1mk6Mch9ZwSWTKVu2e0LQ.jpg?r=d1b,5111
1124,The Liberator,2014-07-24,Series,"['전기', '드라마', '역사']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSowPV1nc2Dth1HKGn6J5s1qJoUYBLIMlY7YCDCeyNZ1A2Z4cP5mIyxjGVkzuAqW0pyZdvPrtm23IjCtl77W4sFAXVGfvDzAR8536zWjTXprRm3XtaJOmhQyObY.jpg?r=69f,5038
10607,Hip-Hop Evolution,2016-09-04,Series,"['다큐멘터리', '음악']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABegne0Mq4rDz3u1cjvPCrPpjpBWq1ob3KX4YJnw4m4v_O82xrHSdI2u3dA1LJLnjpAOp2xzsR6BAMP7Zz4U7kOhIxO_7Lb_5ayf9q16DHHD0w-9r2ccqIVqTXVI.jpg?r=5a8,5023
6600,The Innocent Man,2018-12-14,Series,"['다큐멘터리', '범죄']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWZMT27RH7TxoU37pcvoVtD7YgW4hzKilkAoJL20Qsqwm6GINN2IOeeZwBqELVhi6GBOTLw6ZYWEys-u2wSyGW5sbvIj7uGUDSQWjjT3VRiccVPMGeMsfYVBk3E.jpg?r=b45,4910
3224,The Real Housewives of Beverly Hills,2010-10-14,Series,['리얼리티'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZw9jYKf28kxIz_FA9L6id-FZWP6AtMAesomjNvMNWcmmZ_y9YYG6ZUc-rmNc0U0hRtVzYcNID6UaCNuThIPoNV-eA.jpg?r=fea,4889
9201,The Toys That Made Us,2017-12-22,Series,"['다큐멘터리', '코미디', '역사']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABczWsjnMbRYK5K8bJTOw8HqQN0DTzUN5gXjf0iQR8RB9TRDHQI1VxqTeB_5_cKnFRQNaQIrRWFPZtkqUjuOo7fCaIS5bv0UJJMFaVk1dTCmQddd_eDYgm6SziYA.jpg?r=da4,4877
12889,The Confession Tapes,2017-09-08,Series,"['다큐멘터리', '범죄']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW4-aSQMiJILIu9G3TC4cKw4enAX35y97agbDbtqUrDnNa81L_24mEvQxoG0ngoGrgl8oJ_FP8a9NPTWKrnessh48XJpdrEO42FAhq4gVXZRcpaSLu7FgIAUxjQ.jpg?r=ddc,4809
10352,Abstract  The Art of Design,2017-01-21,Series,['다큐멘터리'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVqyQ7xytHyDk0tAhAHO7-vfl1mt7JCzs6KQIqk9nm-wQgN3XRkggyZ5RWbvFZPlirPrqBcBhldo2nZsHcTAGRFI4VSXt_Sc_UVWPysrQ-U5xqrgOCd6R9xO6AU.jpg?r=aee,4786
3867,Love Is Blind,2020-02-13,Series,"['리얼리티', '로맨스']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZnmK9K7pnw5Q7rRW4W5CwfR_w2JR_bcxEkv37qg9dnvSxcUG_b5qFB5QmFzaz_nreVVPNf7cWefGNBjOG8cH8V6T5-6oPq4iYIeiNuu5VGNj_XSaRi9sBqSjBc.jpg?r=d1d,4784
9023,My Next Guest Needs No Introduction With David Letterman,2018-01-12,Series,['토크쇼'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdpaH8eiV4-U8GUxtyGUnWUJ3vhsuZ7xWNsuicYyK5-EKUeJQmOSB3ApPj0TFsuxam9387htZ9bhIp2LwopJInHfR8wkF6R2k1ONRLNE2UZKKmWoGdWlzyHwi3s.jpg?r=fcd,4761
