,code,npa_10s_npg_male,npa_10s_npg_female,npa_20s_npg_male,npa_20s_npg_female,npa_30s_npg_male,npa_30s_npg_female,npa_40s_npg_male,npa_40s_npg_female,npa_50s_npg_male,npa_50s_npg_female
445,110246.0,,,,,,,,,,
446,182163.0,,,,,,,,,,
447,159716.0,0.0,0.0,19.24,54.76,5.46,15.54,1.3,3.7,0.0,0.0
448,164151.0,1.35,1.65,21.15,25.85,11.25,13.75,8.1,9.9,3.15,3.85
449,92536.0,,,,,,,,,,
450,10101.0,6.25,18.75,6.25,18.75,12.5,37.5,0.0,0.0,0.0,0.0
451,148946.0,0.0,0.0,1.68,10.32,8.4,51.6,3.64,22.36,0.28,1.72
452,159877.0,1.29,1.71,16.77,22.23,12.04,15.96,9.46,12.54,3.01,3.99
453,155716.0,2.0,2.0,28.5,28.5,10.5,10.5,6.0,6.0,2.5,2.5
454,173103.0,,,,,,,,,,
455,168083.0,,,,,,,,,,
456,47115.0,,,,,,,,,,
457,30317.0,,,,,,,,,,
458,186603.0,,,,,,,,,,
459,72930.0,,,,,,,,,,
460,182045.0,,,,,,,,,,
461,175792.0,,,,,,,,,,
462,159848.0,0.92,1.08,19.32,22.68,11.96,14.04,5.52,6.48,7.82,9.18
463,159146.0,0.0,0.0,9.5,15.5,17.48,28.52,3.04,4.96,7.98,13.02
464,145292.0,3.24,2.76,38.88,33.12,7.02,5.98,3.24,2.76,1.62,1.38
465,186092.0,,,,,,,,,,
466,167099.0,1.14,0.86,28.5,21.5,16.53,12.47,7.41,5.59,2.85,2.15
467,92125.0,2.49,0.51,26.56,5.44,24.07,4.93,18.26,3.74,12.45,2.55
468,192479.0,,,,,,,,,,
469,184234.0,,,,,,,,,,
470,183286.0,,,,,,,,,,
471,184233.0,,,,,,,,,,
472,177943.0,,,,,,,,,,
473,65290.0,,,,,,,,,,
474,53065.0,,,,,,,,,,
475,144215.0,0.52,0.48,29.12,26.88,12.48,11.52,7.28,6.72,2.6,2.4
476,184239.0,,,,,,,,,,
477,192478.0,,,,,,,,,,
478,171024.0,,,,,,,,,,
479,31801.0,4.56,7.44,16.72,27.28,7.22,11.78,4.56,7.44,4.56,7.44
480,154625.0,0.0,0.0,26.95,28.05,15.19,15.81,5.88,6.12,0.98,1.02
481,168172.0,0.0,0.0,27.54,23.46,19.98,17.02,4.86,4.14,1.62,1.38
482,159747.0,1.2,3.8,4.56,14.44,10.32,32.68,1.2,3.8,6.96,22.04
483,37853.0,,,,,,,,,,
484,37919.0,,,,,,,,,,
485,83528.0,0.0,0.0,25.0,25.0,19.0,19.0,6.0,6.0,0.0,0.0
486,172798.0,0.0,0.0,2.07,6.93,13.57,45.43,7.36,24.64,0.0,0.0
487,161944.0,,,,,,,,,,
488,169899.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,12.5,25.0,25.0
489,160009.0,0.0,0.0,15.6,14.4,19.24,17.76,11.44,10.56,5.72,5.28
490,148773.0,,,,,,,,,,
491,39399.0,,,,,,,,,,
492,140072.0,,,,,,,,,,
493,179840.0,0.0,0.0,2.89,14.11,5.61,27.39,2.89,14.11,5.61,27.39
494,162265.0,0.0,0.0,12.5,37.5,12.5,37.5,0.0,0.0,0.0,0.0
495,75744.0,2.05,2.95,26.24,37.76,11.07,15.93,2.05,2.95,0.0,0.0
496,42841.0,,,,,,,,,,
497,72337.0,,,,,,,,,,
498,154981.0,5.2,4.8,35.36,32.64,11.96,11.04,0.0,0.0,0.0,0.0
499,146566.0,0.0,0.0,23.46,22.54,9.69,9.31,9.69,9.31,8.16,7.84
500,159827.0,0.47,0.53,22.09,24.91,19.74,22.26,4.23,4.77,0.94,1.06
501,175727.0,0.0,0.0,1.26,4.74,15.75,59.25,3.78,14.22,0.21,0.79
502,162423.0,0.0,0.0,22.68,19.32,17.82,15.18,9.18,7.82,4.32,3.68
503,159670.0,0.0,0.0,0.0,0.0,10.89,22.11,10.89,22.11,10.89,22.11
504,172040.0,8.82,5.18,40.32,23.68,10.08,5.92,2.52,1.48,1.26,0.74
505,159731.0,0.0,0.0,14.5,35.5,4.06,9.94,10.44,25.56,0.0,0.0
506,167107.0,1.32,4.68,12.1,42.9,6.16,21.84,1.76,6.24,0.88,3.12
507,75378.0,2.0,8.0,10.0,40.0,8.0,32.0,0.0,0.0,0.0,0.0
508,172031.0,,,,,,,,,,
509,54970.0,0.0,0.0,14.52,29.48,10.89,22.11,7.26,14.74,0.0,0.0
510,163363.0,,,,,,,,,,
511,159894.0,2.16,3.84,12.96,23.04,12.96,23.04,2.16,3.84,5.4,9.6
512,177277.0,,,,,,,,,,
513,18419.0,,,,,,,,,,
514,172770.0,,,,,,,,,,
515,192477.0,,,,,,,,,,
516,184237.0,,,,,,,,,,
517,153580.0,0.0,0.0,26.23,16.77,19.52,12.48,9.15,5.85,6.1,3.9
518,181104.0,1.46,0.54,38.69,14.31,17.52,6.48,7.3,2.7,7.3,2.7
519,184323.0,,,,,,,,,,
520,142739.0,0.96,1.04,25.44,27.56,12.0,13.0,6.72,7.28,2.88,3.12
521,99752.0,3.5,3.5,22.5,22.5,13.5,13.5,8.0,8.0,2.0,2.0
522,167787.0,1.47,5.53,11.76,44.24,4.2,15.8,2.31,8.69,1.05,3.95
523,159311.0,0.96,2.04,21.12,44.88,7.04,14.96,2.24,4.76,0.64,1.36
524,184216.0,,,,,,,,,,
525,180907.0,,,,,,,,,,
526,192476.0,,,,,,,,,,
527,170851.0,,,,,,,,,,
528,192473.0,,,,,,,,,,
529,192630.0,,,,,,,,,,
530,192475.0,,,,,,,,,,
531,192474.0,,,,,,,,,,
532,177771.0,,,,,,,,,,
533,154653.0,0.0,0.0,8.19,30.81,9.03,33.97,1.89,7.11,2.1,7.9
534,163533.0,1.0,1.0,17.0,17.0,13.5,13.5,13.5,13.5,5.5,5.5
535,152686.0,,,,,,,,,,
536,172341.0,,,,,,,,,,
537,164106.0,1.47,1.53,24.01,24.99,11.76,12.24,8.33,8.67,3.43,3.57
538,152274.0,,,,,,,,,,
539,152680.0,1.4,0.6,23.1,9.9,25.2,10.8,14.0,6.0,7.0,3.0
540,167602.0,0.0,0.0,21.28,54.72,5.6,14.4,0.0,0.0,1.12,2.88
541,113129.0,,,,,,,,,,
542,98214.0,,,,,,,,,,
543,183108.0,,,,,,,,,,
544,179900.0,,,,,,,,,,
545,184202.0,,,,,,,,,,
546,159342.0,,,,,,,,,,
547,165638.0,,,,,,,,,,
548,184303.0,,,,,,,,,,
549,210874.0,,,,,,,,,,
550,165637.0,,,,,,,,,,
551,159341.0,,,,,,,,,,
552,85140.0,,,,,,,,,,
553,103577.0,,,,,,,,,,
554,136547.0,,,,,,,,,,
555,121799.0,,,,,,,,,,
556,16707.0,,,,,,,,,,
557,88431.0,,,,,,,,,,
558,152344.0,0.59,0.41,21.24,14.76,17.7,12.3,13.57,9.43,5.9,4.1
559,192472.0,,,,,,,,,,
560,182599.0,,,,,,,,,,
561,182051.0,,,,,,,,,,
562,190056.0,,,,,,,,,,
563,163817.0,,,,,,,,,,
564,173833.0,0.0,0.0,24.36,33.64,10.5,14.5,3.36,4.64,3.36,4.64
565,137011.0,,,,,,,,,,
566,158117.0,,,,,,,,,,
567,99700.0,,,,,,,,,,
568,121034.0,,,,,,,,,,
569,181295.0,,,,,,,,,,
570,111991.0,,,,,,,,,,
571,107365.0,,,,,,,,,,
572,144983.0,,,,,,,,,,
573,168068.0,,,,,,,,,,
574,43310.0,,,,,,,,,,
575,182047.0,,,,,,,,,,
576,171531.0,,,,,,,,,,
577,157297.0,0.58,0.42,24.94,18.06,17.4,12.6,9.86,7.14,5.22,3.78
578,172420.0,3.2,4.8,23.2,34.8,10.0,15.0,2.8,4.2,0.8,1.2
579,181926.0,,,,,,,,,,
580,152669.0,0.0,0.0,0.0,0.0,50.0,14.5,0.0,0.0,50.0,14.5
581,154437.0,0.28,0.72,10.92,28.08,8.68,22.32,4.76,12.24,3.36,8.64
582,179317.0,,,,,,,,,,
583,182057.0,,,,,,,,,,
584,163744.0,0.0,0.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
585,140010.0,1.48,2.52,20.35,34.65,7.4,12.6,5.92,10.08,2.22,3.78
586,170581.0,,,,,,,,,,
587,168026.0,,,,,,,,,,
588,179871.0,,,,,,,,,,
589,182729.0,,,,,,,,,,
590,153687.0,1.59,1.41,21.73,19.27,13.25,11.75,11.13,9.87,5.3,4.7
591,96967.0,,,,,,,,,,
592,134880.0,,,,,,,,,,
593,192471.0,,,,,,,,,,
594,175362.0,,,,,,,,,,
595,111574.0,,,,,,,,,,
596,173884.0,0.0,0.0,18.81,38.19,9.57,19.43,4.62,9.38,0.0,0.0
597,179012.0,,,,,,,,,,
598,167697.0,2.1,2.9,16.38,22.62,11.34,15.66,9.66,13.34,2.52,3.48
599,179097.0,,,,,,,,,,
600,176622.0,0.0,0.0,0.0,0.0,100.0,9.0,0.0,0.0,0.0,0.0
601,167056.0,,,,,,,,,,
602,172980.0,0.0,0.0,0.0,0.0,37.5,12.5,37.5,12.5,0.0,0.0
603,178054.0,,,,,,,,,,
604,182005.0,,,,,,,,,,
605,143416.0,3.7,6.3,24.05,40.95,5.92,10.08,2.22,3.78,1.11,1.89
606,171475.0,,,,,,,,,,
607,156417.0,7.25,17.75,17.11,41.89,2.61,6.39,1.74,4.26,0.0,0.0
608,153279.0,0.44,1.56,1.76,6.24,11.88,42.12,7.7,27.3,0.22,0.78
609,145342.0,,,,,,,,,,
610,178097.0,0.41,0.59,14.76,21.24,13.53,19.47,6.15,8.85,5.74,8.26
611,172752.0,,,,,,,,,,
612,127394.0,,,,,,,,,,
613,165321.0,0.78,2.22,8.84,25.16,10.66,30.34,3.12,8.88,2.6,7.4
614,126133.0,,,,,,,,,,
615,92530.0,,,,,,,,,,
616,149730.0,,,,,,,,,,
617,158652.0,0.0,0.0,22.11,44.89,5.61,11.39,5.61,11.39,0.0,0.0
618,174596.0,,,,,,,,,,
619,132631.0,,,,,,,,,,
620,145805.0,,,,,,,,,,
621,176733.0,,,,,,,,,,
622,49862.0,,,,,,,,,,
623,113340.0,,,,,,,,,,
624,127461.0,,,,,,,,,,
625,181574.0,,,,,,,,,,
626,177134.0,,,,,,,,,,
627,172447.0,,,,,,,,,,
628,155715.0,3.12,4.88,19.5,30.5,8.58,13.42,5.46,8.54,2.34,3.66
629,159830.0,4.88,3.12,34.16,21.84,14.03,8.97,6.1,3.9,1.83,1.17
630,199864.0,,,,,,,,,,
631,158124.0,,,,,,,,,,
632,89009.0,,,,,,,,,,
633,168059.0,0.0,0.0,16.0,24.0,16.0,24.0,8.0,12.0,0.0,0.0
634,182513.0,,,,,,,,,,
635,177397.0,,,,,,,,,,
636,178751.0,,,,,,,,,,
637,195681.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
638,179868.0,,,,,,,,,,
639,168479.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.0,0.0,0.0
640,176902.0,,,,,,,,,,
641,171538.0,,,,,,,,,,
642,168018.0,,,,,,,,,,
643,192470.0,,,,,,,,,,
644,31234.0,,,,,,,,,,
645,142324.0,1.86,1.14,38.44,23.56,18.6,11.4,3.1,1.9,0.0,0.0
646,156091.0,0.0,0.0,26.5,26.5,16.5,16.5,4.5,4.5,2.0,2.0
647,175099.0,,,,,,,,,,
648,148847.0,,,,,,,,,,
649,180005.0,,,,,,,,,,
650,182597.0,,,,,,,,,,
651,157500.0,0.4,1.6,1.4,5.6,11.4,45.6,6.8,27.2,0.2,0.8
652,133129.0,0.94,1.06,18.33,20.67,12.22,13.78,10.81,12.19,4.23,4.77
653,140731.0,1.16,0.84,31.32,22.68,15.66,11.34,6.96,5.04,2.32,1.68
654,172167.0,,,,,,,,,,
655,172769.0,,,,,,,,,,
656,113624.0,,,,,,,,,,
657,109906.0,3.06,2.94,22.95,22.05,11.22,10.78,10.2,9.8,4.59,4.41
658,171490.0,0.28,0.72,12.04,30.96,8.68,22.32,3.36,8.64,3.92,10.08
659,163846.0,,,,,,,,,,
660,47174.0,,,,,,,,,,
661,167581.0,,,,,,,,,,
662,178096.0,,,,,,,,,,
663,169218.0,,,,,,,,,,
664,128293.0,,,,,,,,,,
665,133424.0,0.4,0.6,20.8,31.2,13.2,19.8,3.6,5.4,2.4,3.6
666,172771.0,,,,,,,,,,
667,191370.0,,,,,,,,,,
668,57723.0,0.0,0.0,24.36,17.64,22.62,16.38,2.9,2.1,7.54,5.46
669,36344.0,,,,,,,,,,
670,58085.0,,,,,,,,,,
671,35628.0,,,,,,,,,,
672,32610.0,,,,,,,,,,
673,48747.0,,,,,,,,,,
674,66510.0,,,,,,,,,,
675,191367.0,,,,,,,,,,
676,37235.0,,,,,,,,,,
677,34501.0,,,,,,,,,,
678,73285.0,,,,,,,,,,
679,89873.0,,,,,,,,,,
680,146407.0,2.01,0.99,29.48,14.52,22.11,10.89,9.38,4.62,4.69,2.31
681,35939.0,3.5,3.5,28.5,28.5,7.0,7.0,10.5,10.5,0.0,0.0
682,37261.0,,,,,,,,,,
683,49529.0,,,,,,,,,,
684,121090.0,3.01,3.99,24.94,33.06,8.17,10.83,6.02,7.98,0.86,1.14
685,91391.0,,,,,,,,,,
686,35938.0,,,,,,,,,,
687,89606.0,,,,,,,,,,
688,34971.0,,,,,,,,,,
689,36451.0,,,,,,,,,,
690,62566.0,,,,,,,,,,
691,158885.0,0.48,2.52,9.44,49.56,4.32,22.68,1.44,7.56,0.32,1.68
692,50932.0,,,,,,,,,,
693,152656.0,1.8,2.2,22.5,27.5,9.9,12.1,9.0,11.0,1.8,2.2
694,30037.0,,,,,,,,,,
695,36956.0,,,,,,,,,,
696,65429.0,,,,,,,,,,
697,39422.0,,,,,,,,,,
698,66002.0,,,,,,,,,,
699,136893.0,3.12,4.88,22.23,34.77,8.19,12.81,4.29,6.71,1.17,1.83
700,35172.0,,,,,,,,,,
701,88227.0,1.38,0.62,26.91,12.09,21.39,9.61,15.18,6.82,4.83,2.17
702,40033.0,,,,,,,,,,
703,39482.0,,,,,,,,,,
704,58018.0,,,,,,,,,,
705,41705.0,,,,,,,,,,
706,30984.0,,,,,,,,,,
707,52375.0,,,,,,,,,,
708,143402.0,1.65,1.35,34.1,27.9,13.2,10.8,4.95,4.05,1.1,0.9
709,83268.0,,,,,,,,,,
710,143937.0,,,,,,,,,,
711,45416.0,,,,,,,,,,
712,51076.0,,,,,,,,,,
713,149512.0,2.04,1.96,29.07,27.93,10.71,10.29,6.63,6.37,3.06,2.94
714,55405.0,,,,,,,,,,
715,158692.0,,,,,,,,,,
716,164966.0,,,,,,,,,,
717,192469.0,,,,,,,,,,
718,172970.0,,,,,,,,,,
719,151196.0,0.58,1.42,9.86,24.14,7.83,19.17,8.41,20.59,2.32,5.68
720,158631.0,0.47,0.53,23.03,25.97,13.16,14.84,7.99,9.01,2.35,2.65
721,179746.0,,,,,,,,,,
722,156910.0,,,,,,,,,,
723,146489.0,0.5,1.5,4.5,13.5,10.25,30.75,9.25,27.75,0.75,2.25
724,178856.0,,,,,,,,,,
725,74650.0,,,,,,,,,,
726,169666.0,,,,,,,,,,
727,172488.0,,,,,,,,,,
728,162853.0,,,,,,,,,,
729,168039.0,,,,,,,,,,
730,158700.0,,,,,,,,,,
731,178416.0,,,,,,,,,,
732,143373.0,2.03,4.97,10.44,25.56,10.44,25.56,2.03,4.97,4.06,9.94
733,145376.0,0.0,0.0,1.96,5.04,21.0,54.0,4.76,12.24,0.28,0.72
734,191581.0,,,,,,,,,,
735,143460.0,0.0,0.0,19.27,27.73,12.71,18.29,4.92,7.08,3.69,5.31
736,192468.0,,,,,,,,,,
737,178456.0,2.66,4.34,22.42,36.58,6.46,10.54,3.8,6.2,2.66,4.34
738,152268.0,,,,,,,,,,
739,110333.0,1.26,0.74,32.13,18.87,19.53,11.47,8.19,4.81,2.52,1.48
740,168036.0,0.0,0.0,24.75,20.25,4.95,4.05,14.85,12.15,9.9,8.1
741,163812.0,,,,,,,,,,
742,15530.0,,,,,,,,,,
743,34316.0,,,,,,,,,,
744,41118.0,,,,,,,,,,
745,27540.0,,,,,,,,,,
746,62787.0,,,,,,,,,,
747,26940.0,,,,,,,,,,
748,42173.0,,,,,,,,,,
749,172799.0,,,,,,,,,,
750,152249.0,0.56,0.44,26.32,20.68,14.56,11.44,10.08,7.92,5.04,3.96
751,92079.0,,,,,,,,,,
752,185267.0,1.41,1.59,22.09,24.91,13.16,14.84,7.52,8.48,2.82,3.18
753,181286.0,0.0,0.0,62.32,13.68,4.92,1.08,14.76,3.24,0.0,0.0
754,165461.0,0.42,0.58,12.18,16.82,12.18,16.82,11.76,16.24,5.88,8.12
755,152183.0,0.46,0.54,12.42,14.58,17.02,19.98,12.42,14.58,3.68,4.32
756,164102.0,2.25,6.75,13.75,41.25,5.25,15.75,2.25,6.75,1.5,4.5
757,160720.0,0.0,0.0,1.08,4.92,14.04,63.96,2.7,12.3,0.18,0.82
758,152486.0,0.26,1.74,7.8,52.2,4.29,28.71,0.52,3.48,0.0,0.0
759,155228.0,0.0,0.0,30.0,20.0,22.2,14.8,1.8,1.2,6.0,4.0
760,156930.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0
761,147835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.0
762,172188.0,,,,,,,,,,
763,10006.0,,,,,,,,,,
764,101966.0,0.8,1.2,16.4,24.6,13.6,20.4,8.0,12.0,0.8,1.2
765,47528.0,,,,,,,,,,
766,66463.0,,,,,,,,,,
767,45649.0,,,,,,,,,,
768,149516.0,0.22,0.78,1.32,4.68,16.5,58.5,3.96,14.04,0.22,0.78
769,134899.0,1.8,3.2,19.8,35.2,6.84,12.16,5.04,8.96,2.16,3.84
770,151117.0,0.54,1.46,16.74,45.26,7.02,18.98,2.16,5.84,0.54,1.46
771,138601.0,0.88,3.12,12.98,46.02,5.94,21.06,1.1,3.9,0.88,3.12
772,147368.0,,,,,,,,,,
773,161850.0,2.22,3.78,19.24,32.76,7.77,13.23,5.55,9.45,2.22,3.78
774,58088.0,,,,,,,,,,
775,130787.0,2.85,2.15,31.35,23.65,11.4,8.6,9.12,6.88,1.71,1.29
776,36727.0,,,,,,,,,,
777,34322.0,,,,,,,,,,
778,10852.0,,,,,,,,,,
779,16846.0,,,,,,,,,,
780,92877.0,,,,,,,,,,
781,60789.0,,,,,,,,,,
782,75882.0,,,,,,,,,,
783,165830.0,,,,,,,,,,
784,169650.0,,,,,,,,,,
785,41613.0,,,,,,,,,,
786,73799.0,,,,,,,,,,
787,137887.0,,,,,,,,,,
788,60484.0,,,,,,,,,,
789,17416.0,,,,,,,,,,
790,29354.0,,,,,,,,,,
791,38281.0,,,,,,,,,,
792,175470.0,,,,,,,,,,
793,199878.0,,,,,,,,,,
794,10245.0,,,,,,,,,,
795,168244.0,,,,,,,,,,
796,201339.0,,,,,,,,,,
797,178454.0,,,,,,,,,,
798,100205.0,0.57,0.43,25.08,18.92,18.24,13.76,7.41,5.59,5.13,3.87
799,170794.0,,,,,,,,,,
800,158664.0,,,,,,,,,,
801,152628.0,,,,,,,,,,
802,174933.0,,,,,,,,,,
803,16516.0,,,,,,,,,,
804,112014.0,,,,,,,,,,
805,123613.0,,,,,,,,,,
806,127378.0,0.0,0.0,1.98,7.02,13.2,46.8,6.16,21.84,0.22,0.78
807,164946.0,,,,,,,,,,
808,157532.0,,,,,,,,,,
809,181927.0,,,,,,,,,,
810,146231.0,,,,,,,,,,
811,164277.0,,,,,,,,,,
812,158092.0,,,,,,,,,,
813,152692.0,,,,,,,,,,
814,47494.0,,,,,,,,,,
815,144130.0,0.0,0.0,11.07,29.93,8.64,23.36,5.4,14.6,1.89,5.11
816,154273.0,0.0,0.0,16.72,2.28,44.0,6.0,16.72,2.28,10.56,1.44
817,117400.0,,,,,,,,,,
818,176596.0,,,,,,,,,,
819,171483.0,,,,,,,,,,
820,85579.0,2.25,2.75,20.25,24.75,11.25,13.75,8.55,10.45,2.25,2.75
821,74689.0,,,,,,,,,,
822,175092.0,,,,,,,,,,
823,116233.0,1.71,1.29,29.64,22.36,11.97,9.03,9.69,7.31,3.99,3.01
824,175111.0,,,,,,,,,,
825,184215.0,,,,,,,,,,
826,190718.0,,,,,,,,,,
827,28581.0,,,,,,,,,,
828,174919.0,,,,,,,,,,
829,12780.0,,,,,,,,,,
830,167389.0,,,,,,,,,,
831,37838.0,,,,,,,,,,
832,88225.0,,,,,,,,,,
833,194372.0,,,,,,,,,,
834,194871.0,,,,,,,,,,
835,162854.0,0.29,0.71,11.89,29.11,9.86,24.14,2.9,7.1,4.06,9.94
836,173828.0,,,,,,,,,,
837,166463.0,0.0,0.0,17.0,4.25,17.0,4.25,67.0,16.75,0.0,0.0
838,168010.0,,,,,,,,,,
839,206029.0,,,,,,,,,,
840,180335.0,,,,,,,,,,
841,173213.0,,,,,,,,,,
842,170798.0,,,,,,,,,,
843,163832.0,0.0,0.0,9.5,28.5,9.5,28.5,3.5,10.5,2.5,7.5
844,162963.0,,,,,,,,,,
845,44911.0,0.82,1.18,21.73,31.27,11.89,17.11,4.51,6.49,1.64,2.36
846,168746.0,,,,,,,,,,
847,178458.0,,,,,,,,,,
848,140647.0,8.1,6.9,36.72,31.28,5.4,4.6,2.7,2.3,1.62,1.38
849,171485.0,,,,,,,,,,
850,171536.0,,,,,,,,,,
851,153651.0,1.04,0.96,20.28,18.72,15.08,13.92,12.48,11.52,3.12,2.88
852,171493.0,,,,,,,,,,
853,174342.0,,,,,,,,,,
854,30056.0,,,,,,,,,,
855,26821.0,,,,,,,,,,
856,174343.0,,,,,,,,,,
857,164918.0,,,,,,,,,,
858,47429.0,,,,,,,,,,
859,164719.0,0.96,2.04,17.92,38.08,10.56,22.44,1.6,3.4,0.64,1.36
860,15919.0,,,,,,,,,,
861,157340.0,,,,,,,,,,
862,152694.0,1.23,1.77,20.91,30.09,13.94,20.06,2.46,3.54,2.05,2.95
863,172841.0,,,,,,,,,,
864,172844.0,,,,,,,,,,
865,152646.0,0.0,0.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
866,10651.0,,,,,,,,,,
867,58538.0,,,,,,,,,,
868,16494.0,,,,,,,,,,
869,167733.0,,,,,,,,,,
870,10469.0,,,,,,,,,,
871,146415.0,,,,,,,,,,
872,172833.0,,,,,,,,,,
873,155420.0,,,,,,,,,,
874,129098.0,,,,,,,,,,
875,163824.0,0.0,0.0,0.0,0.0,100.0,26.0,0.0,0.0,0.0,0.0
876,158861.0,,,,,,,,,,
877,172824.0,,,,,,,,,,
878,144944.0,2.36,1.64,44.84,31.16,7.67,5.33,2.36,1.64,1.18,0.82
879,178452.0,,,,,,,,,,
880,156565.0,11.39,5.61,44.89,22.11,0.0,0.0,11.39,5.61,0.0,0.0
881,187981.0,,,,,,,,,,
882,188909.0,1.77,1.23,20.06,13.94,18.29,12.71,13.57,9.43,5.9,4.1
883,154236.0,,,,,,,,,,
884,143409.0,0.0,0.0,15.68,33.32,11.52,24.48,2.88,6.12,1.92,4.08
885,98901.0,,,,,,,,,,
886,167743.0,,,,,,,,,,
887,124227.0,,,,,,,,,,
888,154206.0,0.0,0.0,15.37,37.63,10.15,24.85,2.9,7.1,0.58,1.42
889,134811.0,,,,,,,,,,
890,153964.0,13.86,7.14,36.96,19.04,5.94,3.06,7.26,3.74,1.98,1.02
891,144379.0,0.93,2.07,14.57,32.43,8.06,17.94,4.34,9.66,3.1,6.9
892,127374.0,1.28,0.72,30.72,17.28,19.2,10.8,10.24,5.76,2.56,1.44
893,172475.0,,,,,,,,,,
894,169651.0,,,,,,,,,,
895,158854.0,,,,,,,,,,
896,65722.0,,,,,,,,,,
897,167311.0,,,,,,,,,,
898,137890.0,2.16,1.84,30.24,25.76,13.5,11.5,5.94,5.06,1.62,1.38
899,156461.0,,,,,,,,,,
900,172074.0,,,,,,,,,,
901,155256.0,0.6,0.4,33.0,22.0,17.4,11.6,7.2,4.8,1.8,1.2
902,181949.0,,,,,,,,,,
903,167061.0,,,,,,,,,,
904,158632.0,,,,,,,,,,
905,163813.0,,,,,,,,,,
906,168551.0,0.0,0.0,16.83,34.17,13.53,27.47,1.98,4.02,0.66,1.34
907,168931.0,,,,,,,,,,
908,159798.0,,,,,,,,,,
909,151746.0,,,,,,,,,,
910,171512.0,,,,,,,,,,
911,159156.0,,,,,,,,,,
912,157178.0,6.72,5.28,38.64,30.36,6.72,5.28,2.8,2.2,1.12,0.88
913,182578.0,0.56,0.44,19.6,15.4,18.48,14.52,12.88,10.12,3.92,3.08
914,152243.0,,,,,,,,,,
915,171037.0,,,,,,,,,,
916,194471.0,,,,,,,,,,
917,164939.0,,,,,,,,,,
918,124025.0,2.55,2.45,32.64,31.36,10.2,9.8,4.59,4.41,1.53,1.47
919,125802.0,1.23,1.77,23.37,33.63,11.07,15.93,3.69,5.31,1.64,2.36
920,144272.0,,,,,,,,,,
921,129406.0,2.16,3.84,19.44,34.56,7.2,12.8,5.4,9.6,1.8,3.2
922,144943.0,2.4,2.6,29.28,31.72,9.12,9.88,5.28,5.72,1.92,2.08
923,160115.0,,,,,,,,,,
924,40133.0,,,,,,,,,,
925,149122.0,,,,,,,,,,
926,144958.0,0.0,0.0,14.11,2.89,27.39,5.61,0.0,0.0,41.5,8.5
927,124205.0,0.0,0.0,0.0,0.0,12.5,12.5,25.0,25.0,12.5,12.5
928,158886.0,,,,,,,,,,
929,119966.0,1.72,2.28,20.21,26.79,11.18,14.82,6.45,8.55,3.01,3.99
930,45921.0,,,,,,,,,,
931,97693.0,,,,,,,,,,
932,129051.0,2.55,2.45,30.09,28.91,10.71,10.29,5.1,4.9,2.04,1.96
933,144188.0,0.0,0.0,100.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
934,106522.0,3.51,5.49,19.5,30.5,8.19,12.81,7.02,10.98,0.78,1.22
935,140226.0,,,,,,,,,,
936,107374.0,2.15,2.85,22.36,29.64,11.61,15.39,5.16,6.84,2.15,2.85
937,149027.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.0,0.0,0.0
938,124041.0,1.5,1.5,29.0,29.0,12.5,12.5,5.5,5.5,2.0,2.0
939,142242.0,2.25,2.75,32.85,40.15,6.75,8.25,2.25,2.75,1.35,1.65
940,115366.0,1.36,2.64,20.06,38.94,8.16,15.84,3.06,5.94,1.7,3.3
941,71705.0,,,,,,,,,,
942,127397.0,0.61,0.39,25.01,15.99,17.69,11.31,15.25,9.75,2.44,1.56
943,103760.0,0.52,0.48,25.48,23.52,15.08,13.92,7.8,7.2,2.6,2.4
944,132627.0,0.64,1.36,5.12,10.88,15.36,32.64,10.24,21.76,0.64,1.36
945,151751.0,0.0,0.0,22.88,21.12,22.88,21.12,5.72,5.28,0.0,0.0
946,147035.0,,,,,,,,,,
947,160116.0,,,,,,,,,,
948,167577.0,,,,,,,,,,
949,154252.0,,,,,,,,,,
950,156561.0,,,,,,,,,,
951,121052.0,0.23,0.77,1.38,4.62,14.49,48.51,6.9,23.1,0.23,0.77
952,140064.0,0.0,0.0,25.0,25.0,16.5,16.5,8.5,8.5,0.0,0.0
953,165791.0,0.0,0.0,12.5,37.5,12.5,37.5,0.0,0.0,0.0,0.0
954,172774.0,,,,,,,,,,
955,158697.0,,,,,,,,,,
956,125448.0,,,,,,,,,,
957,143431.0,,,,,,,,,,
958,167650.0,,,,,,,,,,
959,73583.0,,,,,,,,,,
960,89745.0,,,,,,,,,,
961,33536.0,,,,,,,,,,
962,51172.0,,,,,,,,,,
963,83404.0,,,,,,,,,,
964,150198.0,5.4,4.6,29.7,25.3,8.64,7.36,8.64,7.36,1.62,1.38
965,165762.0,,,,,,,,,,
966,166524.0,,,,,,,,,,
