PID,성별,연령,직업,ott 주중 이용시간대,ott 주말 이용시간대
80802,여,28,주부,15:00~17:59,21:00~23:59
80901,여,57,주부,15:00~17:59,12:00~14:59
80902,남,33,생산직,21:00~23:59,15:00~17:59
81001,남,46,생산직,15:00~17:59,12:00~14:59
81201,남,51,서비스/판매직,21:00~23:59,12:00~14:59
81301,여,58,주부,15:00~17:59,이용하지 않음
81401,여,36,주부,21:00~23:59,21:00~23:59
81501,남,37,사무직,21:00~23:59,15:00~17:59
81601,여,33,주부,15:00~17:59,12:00~14:59
81701,여,34,사무직,21:00~23:59,15:00~17:59
81901,남,18,학생,18:00~20:59,12:00~14:59
82001,여,48,주부,15:00~17:59,21:00~23:59
82002,남,51,생산직,18:00~20:59,12:00~14:59
82101,남,75,무직,15:00~17:59,이용하지 않음
82102,여,70,주부,15:00~17:59,이용하지 않음
82201,남,79,무직,15:00~17:59,이용하지 않음
82203,여,48,기타,15:00~17:59,12:00~14:59
82301,여,54,주부,21:00~23:59,24:00~5:59
82302,남,27,사무직,18:00~20:59,21:00~23:59
82303,남,56,사무직,15:00~17:59,이용하지 않음
82401,여,42,사무직,21:00~23:59,15:00~17:59
82402,여,18,학생,21:00~23:59,18:00~20:59
82502,여,38,무직,21:00~23:59,21:00~23:59
82503,여,64,주부,15:00~17:59,15:00~17:59
82601,여,73,주부,9:00~11:59,15:00~17:59
82602,남,39,학생,6:00~8:59,6:00~8:59
82701,여,42,서비스/판매직,21:00~23:59,21:00~23:59
82901,남,77,무직,18:00~20:59,12:00~14:59
84101,여,65,주부,15:00~17:59,이용하지 않음
84102,남,67,무직,12:00~14:59,12:00~14:59
84201,여,57,주부,15:00~17:59,15:00~17:59
84202,남,62,무직,15:00~17:59,15:00~17:59
84302,남,44,사무직,12:00~14:59,21:00~23:59
84401,여,57,주부,12:00~14:59,이용하지 않음
84402,남,26,학생,15:00~17:59,15:00~17:59
84501,여,52,서비스/판매직,18:00~20:59,18:00~20:59
84701,남,40,사무직,18:00~20:59,15:00~17:59
84801,남,29,사무직,21:00~23:59,21:00~23:59
84901,남,23,학생,15:00~17:59,12:00~14:59
85001,여,63,주부,15:00~17:59,이용하지 않음
85101,여,51,주부,12:00~14:59,15:00~17:59
85401,여,39,사무직,12:00~14:59,이용하지 않음
85402,남,40,사무직,18:00~20:59,15:00~17:59
85601,남,61,서비스/판매직,이용하지 않음,12:00~14:59
85701,남,64,무직,9:00~11:59,12:00~14:59
85702,여,32,사무직,21:00~23:59,24:00~5:59
85801,남,57,무직,15:00~17:59,15:00~17:59
85802,여,57,사무직,18:00~20:59,18:00~20:59
85901,여,32,주부,15:00~17:59,15:00~17:59
85902,여,56,주부,12:00~14:59,15:00~17:59
86001,남,59,무직,15:00~17:59,이용하지 않음
86101,남,21,학생,18:00~20:59,18:00~20:59
86102,여,50,주부,15:00~17:59,9:00~11:59
86201,여,60,주부,9:00~11:59,이용하지 않음
86202,남,65,무직,15:00~17:59,이용하지 않음
86301,여,59,서비스/판매직,18:00~20:59,12:00~14:59
86302,남,61,서비스/판매직,12:00~14:59,15:00~17:59
86402,여,61,생산직,18:00~20:59,18:00~20:59
86501,남,32,무직,18:00~20:59,18:00~20:59
86601,여,44,주부,21:00~23:59,21:00~23:59
86602,남,16,학생,21:00~23:59,15:00~17:59
86901,남,67,서비스/판매직,이용하지 않음,12:00~14:59
86903,남,43,서비스/판매직,이용하지 않음,9:00~11:59
87201,남,47,생산직,21:00~23:59,이용하지 않음
87202,여,45,생산직,이용하지 않음,15:00~17:59
87302,여,60,서비스/판매직,이용하지 않음,9:00~11:59
87501,남,62,생산직,18:00~20:59,18:00~20:59
87502,여,62,생산직,12:00~14:59,12:00~14:59
87601,여,57,주부,12:00~14:59,12:00~14:59
87901,남,59,생산직,12:00~14:59,15:00~17:59
87902,여,57,주부,15:00~17:59,15:00~17:59
88001,남,62,생산직,12:00~14:59,21:00~23:59
88301,여,63,생산직,12:00~14:59,9:00~11:59
88601,남,64,생산직,9:00~11:59,15:00~17:59
88602,여,57,주부,15:00~17:59,15:00~17:59
88701,남,62,무직,21:00~23:59,12:00~14:59
88702,여,62,주부,12:00~14:59,12:00~14:59
88901,남,58,사무직,21:00~23:59,이용하지 않음
88902,여,54,서비스/판매직,12:00~14:59,이용하지 않음
89001,여,47,사무직,21:00~23:59,15:00~17:59
89002,남,48,사무직,15:00~17:59,21:00~23:59
89101,여,36,주부,21:00~23:59,15:00~17:59
89201,여,39,주부,15:00~17:59,15:00~17:59
89301,여,44,주부,18:00~20:59,21:00~23:59
89401,여,61,주부,12:00~14:59,15:00~17:59
89501,여,65,주부,12:00~14:59,15:00~17:59
89701,여,60,주부,12:00~14:59,12:00~14:59
89801,여,47,주부,15:00~17:59,15:00~17:59
90001,여,62,무직,15:00~17:59,12:00~14:59
90301,남,60,서비스/판매직,18:00~20:59,9:00~11:59
90302,여,43,사무직,21:00~23:59,9:00~11:59
90401,남,53,서비스/판매직,12:00~14:59,18:00~20:59
90501,여,44,사무직,12:00~14:59,12:00~14:59
91401,여,52,주부,15:00~17:59,18:00~20:59
91501,여,20,학생,15:00~17:59,15:00~17:59
91701,여,22,서비스/판매직,21:00~23:59,18:00~20:59
91801,여,47,사무직,12:00~14:59,15:00~17:59
91901,여,50,서비스/판매직,21:00~23:59,18:00~20:59
92202,남,67,무직,18:00~20:59,18:00~20:59
92301,여,27,서비스/판매직,18:00~20:59,12:00~14:59
92401,여,40,서비스/판매직,21:00~23:59,21:00~23:59
92601,남,47,무직,21:00~23:59,21:00~23:59
92701,여,34,주부,12:00~14:59,이용하지 않음
92901,여,66,주부,9:00~11:59,9:00~11:59
92902,남,69,생산직,12:00~14:59,12:00~14:59
93001,여,32,사무직,18:00~20:59,이용하지 않음
93002,남,36,사무직,18:00~20:59,이용하지 않음
93201,남,36,생산직,18:00~20:59,18:00~20:59
93202,여,36,서비스/판매직,21:00~23:59,이용하지 않음
93301,여,47,주부,15:00~17:59,이용하지 않음
93302,여,23,무직,21:00~23:59,21:00~23:59
93401,남,55,서비스/판매직,12:00~14:59,12:00~14:59
93402,여,53,서비스/판매직,12:00~14:59,12:00~14:59
93403,남,18,학생,21:00~23:59,21:00~23:59
93801,여,56,주부,15:00~17:59,15:00~17:59
93901,남,44,사무직,이용하지 않음,12:00~14:59
93902,여,34,주부,15:00~17:59,15:00~17:59
94002,남,56,생산직,21:00~23:59,15:00~17:59
94101,여,53,주부,9:00~11:59,9:00~11:59
94301,남,50,서비스/판매직,21:00~23:59,15:00~17:59
94401,여,48,주부,15:00~17:59,15:00~17:59
94501,여,36,주부,15:00~17:59,15:00~17:59
94601,남,64,무직,15:00~17:59,15:00~17:59
94701,여,74,무직,9:00~11:59,9:00~11:59
94801,남,58,생산직,이용하지 않음,15:00~17:59
94802,여,54,서비스/판매직,이용하지 않음,15:00~17:59
94901,여,43,서비스/판매직,9:00~11:59,9:00~11:59
94902,남,49,서비스/판매직,21:00~23:59,21:00~23:59
95201,여,59,주부,15:00~17:59,15:00~17:59
95202,남,63,생산직,21:00~23:59,15:00~17:59
95401,여,46,사무직,21:00~23:59,21:00~23:59
95403,여,15,학생,21:00~23:59,21:00~23:59
95501,남,65,무직,이용하지 않음,21:00~23:59
95602,남,68,무직,15:00~17:59,15:00~17:59
95701,남,68,무직,15:00~17:59,15:00~17:59
96002,남,45,서비스/판매직,12:00~14:59,12:00~14:59
96801,여,60,서비스/판매직,15:00~17:59,15:00~17:59
96901,남,57,서비스/판매직,15:00~17:59,15:00~17:59
97101,여,53,서비스/판매직,15:00~17:59,15:00~17:59
97201,여,43,주부,15:00~17:59,15:00~17:59
97301,여,54,생산직,15:00~17:59,15:00~17:59
97401,남,51,사무직,18:00~20:59,18:00~20:59
97601,여,53,생산직,18:00~20:59,18:00~20:59
97602,남,57,생산직,6:00~8:59,18:00~20:59
97603,남,15,학생,18:00~20:59,15:00~17:59
97604,여,17,학생,24:00~5:59,21:00~23:59
97701,여,50,주부,15:00~17:59,15:00~17:59
97702,여,21,사무직,21:00~23:59,12:00~14:59
97801,여,68,주부,15:00~17:59,18:00~20:59
97901,여,59,서비스/판매직,15:00~17:59,15:00~17:59
98001,여,38,주부,15:00~17:59,9:00~11:59
98101,여,56,사무직,18:00~20:59,15:00~17:59
98102,남,58,사무직,21:00~23:59,18:00~20:59
98201,여,51,서비스/판매직,18:00~20:59,15:00~17:59
98202,남,52,사무직,18:00~20:59,15:00~17:59
98301,여,43,주부,15:00~17:59,이용하지 않음
98302,남,47,생산직,18:00~20:59,15:00~17:59
98401,여,35,주부,18:00~20:59,18:00~20:59
98402,남,39,생산직,21:00~23:59,18:00~20:59
98501,남,45,생산직,21:00~23:59,21:00~23:59
98601,여,68,생산직,18:00~20:59,18:00~20:59
98602,남,18,학생,21:00~23:59,21:00~23:59
98701,여,54,서비스/판매직,18:00~20:59,18:00~20:59
98702,여,31,사무직,21:00~23:59,21:00~23:59
98802,여,73,주부,9:00~11:59,9:00~11:59
99002,남,72,무직,9:00~11:59,9:00~11:59
99101,남,45,생산직,21:00~23:59,15:00~17:59
99801,여,77,주부,9:00~11:59,9:00~11:59
99901,남,44,사무직,21:00~23:59,15:00~17:59
100001,여,59,서비스/판매직,12:00~14:59,12:00~14:59
100101,남,65,무직,12:00~14:59,12:00~14:59
100201,여,83,주부,9:00~11:59,9:00~11:59
100701,여,58,서비스/판매직,12:00~14:59,이용하지 않음
100902,남,73,생산직,9:00~11:59,이용하지 않음
101101,남,70,무직,15:00~17:59,12:00~14:59
101201,남,69,사무직,12:00~14:59,12:00~14:59
101301,남,57,생산직,21:00~23:59,15:00~17:59
101302,여,56,주부,15:00~17:59,9:00~11:59
101401,여,46,주부,15:00~17:59,12:00~14:59
101402,남,47,사무직,15:00~17:59,12:00~14:59
101501,남,65,무직,15:00~17:59,12:00~14:59
101502,여,61,사무직,15:00~17:59,12:00~14:59
101601,남,38,사무직,18:00~20:59,이용하지 않음
101602,여,34,사무직,21:00~23:59,12:00~14:59
101701,남,61,무직,15:00~17:59,15:00~17:59
101702,여,62,주부,15:00~17:59,12:00~14:59
101801,남,57,생산직,15:00~17:59,12:00~14:59
101802,여,54,주부,15:00~17:59,12:00~14:59
101901,남,59,무직,15:00~17:59,12:00~14:59
102001,남,67,무직,15:00~17:59,15:00~17:59
102102,여,71,생산직,9:00~11:59,9:00~11:59
102202,여,18,학생,12:00~14:59,9:00~11:59
102301,여,52,생산직,12:00~14:59,12:00~14:59
102302,남,56,생산직,12:00~14:59,12:00~14:59
102401,남,68,생산직,12:00~14:59,9:00~11:59
102402,여,60,생산직,15:00~17:59,15:00~17:59
102801,여,33,사무직,21:00~23:59,9:00~11:59
103001,남,43,생산직,21:00~23:59,18:00~20:59
103101,여,37,주부,9:00~11:59,15:00~17:59
103201,여,46,서비스/판매직,12:00~14:59,9:00~11:59
103501,여,60,생산직,12:00~14:59,12:00~14:59
103701,여,58,생산직,12:00~14:59,12:00~14:59
103702,남,59,생산직,12:00~14:59,18:00~20:59
103801,여,52,사무직,12:00~14:59,9:00~11:59
104101,여,34,사무직,12:00~14:59,12:00~14:59
104102,남,36,사무직,12:00~14:59,9:00~11:59
104201,여,49,주부,9:00~11:59,9:00~11:59
104202,남,50,사무직,12:00~14:59,9:00~11:59
104302,남,56,사무직,9:00~11:59,9:00~11:59
104401,여,43,주부,12:00~14:59,9:00~11:59
104402,남,14,학생,18:00~20:59,18:00~20:59
104801,남,48,생산직,12:00~14:59,9:00~11:59
104802,여,43,사무직,12:00~14:59,15:00~17:59
104901,여,41,서비스/판매직,12:00~14:59,15:00~17:59
105001,남,29,생산직,18:00~20:59,15:00~17:59
105002,여,30,생산직,15:00~17:59,18:00~20:59
105101,남,35,사무직,21:00~23:59,15:00~17:59
105102,여,31,사무직,이용하지 않음,15:00~17:59
105301,여,31,사무직,21:00~23:59,12:00~14:59
105401,여,19,학생,21:00~23:59,12:00~14:59
105601,남,30,서비스/판매직,이용하지 않음,15:00~17:59
105701,남,55,무직,15:00~17:59,이용하지 않음
105801,남,37,사무직,18:00~20:59,12:00~14:59
106001,여,51,서비스/판매직,12:00~14:59,12:00~14:59
106401,여,44,사무직,12:00~14:59,이용하지 않음
106501,여,27,주부,15:00~17:59,15:00~17:59
106601,여,62,서비스/판매직,12:00~14:59,이용하지 않음
106701,여,56,주부,15:00~17:59,15:00~17:59
107102,남,73,서비스/판매직,12:00~14:59,12:00~14:59
107201,여,39,주부,12:00~14:59,15:00~17:59
107202,남,43,사무직,이용하지 않음,21:00~23:59
107401,여,41,주부,12:00~14:59,15:00~17:59
107402,남,39,사무직,15:00~17:59,21:00~23:59
107501,여,45,주부,15:00~17:59,18:00~20:59
107502,남,18,학생,18:00~20:59,15:00~17:59
107601,여,41,주부,12:00~14:59,18:00~20:59
107602,남,43,사무직,18:00~20:59,12:00~14:59
107603,여,13,학생,21:00~23:59,18:00~20:59
107701,남,36,사무직,15:00~17:59,9:00~11:59
107702,여,32,서비스/판매직,15:00~17:59,12:00~14:59
107901,남,62,생산직,12:00~14:59,15:00~17:59
107902,여,60,생산직,21:00~23:59,15:00~17:59
108101,여,47,사무직,21:00~23:59,21:00~23:59
108201,남,67,서비스/판매직,12:00~14:59,15:00~17:59
108301,남,28,사무직,21:00~23:59,15:00~17:59
108302,여,27,사무직,21:00~23:59,15:00~17:59
108401,여,25,사무직,24:00~5:59,이용하지 않음
108402,남,31,사무직,21:00~23:59,15:00~17:59
108501,여,34,무직,9:00~11:59,21:00~23:59
108502,남,34,사무직,21:00~23:59,15:00~17:59
108601,여,62,주부,15:00~17:59,15:00~17:59
108602,남,61,무직,12:00~14:59,15:00~17:59
108701,여,44,주부,9:00~11:59,9:00~11:59
108702,남,45,사무직,6:00~8:59,21:00~23:59
108901,여,46,주부,9:00~11:59,21:00~23:59
109001,여,41,서비스/판매직,12:00~14:59,15:00~17:59
109101,남,43,생산직,12:00~14:59,21:00~23:59
109201,남,41,생산직,15:00~17:59,18:00~20:59
109501,여,41,주부,15:00~17:59,15:00~17:59
109502,남,13,학생,21:00~23:59,21:00~23:59
109601,남,57,생산직,12:00~14:59,12:00~14:59
109702,여,59,주부,15:00~17:59,15:00~17:59
109801,남,55,서비스/판매직,12:00~14:59,15:00~17:59
109802,여,49,사무직,12:00~14:59,12:00~14:59
109901,여,81,주부,9:00~11:59,9:00~11:59
110001,여,38,주부,9:00~11:59,9:00~11:59
110002,남,42,사무직,18:00~20:59,18:00~20:59
110101,남,79,무직,15:00~17:59,15:00~17:59
110201,여,40,주부,12:00~14:59,12:00~14:59
110202,남,39,사무직,12:00~14:59,12:00~14:59
110301,남,65,무직,15:00~17:59,15:00~17:59
110401,여,60,무직,15:00~17:59,15:00~17:59
110501,남,55,생산직,12:00~14:59,15:00~17:59
110502,남,24,생산직,21:00~23:59,15:00~17:59
110601,여,42,서비스/판매직,21:00~23:59,21:00~23:59
110602,여,15,학생,18:00~20:59,18:00~20:59
110701,여,40,주부,18:00~20:59,18:00~20:59
110702,남,40,생산직,18:00~20:59,18:00~20:59
110801,여,45,주부,18:00~20:59,21:00~23:59
110802,남,13,학생,21:00~23:59,21:00~23:59
110901,여,59,주부,9:00~11:59,9:00~11:59
111101,여,52,주부,18:00~20:59,18:00~20:59
111201,남,68,무직,9:00~11:59,9:00~11:59
111401,여,62,생산직,18:00~20:59,18:00~20:59
111502,여,37,무직,21:00~23:59,21:00~23:59
111601,여,60,서비스/판매직,21:00~23:59,12:00~14:59
111602,남,55,무직,18:00~20:59,18:00~20:59
111701,남,57,생산직,18:00~20:59,18:00~20:59
111702,남,19,학생,21:00~23:59,21:00~23:59
111801,여,63,주부,18:00~20:59,18:00~20:59
111802,남,68,무직,18:00~20:59,18:00~20:59
112002,남,19,학생,이용하지 않음,18:00~20:59
112101,남,71,무직,9:00~11:59,9:00~11:59
112201,남,43,생산직,21:00~23:59,21:00~23:59
112202,여,38,주부,15:00~17:59,15:00~17:59
112301,남,61,사무직,18:00~20:59,15:00~17:59
112501,남,75,생산직,15:00~17:59,15:00~17:59
112502,여,63,생산직,15:00~17:59,15:00~17:59
112702,여,45,무직,12:00~14:59,18:00~20:59
113001,남,47,생산직,21:00~23:59,21:00~23:59
115302,여,26,생산직,12:00~14:59,12:00~14:59
115502,남,25,학생,24:00~5:59,24:00~5:59
115701,여,22,학생,21:00~23:59,18:00~20:59
115901,남,20,학생,12:00~14:59,12:00~14:59
116101,남,24,학생,18:00~20:59,18:00~20:59
116201,남,28,사무직,18:00~20:59,12:00~14:59
116402,여,20,생산직,18:00~20:59,18:00~20:59
116501,남,34,생산직,이용하지 않음,18:00~20:59
116502,여,32,사무직,이용하지 않음,18:00~20:59
116601,남,38,사무직,21:00~23:59,21:00~23:59
116802,남,47,사무직,이용하지 않음,21:00~23:59
116902,여,60,주부,이용하지 않음,21:00~23:59
118101,남,20,학생,21:00~23:59,12:00~14:59
118301,남,22,학생,21:00~23:59,21:00~23:59
118401,남,26,학생,24:00~5:59,18:00~20:59
118501,여,22,학생,18:00~20:59,18:00~20:59
118801,남,21,학생,21:00~23:59,21:00~23:59
119001,여,54,주부,21:00~23:59,21:00~23:59
120101,남,38,사무직,15:00~17:59,18:00~20:59
120102,여,24,주부,15:00~17:59,15:00~17:59
120601,여,31,생산직,15:00~17:59,15:00~17:59
120901,남,23,서비스/판매직,18:00~20:59,18:00~20:59
120902,여,19,학생,18:00~20:59,18:00~20:59
121101,여,65,서비스/판매직,15:00~17:59,이용하지 않음
121301,여,77,생산직,9:00~11:59,9:00~11:59
121401,여,38,사무직,15:00~17:59,15:00~17:59
121501,여,51,무직,24:00~5:59,24:00~5:59
121601,여,37,사무직,24:00~5:59,24:00~5:59
121701,여,58,서비스/판매직,15:00~17:59,15:00~17:59
122001,여,38,주부,18:00~20:59,18:00~20:59
122401,남,74,무직,18:00~20:59,18:00~20:59
122801,여,25,서비스/판매직,12:00~14:59,12:00~14:59
122901,여,61,서비스/판매직,24:00~5:59,24:00~5:59
123001,남,62,사무직,15:00~17:59,15:00~17:59
123002,여,61,사무직,18:00~20:59,18:00~20:59
123201,여,55,사무직,24:00~5:59,24:00~5:59
123202,여,28,사무직,21:00~23:59,18:00~20:59
123302,남,41,무직,15:00~17:59,이용하지 않음
123802,남,53,사무직,24:00~5:59,24:00~5:59
123803,여,29,서비스/판매직,24:00~5:59,24:00~5:59
123901,남,43,무직,15:00~17:59,15:00~17:59
124101,여,35,서비스/판매직,21:00~23:59,이용하지 않음
124301,남,59,무직,15:00~17:59,15:00~17:59
124401,남,25,학생,21:00~23:59,21:00~23:59
124501,여,16,학생,21:00~23:59,15:00~17:59
124502,여,24,서비스/판매직,21:00~23:59,21:00~23:59
124601,여,44,서비스/판매직,21:00~23:59,이용하지 않음
124602,여,44,서비스/판매직,24:00~5:59,18:00~20:59
124701,남,59,무직,9:00~11:59,9:00~11:59
124801,여,46,무직,15:00~17:59,15:00~17:59
124802,남,22,무직,12:00~14:59,15:00~17:59
124803,남,23,무직,21:00~23:59,18:00~20:59
125001,여,59,주부,12:00~14:59,12:00~14:59
125101,남,26,무직,12:00~14:59,24:00~5:59
125201,여,55,주부,9:00~11:59,이용하지 않음
125301,여,22,무직,21:00~23:59,21:00~23:59
125401,여,40,서비스/판매직,18:00~20:59,18:00~20:59
125501,남,25,무직,21:00~23:59,21:00~23:59
125601,여,22,사무직,24:00~5:59,15:00~17:59
125701,남,36,사무직,21:00~23:59,18:00~20:59
125702,여,34,주부,24:00~5:59,24:00~5:59
125801,여,39,주부,18:00~20:59,18:00~20:59
125802,남,49,사무직,18:00~20:59,18:00~20:59
125901,남,50,생산직,21:00~23:59,21:00~23:59
126001,남,47,사무직,21:00~23:59,12:00~14:59
126002,여,43,서비스/판매직,18:00~20:59,이용하지 않음
126201,남,30,사무직,21:00~23:59,21:00~23:59
126202,여,56,주부,12:00~14:59,21:00~23:59
126301,남,51,생산직,12:00~14:59,15:00~17:59
126401,여,45,주부,15:00~17:59,15:00~17:59
126501,남,54,서비스/판매직,12:00~14:59,12:00~14:59
126502,여,50,서비스/판매직,15:00~17:59,15:00~17:59
126503,남,22,학생,21:00~23:59,12:00~14:59
126601,여,54,주부,15:00~17:59,15:00~17:59
126602,남,58,사무직,12:00~14:59,12:00~14:59
126603,남,25,학생,12:00~14:59,12:00~14:59
126701,남,57,서비스/판매직,12:00~14:59,12:00~14:59
126702,여,55,서비스/판매직,12:00~14:59,12:00~14:59
126703,남,26,무직,21:00~23:59,21:00~23:59
127401,남,56,생산직,18:00~20:59,18:00~20:59
127501,남,46,서비스/판매직,18:00~20:59,18:00~20:59
127503,여,48,서비스/판매직,18:00~20:59,18:00~20:59
127702,남,42,생산직,18:00~20:59,18:00~20:59
127703,여,29,주부,18:00~20:59,18:00~20:59
127802,여,57,생산직,18:00~20:59,18:00~20:59
127803,여,32,무직,18:00~20:59,18:00~20:59
127901,남,69,무직,15:00~17:59,15:00~17:59
128001,남,68,생산직,18:00~20:59,18:00~20:59
128302,남,65,생산직,18:00~20:59,18:00~20:59
128501,여,71,주부,12:00~14:59,12:00~14:59
128701,여,48,사무직,21:00~23:59,이용하지 않음
128702,남,22,학생,12:00~14:59,15:00~17:59
128801,남,47,생산직,21:00~23:59,12:00~14:59
128802,여,46,서비스/판매직,9:00~11:59,12:00~14:59
128901,여,59,주부,18:00~20:59,이용하지 않음
128902,남,62,생산직,18:00~20:59,15:00~17:59
129101,여,51,서비스/판매직,6:00~8:59,18:00~20:59
129102,남,56,생산직,18:00~20:59,18:00~20:59
129201,여,46,주부,15:00~17:59,15:00~17:59
129202,남,48,사무직,18:00~20:59,15:00~17:59
129203,남,20,학생,24:00~5:59,15:00~17:59
129204,여,18,학생,15:00~17:59,15:00~17:59
129301,여,53,서비스/판매직,15:00~17:59,21:00~23:59
129401,여,43,서비스/판매직,15:00~17:59,15:00~17:59
129501,여,59,생산직,21:00~23:59,21:00~23:59
130401,여,45,주부,15:00~17:59,이용하지 않음
130402,남,46,생산직,12:00~14:59,15:00~17:59
130501,남,54,무직,12:00~14:59,12:00~14:59
130502,남,51,생산직,15:00~17:59,15:00~17:59
130701,남,59,생산직,12:00~14:59,12:00~14:59
130702,여,57,생산직,21:00~23:59,21:00~23:59
130802,여,55,주부,9:00~11:59,15:00~17:59
130803,남,34,생산직,21:00~23:59,21:00~23:59
130804,여,34,생산직,15:00~17:59,15:00~17:59
131601,남,52,서비스/판매직,15:00~17:59,15:00~17:59
132102,여,61,주부,15:00~17:59,15:00~17:59
132301,남,65,생산직,21:00~23:59,21:00~23:59
132302,여,60,생산직,12:00~14:59,12:00~14:59
132501,남,76,생산직,21:00~23:59,21:00~23:59
132502,여,73,생산직,9:00~11:59,12:00~14:59
132801,여,52,무직,12:00~14:59,이용하지 않음
133201,남,67,생산직,12:00~14:59,15:00~17:59
133701,남,27,사무직,21:00~23:59,이용하지 않음
133702,여,27,주부,12:00~14:59,이용하지 않음
133802,남,52,무직,12:00~14:59,이용하지 않음
133901,여,64,주부,이용하지 않음,9:00~11:59
134201,여,48,주부,9:00~11:59,이용하지 않음
134301,남,51,무직,이용하지 않음,9:00~11:59
134401,남,38,생산직,12:00~14:59,이용하지 않음
134501,여,54,생산직,12:00~14:59,이용하지 않음
134502,여,23,학생,6:00~8:59,12:00~14:59
134702,남,49,무직,9:00~11:59,9:00~11:59
134902,여,72,주부,21:00~23:59,21:00~23:59
135401,여,61,생산직,18:00~20:59,18:00~20:59
135603,남,38,사무직,21:00~23:59,21:00~23:59
135802,여,58,주부,15:00~17:59,9:00~11:59
135901,남,64,무직,21:00~23:59,21:00~23:59
135902,여,64,무직,21:00~23:59,21:00~23:59
136001,남,20,무직,18:00~20:59,18:00~20:59
136101,여,20,학생,18:00~20:59,21:00~23:59
136201,여,22,기타,21:00~23:59,18:00~20:59
136301,남,36,사무직,21:00~23:59,21:00~23:59
136401,여,37,사무직,이용하지 않음,15:00~17:59
136402,남,37,사무직,18:00~20:59,18:00~20:59
136502,여,60,무직,12:00~14:59,15:00~17:59
136601,남,66,무직,21:00~23:59,21:00~23:59
136602,여,64,서비스/판매직,21:00~23:59,21:00~23:59
136901,남,46,사무직,21:00~23:59,18:00~20:59
136902,여,45,주부,21:00~23:59,15:00~17:59
136903,남,18,학생,12:00~14:59,12:00~14:59
137101,남,39,사무직,24:00~5:59,24:00~5:59
137201,남,25,무직,18:00~20:59,21:00~23:59
137301,남,29,서비스/판매직,21:00~23:59,21:00~23:59
137601,여,60,주부,15:00~17:59,12:00~14:59
137602,남,58,생산직,12:00~14:59,15:00~17:59
137603,여,21,서비스/판매직,18:00~20:59,12:00~14:59
137901,남,43,사무직,12:00~14:59,15:00~17:59
138402,남,64,사무직,18:00~20:59,12:00~14:59
138501,여,75,주부,15:00~17:59,15:00~17:59
138601,남,36,사무직,24:00~5:59,24:00~5:59
138701,여,59,주부,18:00~20:59,18:00~20:59
138801,남,42,생산직,21:00~23:59,15:00~17:59
138901,여,59,주부,15:00~17:59,이용하지 않음
139301,남,63,무직,9:00~11:59,9:00~11:59
139401,여,54,서비스/판매직,12:00~14:59,12:00~14:59
139402,남,60,서비스/판매직,18:00~20:59,18:00~20:59
139403,여,28,사무직,18:00~20:59,18:00~20:59
139404,남,24,무직,18:00~20:59,18:00~20:59
139701,여,61,서비스/판매직,18:00~20:59,18:00~20:59
139801,여,63,주부,15:00~17:59,15:00~17:59
140501,남,48,생산직,12:00~14:59,12:00~14:59
140701,남,67,무직,15:00~17:59,15:00~17:59
140702,여,69,주부,12:00~14:59,15:00~17:59
140901,여,55,서비스/판매직,15:00~17:59,15:00~17:59
140902,남,61,서비스/판매직,15:00~17:59,15:00~17:59
141001,여,41,주부,9:00~11:59,9:00~11:59
141102,남,72,무직,15:00~17:59,15:00~17:59
141201,여,42,서비스/판매직,21:00~23:59,21:00~23:59
141202,남,42,서비스/판매직,15:00~17:59,15:00~17:59
141203,여,16,학생,21:00~23:59,21:00~23:59
141301,여,48,사무직,21:00~23:59,21:00~23:59
141302,남,55,사무직,21:00~23:59,21:00~23:59
141303,남,26,사무직,21:00~23:59,18:00~20:59
141304,여,24,학생,21:00~23:59,21:00~23:59
141601,여,57,주부,15:00~17:59,12:00~14:59
141701,여,21,서비스/판매직,18:00~20:59,21:00~23:59
142201,여,41,주부,12:00~14:59,이용하지 않음
142202,남,43,생산직,18:00~20:59,21:00~23:59
142301,여,57,서비스/판매직,12:00~14:59,이용하지 않음
142302,여,54,서비스/판매직,18:00~20:59,18:00~20:59
142401,남,48,서비스/판매직,12:00~14:59,이용하지 않음
142502,남,29,생산직,12:00~14:59,이용하지 않음
142701,남,41,생산직,24:00~5:59,이용하지 않음
142702,여,32,주부,이용하지 않음,24:00~5:59
143201,여,54,서비스/판매직,21:00~23:59,이용하지 않음
143301,남,41,사무직,12:00~14:59,이용하지 않음
143401,여,63,주부,12:00~14:59,12:00~14:59
143402,여,27,사무직,21:00~23:59,21:00~23:59
143801,남,39,사무직,21:00~23:59,18:00~20:59
144002,여,61,서비스/판매직,18:00~20:59,이용하지 않음
144101,여,62,서비스/판매직,15:00~17:59,12:00~14:59
144201,여,73,주부,18:00~20:59,18:00~20:59
144301,여,36,서비스/판매직,15:00~17:59,이용하지 않음
144401,남,74,서비스/판매직,18:00~20:59,18:00~20:59
144801,여,54,서비스/판매직,18:00~20:59,21:00~23:59
144901,남,73,서비스/판매직,12:00~14:59,21:00~23:59
144902,여,68,주부,12:00~14:59,이용하지 않음
145001,남,54,생산직,12:00~14:59,21:00~23:59
145002,여,54,주부,15:00~17:59,이용하지 않음
145102,여,67,서비스/판매직,12:00~14:59,이용하지 않음
145301,여,43,주부,12:00~14:59,이용하지 않음
145302,남,43,사무직,21:00~23:59,이용하지 않음
