code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders,num_per_ages,scores_per_age_genders,num_per_ages_genders,scores_per_ages
168931,라 야마다,,,,,[],[],[],[],[],[]
159798,웨딩 언플렌드,,,,,[],[],[],[],[],[]
151746,스텝 시스터즈,,,,,[],[],[],[],[],[]
171512,디 오픈 하우스,,,,,[],[],[],[],[],[]
159156,배드 데이 포 더 컷,,,,,[],[],[],[],[],[]
157178,"나는 내일, 어제의 너와 만난다",1114.0,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.8,7.98,"[8.96, 8.46, 7.96, 7.89, 8.83]","[56, 44]","[12, 69, 12, 5, 2]","[5.02, 3.94, 4.74, 3.72, 4.46, 3.5, 4.42, 3.47, 4.94, 3.89]","[6.72, 5.28, 38.64, 30.36, 6.72, 5.28, 2.8, 2.2, 1.12, 0.88]","[1.08, 6.18, 1.08, 0.45, 0.18, 1.02, 5.84, 1.02, 0.42, 0.17, 0.96, 5.49, 0.96, 0.4, 0.16, 0.95, 5.44, 0.95, 0.39, 0.16, 1.06, 6.09, 1.06, 0.44, 0.18]"
182578,고스트버스터즈 라이즈,363.0,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.28,7.35,"[8.6, 7.25, 7.48, 7.07, 7.36]","[56, 44]","[1, 35, 33, 23, 7]","[4.82, 3.78, 4.06, 3.19, 4.19, 3.29, 3.96, 3.11, 4.12, 3.24]","[0.56, 0.44, 19.6, 15.4, 18.48, 14.52, 12.88, 10.12, 3.92, 3.08]","[0.09, 3.01, 2.84, 1.98, 0.6, 0.07, 2.54, 2.39, 1.67, 0.51, 0.07, 2.62, 2.47, 1.72, 0.52, 0.07, 2.47, 2.33, 1.63, 0.49, 0.07, 2.58, 2.43, 1.69, 0.52]"
152243,더 폴카 킹,,,,,[],[],[],[],[],[]
171037,밀라다,,,,,[],[],[],[],[],[]
194471,굿타임,,,,,[],[],[],[],[],[]
164939,어 배드 맘스 크리스마스,,,,,[],[],[],[],[],[]
124025,시간이탈자,1557.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.88,7.89,"[8.38, 7.92, 7.74, 7.78, 7.48]","[51, 49]","[5, 64, 20, 9, 3]","[4.27, 4.11, 4.04, 3.88, 3.95, 3.79, 3.97, 3.81, 3.81, 3.67]","[2.55, 2.45, 32.64, 31.36, 10.2, 9.8, 4.59, 4.41, 1.53, 1.47]","[0.42, 5.36, 1.68, 0.75, 0.25, 0.4, 5.07, 1.58, 0.71, 0.24, 0.39, 4.95, 1.55, 0.7, 0.23, 0.39, 4.98, 1.56, 0.7, 0.23, 0.37, 4.79, 1.5, 0.67, 0.22]"
125802,비밀은 없다,516.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.8,7.13,"[6.94, 6.91, 7.28, 7.04, 6.21]","[41, 59]","[3, 57, 27, 9, 4]","[2.85, 4.09, 2.83, 4.08, 2.98, 4.3, 2.89, 4.15, 2.55, 3.66]","[1.23, 1.77, 23.37, 33.63, 11.07, 15.93, 3.69, 5.31, 1.64, 2.36]","[0.21, 3.96, 1.87, 0.62, 0.28, 0.21, 3.94, 1.87, 0.62, 0.28, 0.22, 4.15, 1.97, 0.66, 0.29, 0.21, 4.01, 1.9, 0.63, 0.28, 0.19, 3.54, 1.68, 0.56, 0.25]"
144272,강도들,,,,,[],[],[],[],[],[]
129406,미쓰 와이프,1530.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.8,8.62,"[9.03, 8.67, 8.58, 8.65, 8.91]","[36, 64]","[6, 54, 20, 15, 5]","[3.25, 5.78, 3.12, 5.55, 3.09, 5.49, 3.11, 5.54, 3.21, 5.7]","[2.16, 3.84, 19.44, 34.56, 7.2, 12.8, 5.4, 9.6, 1.8, 3.2]","[0.54, 4.88, 1.81, 1.35, 0.45, 0.52, 4.68, 1.73, 1.3, 0.43, 0.51, 4.63, 1.72, 1.29, 0.43, 0.52, 4.67, 1.73, 1.3, 0.43, 0.53, 4.81, 1.78, 1.34, 0.45]"
144943,언더 워터,828.0,"이 영화는 20대 여성이 좋아하는 연출, 연기가 뛰어난 영화입니다.",8.35,8.12,"[8.16, 8.19, 8.26, 8.27, 8.7]","[48, 52]","[5, 61, 19, 11, 4]","[3.92, 4.24, 3.93, 4.26, 3.96, 4.3, 3.97, 4.3, 4.18, 4.52]","[2.4, 2.6, 29.28, 31.72, 9.12, 9.88, 5.28, 5.72, 1.92, 2.08]","[0.41, 4.98, 1.55, 0.9, 0.33, 0.41, 5.0, 1.56, 0.9, 0.33, 0.41, 5.04, 1.57, 0.91, 0.33, 0.41, 5.04, 1.57, 0.91, 0.33, 0.43, 5.31, 1.65, 0.96, 0.35]"
160115,머스탱 아일랜드,,,,,[],[],[],[],[],[]
40133,다이 하드 4.0,,,,,[],[],[],[],[],[]
149122,런던 하이스트,,,,,[],[],[],[],[],[]
144958,철의 심장을 가진 남자,6.0,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,6.2,8.0,"[0.0, 5.0, 5.0, 0.0, 8.0]","[83, 17]","[0, 17, 33, 0, 50]","[0.0, 0.0, 4.15, 0.85, 4.15, 0.85, 0.0, 0.0, 6.64, 1.36]","[0.0, 0.0, 14.11, 2.89, 27.39, 5.61, 0.0, 0.0, 41.5, 8.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 1.65, 0.0, 2.5, 0.0, 0.85, 1.65, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.36, 2.64, 0.0, 4.0]"
124205,스파이 게임,4.0,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,6.5,8.0,"[0.0, 0.0, 7.0, 6.5, 9.0]","[50, 50]","[0, 0, 25, 50, 25]","[0.0, 0.0, 0.0, 0.0, 3.5, 3.5, 3.25, 3.25, 4.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 12.5, 12.5, 25.0, 25.0, 12.5, 12.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.75, 3.5, 1.75, 0.0, 0.0, 1.62, 3.25, 1.62, 0.0, 0.0, 2.25, 4.5, 2.25]"
158886,펀 맘 디너,,,,,[],[],[],[],[],[]
119966,쎄시봉,1567.0,이 영화는 20대 남성이 좋아하는 OST가 뛰어난 영화입니다.,8.07,7.84,"[8.16, 7.92, 7.77, 8.02, 8.34]","[43, 57]","[4, 47, 26, 15, 7]","[3.51, 4.65, 3.41, 4.51, 3.34, 4.43, 3.45, 4.57, 3.59, 4.75]","[1.72, 2.28, 20.21, 26.79, 11.18, 14.82, 6.45, 8.55, 3.01, 3.99]","[0.33, 3.84, 2.12, 1.22, 0.57, 0.32, 3.72, 2.06, 1.19, 0.55, 0.31, 3.65, 2.02, 1.17, 0.54, 0.32, 3.77, 2.09, 1.2, 0.56, 0.33, 3.92, 2.17, 1.25, 0.58]"
45921,차우,,,,,[],[],[],[],[],[]
97693,고령화 가족,,,,,[],[],[],[],[],[]
129051,성난 변호사,1423.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.48,8.49,"[8.77, 8.59, 8.16, 8.43, 8.34]","[51, 49]","[5, 59, 21, 10, 4]","[4.47, 4.3, 4.38, 4.21, 4.16, 4.0, 4.3, 4.13, 4.25, 4.09]","[2.55, 2.45, 30.09, 28.91, 10.71, 10.29, 5.1, 4.9, 2.04, 1.96]","[0.44, 5.17, 1.84, 0.88, 0.35, 0.43, 5.07, 1.8, 0.86, 0.34, 0.41, 4.81, 1.71, 0.82, 0.33, 0.42, 4.97, 1.77, 0.84, 0.34, 0.42, 4.92, 1.75, 0.83, 0.33]"
144188,도쿄 연애사건,1.0,"이 영화는 40대 남성이 좋아하는 스토리, 연출이 뛰어난 영화입니다.",0.0,10.0,"[0.0, 10.0, 0.0, 0.0, 0.0]","[100, 31]","[0, 100, 0, 0, 0]","[0.0, 0.0, 10.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 100.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
106522,우아한 거짓말,807.0,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.19,8.26,"[8.55, 8.18, 8.14, 8.27, 8.72]","[39, 61]","[9, 50, 21, 18, 2]","[3.33, 5.22, 3.19, 4.99, 3.17, 4.97, 3.23, 5.04, 3.4, 5.32]","[3.51, 5.49, 19.5, 30.5, 8.19, 12.81, 7.02, 10.98, 0.78, 1.22]","[0.77, 4.28, 1.8, 1.54, 0.17, 0.74, 4.09, 1.72, 1.47, 0.16, 0.73, 4.07, 1.71, 1.47, 0.16, 0.74, 4.13, 1.74, 1.49, 0.17, 0.78, 4.36, 1.83, 1.57, 0.17]"
140226,원펀치 2,,,,,[],[],[],[],[],[]
107374,나를 잊지 말아요,681.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.98,6.52,"[6.27, 6.76, 6.77, 6.78, 6.33]","[43, 57]","[5, 52, 27, 12, 5]","[2.7, 3.57, 2.91, 3.85, 2.91, 3.86, 2.92, 3.86, 2.72, 3.61]","[2.15, 2.85, 22.36, 29.64, 11.61, 15.39, 5.16, 6.84, 2.15, 2.85]","[0.31, 3.26, 1.69, 0.75, 0.31, 0.34, 3.52, 1.83, 0.81, 0.34, 0.34, 3.52, 1.83, 0.81, 0.34, 0.34, 3.53, 1.83, 0.81, 0.34, 0.32, 3.29, 1.71, 0.76, 0.32]"
149027,이탈리안 레이스,1.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,10.0,0.0,"[0.0, 0.0, 0.0, 10.0, 0.0]","[100, 21]","[0, 0, 0, 100, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 2.1, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 21.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124041,차이나타운,1707.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.53,7.62,"[8.04, 7.7, 7.35, 7.3, 7.6]","[50, 50]","[3, 58, 25, 11, 4]","[4.02, 4.02, 3.85, 3.85, 3.67, 3.67, 3.65, 3.65, 3.8, 3.8]","[1.5, 1.5, 29.0, 29.0, 12.5, 12.5, 5.5, 5.5, 2.0, 2.0]","[0.24, 4.66, 2.01, 0.88, 0.32, 0.23, 4.47, 1.93, 0.85, 0.31, 0.22, 4.26, 1.84, 0.81, 0.29, 0.22, 4.23, 1.82, 0.8, 0.29, 0.23, 4.41, 1.9, 0.84, 0.3]"
142242,이웃집에 신이 산다,591.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,6.94,7.63,"[7.74, 7.18, 7.92, 6.97, 7.75]","[45, 55]","[5, 73, 15, 5, 3]","[3.48, 4.26, 3.23, 3.95, 3.56, 4.36, 3.14, 3.83, 3.49, 4.26]","[2.25, 2.75, 32.85, 40.15, 6.75, 8.25, 2.25, 2.75, 1.35, 1.65]","[0.39, 5.65, 1.16, 0.39, 0.23, 0.36, 5.24, 1.08, 0.36, 0.22, 0.4, 5.78, 1.19, 0.4, 0.24, 0.35, 5.09, 1.05, 0.35, 0.21, 0.39, 5.66, 1.16, 0.39, 0.23]"
115366,도희야,80.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.63,7.6,"[7.33, 7.09, 7.53, 8.57, 6.0]","[34, 66]","[4, 59, 24, 9, 5]","[2.49, 4.84, 2.41, 4.68, 2.56, 4.97, 2.91, 5.66, 2.04, 3.96]","[1.36, 2.64, 20.06, 38.94, 8.16, 15.84, 3.06, 5.94, 1.7, 3.3]","[0.29, 4.32, 1.76, 0.66, 0.37, 0.28, 4.18, 1.7, 0.64, 0.35, 0.3, 4.44, 1.81, 0.68, 0.38, 0.34, 5.06, 2.06, 0.77, 0.43, 0.24, 3.54, 1.44, 0.54, 0.3]"
71705,공각기동대 S.A.C - Solid State Society,,,,,[],[],[],[],[],[]
127397,콩: 스컬 아일랜드,2782.0,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.05,8.26,"[8.49, 8.31, 7.99, 7.98, 8.19]","[61, 39]","[1, 41, 29, 25, 4]","[5.18, 3.31, 5.07, 3.24, 4.87, 3.12, 4.87, 3.11, 5.0, 3.19]","[0.61, 0.39, 25.01, 15.99, 17.69, 11.31, 15.25, 9.75, 2.44, 1.56]","[0.08, 3.48, 2.46, 2.12, 0.34, 0.08, 3.41, 2.41, 2.08, 0.33, 0.08, 3.28, 2.32, 2.0, 0.32, 0.08, 3.27, 2.31, 2.0, 0.32, 0.08, 3.36, 2.38, 2.05, 0.33]"
103760,강남 1970,3020.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.66,7.87,"[7.95, 7.63, 7.63, 8.28, 8.09]","[52, 48]","[1, 49, 29, 15, 5]","[4.13, 3.82, 3.97, 3.66, 3.97, 3.66, 4.31, 3.97, 4.21, 3.88]","[0.52, 0.48, 25.48, 23.52, 15.08, 13.92, 7.8, 7.2, 2.6, 2.4]","[0.08, 3.9, 2.31, 1.19, 0.4, 0.08, 3.74, 2.21, 1.14, 0.38, 0.08, 3.74, 2.21, 1.14, 0.38, 0.08, 4.06, 2.4, 1.24, 0.41, 0.08, 3.96, 2.35, 1.21, 0.4]"
132627,레고 배트맨 무비,383.0,이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.56,8.76,"[9.67, 8.67, 8.71, 8.65, 8.62]","[32, 68]","[2, 16, 48, 32, 2]","[3.09, 6.58, 2.77, 5.9, 2.79, 5.92, 2.77, 5.88, 2.76, 5.86]","[0.64, 1.36, 5.12, 10.88, 15.36, 32.64, 10.24, 21.76, 0.64, 1.36]","[0.19, 1.55, 4.64, 3.09, 0.19, 0.17, 1.39, 4.16, 2.77, 0.17, 0.17, 1.39, 4.18, 2.79, 0.17, 0.17, 1.38, 4.15, 2.77, 0.17, 0.17, 1.38, 4.14, 2.76, 0.17]"
151751,로건 럭키,27.0,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.0,9.0,"[0.0, 8.08, 8.83, 8.67, 0.0]","[52, 48]","[0, 44, 44, 11, 0]","[0.0, 0.0, 4.2, 3.88, 4.59, 4.24, 4.51, 4.16, 0.0, 0.0]","[0.0, 0.0, 22.88, 21.12, 22.88, 21.12, 5.72, 5.28, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.56, 3.56, 0.89, 0.0, 0.0, 3.89, 3.89, 0.97, 0.0, 0.0, 3.81, 3.81, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
147035,기동순찰대,,,,,[],[],[],[],[],[]
160116,미스터 루즈벨트,,,,,[],[],[],[],[],[]
167577,크립 2,,,,,[],[],[],[],[],[]
154252,브라이트,,,,,[],[],[],[],[],[]
156561,제레미아 타워: 더 라스트 매그니피센트,,,,,[],[],[],[],[],[]
121052,넛잡 2,608.0,이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.44,8.68,"[7.25, 8.34, 8.8, 8.38, 6.75]","[23, 77]","[1, 6, 63, 30, 1]","[1.67, 5.58, 1.92, 6.42, 2.02, 6.78, 1.93, 6.45, 1.55, 5.2]","[0.23, 0.77, 1.38, 4.62, 14.49, 48.51, 6.9, 23.1, 0.23, 0.77]","[0.07, 0.43, 4.57, 2.17, 0.07, 0.08, 0.5, 5.25, 2.5, 0.08, 0.09, 0.53, 5.54, 2.64, 0.09, 0.08, 0.5, 5.28, 2.51, 0.08, 0.07, 0.41, 4.25, 2.02, 0.07]"
140064,샷 콜러,6.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.67,9.0,"[0.0, 9.0, 9.0, 8.0, 0.0]","[50, 50]","[0, 50, 33, 17, 0]","[0.0, 0.0, 4.5, 4.5, 4.5, 4.5, 4.0, 4.0, 0.0, 0.0]","[0.0, 0.0, 25.0, 25.0, 16.5, 16.5, 8.5, 8.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.5, 2.97, 1.53, 0.0, 0.0, 4.5, 2.97, 1.53, 0.0, 0.0, 4.0, 2.64, 1.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
165791,더 포리너,4.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,10.0,9.33,"[0.0, 10.0, 9.0, 0.0, 0.0]","[25, 75]","[0, 50, 50, 0, 0]","[0.0, 0.0, 2.5, 7.5, 2.25, 6.75, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 12.5, 37.5, 12.5, 37.5, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 0.0, 0.0, 0.0, 4.5, 4.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
172774,크리스마스 인헤리턴스,,,,,[],[],[],[],[],[]
158697,포터스빌,,,,,[],[],[],[],[],[]
125448,서울 캠프 1986,,,,,[],[],[],[],[],[]
143431,피스트 파이트,,,,,[],[],[],[],[],[]
167650,엘 카미노 크리스마스,,,,,[],[],[],[],[],[]
73583,더 폴링,,,,,[],[],[],[],[],[]
89745,당신은 몰라요,,,,,[],[],[],[],[],[]
33536,라가안,,,,,[],[],[],[],[],[]
51172,지상의 별처럼,,,,,[],[],[],[],[],[]
83404,델리 벨리,,,,,[],[],[],[],[],[]
150198,너의 이름은.,11225.0,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.22,8.78,"[9.49, 9.05, 8.8, 8.86, 8.75]","[54, 46]","[10, 55, 16, 16, 3]","[5.12, 4.37, 4.89, 4.16, 4.75, 4.05, 4.78, 4.08, 4.72, 4.03]","[5.4, 4.6, 29.7, 25.3, 8.64, 7.36, 8.64, 7.36, 1.62, 1.38]","[0.95, 5.22, 1.52, 1.52, 0.28, 0.91, 4.98, 1.45, 1.45, 0.27, 0.88, 4.84, 1.41, 1.41, 0.26, 0.89, 4.87, 1.42, 1.42, 0.27, 0.88, 4.81, 1.4, 1.4, 0.26]"
165762,더 링,,,,,[],[],[],[],[],[]
166524,템플,,,,,[],[],[],[],[],[]
158871,마이 해피 패밀리,,,,,[],[],[],[],[],[]
167103,몬스터 섬의 비밀,59.0,"이 영화는 30대 여성이 좋아하는 영상미, 스토리가 뛰어난 영화입니다.",8.38,8.22,"[9.0, 7.0, 8.38, 8.11, 0.0]","[22, 78]","[2, 7, 76, 15, 0]","[1.98, 7.02, 1.54, 5.46, 1.84, 6.54, 1.78, 6.33, 0.0, 0.0]","[0.44, 1.56, 1.54, 5.46, 16.72, 59.28, 3.3, 11.7, 0.0, 0.0]","[0.18, 0.63, 6.84, 1.35, 0.0, 0.14, 0.49, 5.32, 1.05, 0.0, 0.17, 0.59, 6.37, 1.26, 0.0, 0.16, 0.57, 6.16, 1.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
191597,보스 베이비 2,534.0,이 영화는 40대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.19,9.0,"[8.62, 9.06, 9.02, 9.1, 9.62]","[48, 52]","[1, 31, 37, 23, 7]","[4.14, 4.48, 4.35, 4.71, 4.33, 4.69, 4.37, 4.73, 4.62, 5.0]","[0.48, 0.52, 14.88, 16.12, 17.76, 19.24, 11.04, 11.96, 3.36, 3.64]","[0.09, 2.67, 3.19, 1.98, 0.6, 0.09, 2.81, 3.35, 2.08, 0.63, 0.09, 2.8, 3.34, 2.07, 0.63, 0.09, 2.82, 3.37, 2.09, 0.64, 0.1, 2.98, 3.56, 2.21, 0.67]"
146517,프리즌,4603.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.29,8.19,"[8.18, 8.35, 8.1, 8.16, 8.17]","[58, 42]","[1, 55, 24, 13, 6]","[4.74, 3.44, 4.84, 3.51, 4.7, 3.4, 4.73, 3.43, 4.74, 3.43]","[0.58, 0.42, 31.9, 23.1, 13.92, 10.08, 7.54, 5.46, 3.48, 2.52]","[0.08, 4.5, 1.96, 1.06, 0.49, 0.08, 4.59, 2.0, 1.09, 0.5, 0.08, 4.46, 1.94, 1.05, 0.49, 0.08, 4.49, 1.96, 1.06, 0.49, 0.08, 4.49, 1.96, 1.06, 0.49]"
140792,나는 사랑과 시간과 죽음을 만났다,,,,,[],[],[],[],[],[]
158889,치욕의 대지,,,,,[],[],[],[],[],[]
170497,로열 크리스마스,,,,,[],[],[],[],[],[]
158910,예수는 역사다,338.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.78,9.2,"[9.5, 8.86, 9.09, 8.97, 9.29]","[40, 60]","[2, 33, 30, 19, 16]","[3.8, 5.7, 3.54, 5.32, 3.64, 5.45, 3.59, 5.38, 3.72, 5.57]","[0.8, 1.2, 13.2, 19.8, 12.0, 18.0, 7.6, 11.4, 6.4, 9.6]","[0.19, 3.13, 2.85, 1.8, 1.52, 0.18, 2.92, 2.66, 1.68, 1.42, 0.18, 3.0, 2.73, 1.73, 1.45, 0.18, 2.96, 2.69, 1.7, 1.44, 0.19, 3.07, 2.79, 1.77, 1.49]"
137875,해빙,2008.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.72,6.55,"[6.28, 6.65, 6.71, 6.61, 6.57]","[49, 51]","[5, 63, 18, 11, 3]","[3.08, 3.2, 3.26, 3.39, 3.29, 3.42, 3.24, 3.37, 3.22, 3.35]","[2.45, 2.55, 30.87, 32.13, 8.82, 9.18, 5.39, 5.61, 1.47, 1.53]","[0.31, 3.96, 1.13, 0.69, 0.19, 0.33, 4.19, 1.2, 0.73, 0.2, 0.34, 4.23, 1.21, 0.74, 0.2, 0.33, 4.16, 1.19, 0.73, 0.2, 0.33, 4.14, 1.18, 0.72, 0.2]"
113343,리브 바이 나이트,,,,,[],[],[],[],[],[]
18898,몰래츠,,,,,[],[],[],[],[],[]
147056,더 저니 이즈 더 데스티네이션,,,,,[],[],[],[],[],[]
140288,대테러 님로드 작전,,,,,[],[],[],[],[],[]
151715,오직 사랑뿐,50.0,이 영화는 40대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.92,8.78,"[0.0, 8.31, 8.8, 8.54, 8.67]","[26, 74]","[0, 32, 30, 26, 12]","[0.0, 0.0, 2.16, 6.15, 2.29, 6.51, 2.22, 6.32, 2.25, 6.42]","[0.0, 0.0, 8.32, 23.68, 7.8, 22.2, 6.76, 19.24, 3.12, 8.88]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.66, 2.49, 2.16, 1.0, 0.0, 2.82, 2.64, 2.29, 1.06, 0.0, 2.73, 2.56, 2.22, 1.02, 0.0, 2.77, 2.6, 2.25, 1.04]"
14561,꿈의 구장,,,,,[],[],[],[],[],[]
142251,원스 어폰 어 타임 인 베니스,6.0,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.0,6.5,"[0.0, 6.0, 10.0, 4.0, 0.0]","[33, 67]","[0, 50, 33, 17, 0]","[0.0, 0.0, 1.98, 4.02, 3.3, 6.7, 1.32, 2.68, 0.0, 0.0]","[0.0, 0.0, 16.5, 33.5, 10.89, 22.11, 5.61, 11.39, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.98, 1.02, 0.0, 0.0, 5.0, 3.3, 1.7, 0.0, 0.0, 2.0, 1.32, 0.68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
159785,플랜비,3.0,이 영화는 20대 여성이 좋아하는 영화입니다.,3.5,10.0,"[0.0, 6.5, 4.0, 0.0, 0.0]","[67, 33]","[0, 67, 33, 0, 0]","[0.0, 0.0, 4.36, 2.15, 2.68, 1.32, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 44.89, 22.11, 22.11, 10.89, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.36, 2.15, 0.0, 0.0, 0.0, 2.68, 1.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
154467,스트레인지 웨더,,,,,[],[],[],[],[],[]
170419,1922,,,,,[],[],[],[],[],[]
162217,겟어웨이 드라이버,,,,,[],[],[],[],[],[]
162877,더 마이어로위츠 스토리스,,,,,[],[],[],[],[],[]
146485,특별시민,2255.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.81,7.66,"[7.48, 7.72, 7.77, 7.7, 8.05]","[58, 42]","[2, 54, 23, 13, 7]","[4.34, 3.14, 4.48, 3.24, 4.51, 3.26, 4.47, 3.23, 4.67, 3.38]","[1.16, 0.84, 31.32, 22.68, 13.34, 9.66, 7.54, 5.46, 4.06, 2.94]","[0.15, 4.04, 1.72, 0.97, 0.52, 0.15, 4.17, 1.78, 1.0, 0.54, 0.16, 4.2, 1.79, 1.01, 0.54, 0.15, 4.16, 1.77, 1.0, 0.54, 0.16, 4.35, 1.85, 1.05, 0.56]"
47384,26년,,,,,[],[],[],[],[],[]
163420,제너레이션 아이언 2,,,,,[],[],[],[],[],[]
142803,형,4001.0,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.97,8.87,"[9.32, 8.99, 8.56, 8.85, 9.01]","[43, 57]","[8, 55, 18, 15, 3]","[4.01, 5.31, 3.87, 5.12, 3.68, 4.88, 3.81, 5.04, 3.87, 5.14]","[3.44, 4.56, 23.65, 31.35, 7.74, 10.26, 6.45, 8.55, 1.29, 1.71]","[0.75, 5.13, 1.68, 1.4, 0.28, 0.72, 4.94, 1.62, 1.35, 0.27, 0.68, 4.71, 1.54, 1.28, 0.26, 0.71, 4.87, 1.59, 1.33, 0.27, 0.72, 4.96, 1.62, 1.35, 0.27]"
44913,아수라,6219.0,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,6.76,6.21,"[6.63, 6.42, 6.69, 6.73, 6.88]","[61, 39]","[3, 57, 25, 10, 4]","[4.04, 2.59, 3.92, 2.5, 4.08, 2.61, 4.11, 2.62, 4.2, 2.68]","[1.83, 1.17, 34.77, 22.23, 15.25, 9.75, 6.1, 3.9, 2.44, 1.56]","[0.2, 3.78, 1.66, 0.66, 0.27, 0.19, 3.66, 1.6, 0.64, 0.26, 0.2, 3.81, 1.67, 0.67, 0.27, 0.2, 3.84, 1.68, 0.67, 0.27, 0.21, 3.92, 1.72, 0.69, 0.28]"
