PID,성별,연령,직업,학력,ott 주중 이용시간대,ott 주말 이용시간대
46702,여,50세 이상,주부,고졸이하,5,0
47102,여,40대,사무직,대졸이상,3,3
47402,여,40대,주부,대졸이상,5,2
47502,여,50세 이상,생산직,고졸이하,4,4
47801,여,40대,서비스/판매직,대졸이상,6,0
47901,여,50세 이상,서비스/판매직,대졸이상,6,0
47902,여,10대,학생,대학생/대학원생,5,0
45701,여,30대,주부,대졸이상,3,3
25101,여,50세 이상,주부,고졸이하,4,4
24901,여,50세 이상,주부,고졸이하,4,0
24702,여,50세 이상,생산직,고졸이하,5,5
6601,여,30대,서비스/판매직,고졸이하,3,6
7101,여,50세 이상,서비스/판매직,고졸이하,3,4
7201,여,50세 이상,서비스/판매직,고졸이하,3,5
7502,여,50세 이상,무직,대졸이상,4,4
7601,여,50세 이상,생산직,고졸이하,5,5
7702,여,30대,주부,대졸이상,2,3
7802,여,10대,학생,대학생/대학원생,6,6
8101,여,40대,주부,고졸이하,3,4
8201,여,40대,서비스/판매직,고졸이하,5,4
8701,여,30대,사무직,대졸이상,5,3
9001,여,50세 이상,주부,고졸이하,4,4
9102,여,30대,무직,대졸이상,5,5
9201,여,40대,서비스/판매직,대졸이상,5,5
9302,여,20대,무직,대졸이상,3,3
9701,여,50세 이상,서비스/판매직,고졸이하,4,0
9703,여,20대,서비스/판매직,대졸이상,5,2
9801,여,40대,서비스/판매직,대졸이상,4,4
9802,여,10대,학생,중/고등학생,3,4
10001,여,30대,무직,고졸이하,4,4
10302,여,10대,학생,중/고등학생,6,5
10602,여,50세 이상,주부,고졸이하,3,0
6501,여,50세 이상,주부,고졸이하,4,3
6001,여,50세 이상,주부,고졸이하,4,3
5302,여,20대,무직,대졸이상,6,5
5301,여,50세 이상,서비스/판매직,고졸이하,3,6
2002,여,30대,주부,대졸이상,3,0
2102,여,40대,주부,고졸이하,2,0
2202,여,40대,주부,대졸이상,3,3
2301,여,30대,주부,대졸이상,3,0
2602,여,40대,주부,고졸이하,3,0
2701,여,40대,서비스/판매직,고졸이하,4,0
2703,여,20대,사무직,대졸이상,5,3
2704,여,20대,무직,대졸이상,5,5
2901,여,50세 이상,주부,고졸이하,3,0
2902,여,10대,학생,대학생/대학원생,5,4
10801,여,50세 이상,서비스/판매직,고졸이하,5,0
3001,여,20대,주부,대졸이상,3,3
3201,여,30대,서비스/판매직,대졸이상,2,3
3501,여,20대,서비스/판매직,대졸이상,5,4
3901,여,50세 이상,서비스/판매직,대졸이상,3,5
4101,여,20대,학생,대학생/대학원생,4,5
4201,여,20대,사무직,대졸이상,6,0
4301,여,30대,사무직,대졸이상,6,5
4601,여,40대,사무직,대졸이상,5,4
4701,여,20대,사무직,대졸이상,6,6
4802,여,30대,사무직,대졸이상,5,4
5202,여,20대,사무직,대졸이상,3,5
3101,여,20대,서비스/판매직,고졸이하,5,3
55501,여,40대,서비스/판매직,대졸이상,3,0
10901,여,50세 이상,주부,고졸이하,4,0
11001,여,30대,주부,대졸이상,5,0
17401,여,50세 이상,주부,고졸이하,2,0
17701,여,20대,학생,대학생/대학원생,6,6
18401,여,50세 이상,주부,고졸이하,3,0
18601,여,30대,주부,대졸이상,6,0
19001,여,50세 이상,주부,고졸이하,2,0
19401,여,50세 이상,주부,고졸이하,3,4
20502,여,50세 이상,주부,고졸이하,3,3
21001,여,40대,생산직,고졸이하,6,4
21003,여,20대,서비스/판매직,고졸이하,6,7
21004,여,20대,서비스/판매직,고졸이하,6,7
21101,여,50세 이상,주부,고졸이하,3,3
21201,여,50세 이상,주부,고졸이하,4,4
21301,여,50세 이상,주부,고졸이하,6,0
21501,여,50세 이상,서비스/판매직,고졸이하,5,5
21701,여,50세 이상,서비스/판매직,고졸이하,4,4
21801,여,50세 이상,서비스/판매직,고졸이하,4,4
21902,여,50세 이상,생산직,고졸이하,4,4
22301,여,20대,사무직,대졸이상,6,6
22601,여,50세 이상,서비스/판매직,고졸이하,4,4
22602,여,20대,무직,고졸이하,4,4
23401,여,30대,서비스/판매직,고졸이하,7,7
17201,여,50세 이상,서비스/판매직,대졸이상,5,0
17101,여,50세 이상,주부,고졸이하,3,0
17001,여,30대,서비스/판매직,고졸이하,2,0
16901,여,20대,사무직,고졸이하,6,6
11101,여,50세 이상,주부,고졸이하,3,0
11301,여,20대,주부,고졸이하,4,4
11801,여,40대,주부,고졸이하,4,4
12101,여,30대,주부,고졸이하,4,4
12301,여,40대,서비스/판매직,고졸이하,5,5
12401,여,30대,주부,대졸이상,4,4
12501,여,20대,주부,대졸이상,4,4
12702,여,50세 이상,생산직,고졸이하,4,4
13201,여,50세 이상,주부,대졸이상,4,4
13301,여,20대,사무직,대졸이상,5,5
10903,여,50세 이상,무직,고졸이하,4,4
13401,여,50세 이상,서비스/판매직,고졸이하,4,4
14001,여,50세 이상,주부,고졸이하,2,4
14101,여,50세 이상,생산직,고졸이하,4,4
14201,여,30대,생산직,대졸이상,6,4
15001,여,40대,사무직,대졸이상,6,3
15002,여,10대,학생,대학생/대학원생,6,3
15902,여,30대,주부,대졸이상,3,4
16301,여,30대,주부,고졸이하,4,4
16402,여,20대,기타,대졸이상,4,4
16403,여,20대,학생,대학생/대학원생,6,3
16701,여,30대,사무직,대졸이상,5,2
13801,여,50세 이상,서비스/판매직,고졸이하,4,4
205901,여,50세 이상,주부,고졸이하,4,4
55601,여,50세 이상,서비스/판매직,고졸이하,0,3
57601,여,20대,학생,대학생/대학원생,6,5
93902,여,30대,주부,대졸이상,4,4
94101,여,50세 이상,주부,대졸이상,2,2
94401,여,40대,주부,고졸이하,4,4
94501,여,30대,주부,고졸이하,4,4
94701,여,50세 이상,무직,고졸이하,2,2
94802,여,50세 이상,서비스/판매직,고졸이하,0,4
94901,여,40대,서비스/판매직,고졸이하,2,2
95201,여,50세 이상,주부,고졸이하,4,4
95401,여,40대,사무직,대졸이상,6,6
95403,여,10대,학생,중/고등학생,6,6
96801,여,50세 이상,서비스/판매직,고졸이하,4,4
97101,여,50세 이상,서비스/판매직,대졸이상,4,4
97201,여,40대,주부,고졸이하,4,4
97301,여,50세 이상,생산직,고졸이하,4,4
97601,여,50세 이상,생산직,고졸이하,5,5
97604,여,10대,학생,중/고등학생,7,6
97701,여,50세 이상,주부,고졸이하,4,4
97702,여,20대,사무직,대졸이상,6,3
97801,여,50세 이상,주부,고졸이하,4,5
97901,여,50세 이상,서비스/판매직,고졸이하,4,4
98001,여,30대,주부,대졸이상,4,2
93801,여,50세 이상,주부,고졸이하,4,4
98101,여,50세 이상,사무직,대졸이상,5,4
93402,여,50세 이상,서비스/판매직,대졸이상,3,3
93301,여,40대,주부,대졸이상,4,0
89101,여,30대,주부,대졸이상,6,4
89201,여,30대,주부,대졸이상,4,4
89301,여,40대,주부,대졸이상,5,6
89401,여,50세 이상,주부,고졸이하,3,4
89501,여,50세 이상,주부,고졸이하,3,4
89701,여,50세 이상,주부,고졸이하,3,3
89801,여,40대,주부,대졸이상,4,4
90001,여,50세 이상,무직,고졸이하,4,3
90302,여,40대,사무직,대졸이상,6,2
90501,여,40대,사무직,대졸이상,3,3
91401,여,50세 이상,주부,고졸이하,4,5
91501,여,20대,학생,대학생/대학원생,4,4
91701,여,20대,서비스/판매직,대졸이상,6,5
91801,여,40대,사무직,대졸이상,3,4
91901,여,50세 이상,서비스/판매직,대졸이상,6,5
92301,여,20대,서비스/판매직,대졸이상,5,3
92401,여,40대,서비스/판매직,대졸이상,6,6
92701,여,30대,주부,대졸이상,3,0
92901,여,50세 이상,주부,대졸이상,2,2
93001,여,30대,사무직,대졸이상,5,0
93202,여,30대,서비스/판매직,대졸이상,6,0
93302,여,20대,무직,대졸이상,6,6
98201,여,50세 이상,서비스/판매직,대졸이상,5,4
98301,여,40대,주부,고졸이하,4,0
98401,여,30대,주부,고졸이하,5,5
104401,여,40대,주부,고졸이하,3,2
104802,여,40대,사무직,고졸이하,3,4
104901,여,40대,서비스/판매직,대졸이상,3,4
105002,여,30대,생산직,고졸이하,4,5
105102,여,30대,사무직,대졸이상,0,4
105301,여,30대,사무직,대졸이상,6,3
105401,여,10대,학생,대학생/대학원생,6,3
106001,여,50세 이상,서비스/판매직,고졸이하,3,3
106401,여,40대,사무직,대졸이상,3,0
106501,여,20대,주부,대졸이상,4,4
106601,여,50세 이상,서비스/판매직,고졸이하,3,0
106701,여,50세 이상,주부,고졸이하,4,4
107201,여,30대,주부,대졸이상,3,4
107401,여,40대,주부,고졸이하,3,4
107501,여,40대,주부,고졸이하,4,5
107601,여,40대,주부,대졸이상,3,5
107603,여,10대,학생,중/고등학생,6,5
107702,여,30대,서비스/판매직,대졸이상,4,3
107902,여,50세 이상,생산직,고졸이하,6,4
108101,여,40대,사무직,대졸이상,6,6
108302,여,20대,사무직,대졸이상,6,4
104201,여,40대,주부,대졸이상,2,2
104101,여,30대,사무직,대졸이상,3,3
103801,여,50세 이상,사무직,고졸이하,3,2
103701,여,50세 이상,생산직,고졸이하,3,3
98601,여,50세 이상,생산직,고졸이하,5,5
98701,여,50세 이상,서비스/판매직,고졸이하,5,5
98702,여,30대,사무직,대졸이상,6,6
98802,여,50세 이상,주부,고졸이하,2,2
99801,여,50세 이상,주부,고졸이하,2,2
100001,여,50세 이상,서비스/판매직,고졸이하,3,3
100201,여,50세 이상,주부,고졸이하,2,2
100701,여,50세 이상,서비스/판매직,고졸이하,3,0
101302,여,50세 이상,주부,고졸이하,4,2
101401,여,40대,주부,대졸이상,4,3
89001,여,40대,사무직,대졸이상,6,4
101502,여,50세 이상,사무직,대졸이상,4,3
101702,여,50세 이상,주부,고졸이하,4,3
101802,여,50세 이상,주부,대졸이상,4,3
102102,여,50세 이상,생산직,고졸이하,2,2
102202,여,10대,학생,대학생/대학원생,3,2
102301,여,50세 이상,생산직,고졸이하,3,3
102402,여,50세 이상,생산직,고졸이하,4,4
102801,여,30대,사무직,대졸이상,6,2
103101,여,30대,주부,고졸이하,2,4
103201,여,40대,서비스/판매직,대졸이상,3,2
103501,여,50세 이상,생산직,고졸이하,3,3
101602,여,30대,사무직,대졸이상,6,3
88902,여,50세 이상,서비스/판매직,대졸이상,3,0
88702,여,50세 이상,주부,대졸이상,3,3
88602,여,50세 이상,주부,고졸이하,4,4
66802,여,30대,주부,대졸이상,6,0
66901,여,40대,서비스/판매직,대졸이상,6,0
67001,여,40대,주부,대졸이상,6,6
67601,여,30대,사무직,대졸이상,5,4
67701,여,40대,사무직,대졸이상,6,6
68401,여,20대,학생,대학생/대학원생,3,3
68701,여,50세 이상,사무직,대졸이상,4,3
69001,여,50세 이상,주부,고졸이하,4,0
69401,여,40대,사무직,대졸이상,6,4
70001,여,40대,주부,대졸이상,4,0
70502,여,20대,주부,대졸이상,2,2
70601,여,30대,주부,대졸이상,2,2
70702,여,30대,주부,대졸이상,3,3
71801,여,50세 이상,생산직,고졸이하,4,4
71904,여,30대,무직,고졸이하,4,3
72101,여,40대,주부,대졸이상,4,0
72201,여,40대,주부,대졸이상,4,4
72301,여,40대,서비스/판매직,고졸이하,4,0
73201,여,50세 이상,무직,고졸이하,3,3
78101,여,30대,사무직,대졸이상,2,3
78201,여,30대,주부,대졸이상,6,6
66702,여,30대,사무직,대졸이상,6,4
66501,여,50세 이상,서비스/판매직,고졸이하,4,3
66302,여,30대,사무직,대졸이상,5,4
66301,여,50세 이상,주부,고졸이하,6,6
57801,여,50세 이상,서비스/판매직,고졸이하,3,0
60501,여,40대,주부,대졸이상,4,3
60601,여,10대,기타,고졸이하,3,2
60701,여,40대,주부,고졸이하,3,4
61001,여,50세 이상,사무직,고졸이하,4,0
61101,여,30대,주부,고졸이하,4,5
61201,여,30대,서비스/판매직,대졸이상,3,5
61301,여,30대,주부,고졸이하,2,4
61401,여,30대,주부,대졸이상,4,2
61502,여,40대,서비스/판매직,고졸이하,4,4
78301,여,10대,학생,대학생/대학원생,7,7
61701,여,30대,주부,대졸이상,5,6
61901,여,40대,주부,대졸이상,3,0
62402,여,50세 이상,서비스/판매직,고졸이하,0,4
62601,여,50세 이상,생산직,고졸이하,5,0
63002,여,50세 이상,생산직,고졸이하,0,5
63301,여,40대,생산직,고졸이하,5,5
65001,여,50세 이상,주부,고졸이하,3,4
65201,여,20대,학생,대학생/대학원생,3,4
65401,여,50세 이상,주부,고졸이하,4,0
65501,여,50세 이상,주부,고졸이하,3,4
66101,여,30대,주부,대졸이상,5,5
61801,여,30대,주부,대졸이상,2,4
55801,여,50세 이상,주부,고졸이하,3,0
78401,여,40대,주부,대졸이상,3,3
78701,여,30대,사무직,대졸이상,6,3
84201,여,50세 이상,주부,대졸이상,4,4
84401,여,50세 이상,주부,대졸이상,3,0
84501,여,50세 이상,서비스/판매직,고졸이하,5,5
85001,여,50세 이상,주부,대졸이상,4,0
85101,여,50세 이상,주부,대졸이상,3,4
85401,여,30대,사무직,대졸이상,3,0
85702,여,30대,사무직,대졸이상,6,7
85802,여,50세 이상,사무직,대졸이상,5,5
85901,여,30대,주부,고졸이하,4,4
85902,여,50세 이상,주부,고졸이하,3,4
86102,여,50세 이상,주부,고졸이하,4,2
86201,여,50세 이상,주부,대졸이상,2,0
86301,여,50세 이상,서비스/판매직,고졸이하,5,3
86402,여,50세 이상,생산직,고졸이하,5,5
86601,여,40대,주부,대졸이상,6,6
87202,여,40대,생산직,고졸이하,0,4
87302,여,50세 이상,서비스/판매직,대졸이상,0,2
87502,여,50세 이상,생산직,고졸이하,3,3
87601,여,50세 이상,주부,고졸이하,3,3
87902,여,50세 이상,주부,고졸이하,4,4
88301,여,50세 이상,생산직,고졸이하,3,2
84101,여,50세 이상,주부,고졸이하,4,0
82701,여,40대,서비스/판매직,대졸이상,6,6
82601,여,50세 이상,주부,대졸이상,2,4
82503,여,50세 이상,주부,고졸이하,4,4
78702,여,50세 이상,서비스/판매직,고졸이하,4,3
78802,여,50세 이상,서비스/판매직,대졸이상,3,4
78901,여,40대,서비스/판매직,대졸이상,3,4
79501,여,20대,주부,대졸이상,4,4
79902,여,30대,주부,고졸이하,2,3
80401,여,30대,주부,대졸이상,5,3
80501,여,20대,주부,고졸이하,2,5
80602,여,40대,주부,대졸이상,5,3
80702,여,20대,학생,대학생/대학원생,3,6
80802,여,20대,주부,대졸이상,4,6
78601,여,40대,주부,대졸이상,3,4
80901,여,50세 이상,주부,고졸이하,4,3
81401,여,30대,주부,대졸이상,6,6
81601,여,30대,주부,대졸이상,4,3
81701,여,30대,사무직,대졸이상,6,4
82001,여,40대,주부,고졸이하,4,6
82102,여,50세 이상,주부,고졸이하,4,0
82203,여,40대,기타,대졸이상,4,3
82301,여,50세 이상,주부,대졸이상,6,7
82401,여,40대,사무직,대졸이상,6,4
82402,여,10대,학생,대학생/대학원생,6,5
82502,여,30대,무직,대졸이상,6,6
81301,여,50세 이상,주부,고졸이하,4,0
206001,여,40대,주부,고졸이하,4,4
206101,여,50세 이상,서비스/판매직,고졸이하,5,4
206401,여,50세 이상,주부,고졸이하,2,2
346902,여,40대,주부,고졸이하,4,5
347001,여,30대,주부,대졸이상,6,4
347102,여,50세 이상,주부,고졸이하,4,5
347302,여,40대,주부,대졸이상,6,5
347401,여,20대,사무직,대졸이상,6,6
347402,여,50세 이상,서비스/판매직,고졸이하,5,6
347501,여,40대,사무직,대졸이상,6,6
347601,여,50세 이상,사무직,대졸이상,6,6
347701,여,50세 이상,사무직,대졸이상,5,6
347801,여,50세 이상,주부,고졸이하,5,6
347902,여,40대,서비스/판매직,대졸이상,6,6
348001,여,50세 이상,주부,고졸이하,5,6
348003,여,20대,사무직,대졸이상,6,6
348101,여,50세 이상,주부,고졸이하,3,3
348202,여,30대,사무직,대졸이상,6,6
348302,여,50세 이상,서비스/판매직,고졸이하,6,6
348601,여,50세 이상,사무직,고졸이하,6,6
348702,여,50세 이상,주부,고졸이하,5,6
348902,여,30대,주부,고졸이하,4,3
349102,여,30대,사무직,대졸이상,6,3
349401,여,30대,주부,대졸이상,6,6
346802,여,50세 이상,서비스/판매직,고졸이하,5,5
349502,여,40대,사무직,대졸이상,6,4
346404,여,10대,학생,중/고등학생,0,0
346402,여,40대,사무직,대졸이상,6,0
341001,여,40대,서비스/판매직,대졸이상,6,6
341005,여,10대,학생,중/고등학생,6,1
341102,여,10대,학생,중/고등학생,4,4
341201,여,40대,사무직,대졸이상,5,0
341601,여,30대,주부,대졸이상,6,7
341701,여,40대,주부,대졸이상,4,0
342501,여,30대,주부,대졸이상,5,5
342701,여,30대,서비스/판매직,대졸이상,5,5
343101,여,30대,서비스/판매직,고졸이하,6,6
343501,여,50세 이상,주부,고졸이하,4,4
343602,여,50세 이상,서비스/판매직,고졸이하,4,4
343701,여,30대,서비스/판매직,대졸이상,6,6
343802,여,40대,서비스/판매직,고졸이하,6,6
343901,여,50세 이상,주부,고졸이하,5,5
344001,여,40대,주부,고졸이하,4,4
344301,여,50세 이상,주부,고졸이하,5,5
344401,여,40대,주부,대졸이상,4,4
345301,여,40대,사무직,대졸이상,0,4
345401,여,40대,주부,고졸이하,4,0
345902,여,50세 이상,생산직,고졸이하,4,5
346201,여,40대,사무직,대졸이상,6,6
346403,여,20대,학생,대학생/대학원생,3,3
349701,여,20대,무직,대졸이상,5,3
349901,여,50세 이상,주부,대졸이상,3,3
349902,여,30대,사무직,대졸이상,6,5
354702,여,50세 이상,서비스/판매직,대졸이상,3,0
354801,여,50세 이상,서비스/판매직,고졸이하,6,4
354901,여,30대,서비스/판매직,고졸이하,6,3
355001,여,40대,서비스/판매직,고졸이하,6,6
355101,여,30대,사무직,대졸이상,6,6
355102,여,50세 이상,주부,고졸이하,6,6
355401,여,50세 이상,주부,고졸이하,4,4
355601,여,20대,학생,대학생/대학원생,6,6
355801,여,30대,사무직,대졸이상,3,0
355901,여,50세 이상,서비스/판매직,고졸이하,5,5
356001,여,40대,사무직,대졸이상,6,4
356202,여,40대,무직,고졸이하,4,0
356603,여,20대,학생,대학생/대학원생,6,3
356702,여,40대,생산직,고졸이하,3,0
357001,여,50세 이상,주부,고졸이하,4,4
357101,여,40대,서비스/판매직,고졸이하,5,0
358002,여,30대,서비스/판매직,대졸이상,5,6
358102,여,20대,학생,대학생/대학원생,0,6
358402,여,30대,사무직,대졸이상,1,6
358502,여,40대,서비스/판매직,고졸이하,6,0
358503,여,10대,학생,대학생/대학원생,0,7
354602,여,50세 이상,주부,고졸이하,3,0
354401,여,50세 이상,서비스/판매직,고졸이하,6,6
354202,여,50세 이상,주부,고졸이하,6,6
354101,여,50세 이상,서비스/판매직,고졸이하,3,3
350002,여,50세 이상,주부,고졸이하,4,4
350101,여,30대,주부,대졸이상,5,5
350601,여,40대,서비스/판매직,고졸이하,5,4
350802,여,30대,서비스/판매직,대졸이상,3,3
350901,여,50세 이상,주부,고졸이하,4,4
351001,여,50세 이상,주부,고졸이하,3,3
351003,여,30대,사무직,대졸이상,6,6
351401,여,50세 이상,주부,고졸이하,4,4
351501,여,50세 이상,서비스/판매직,고졸이하,3,4
351502,여,20대,사무직,대졸이상,6,6
340902,여,10대,학생,대학생/대학원생,6,6
351701,여,50세 이상,서비스/판매직,고졸이하,6,6
352401,여,20대,사무직,대졸이상,0,4
352501,여,30대,서비스/판매직,고졸이하,3,4
352603,여,20대,사무직,대졸이상,6,4
352604,여,20대,학생,대학생/대학원생,6,6
353101,여,20대,서비스/판매직,대졸이상,6,4
353201,여,20대,학생,대학생/대학원생,6,6
353301,여,20대,학생,대학생/대학원생,0,5
353501,여,20대,학생,대학생/대학원생,6,6
353701,여,20대,사무직,대졸이상,6,6
353901,여,50세 이상,서비스/판매직,고졸이하,4,0
351901,여,30대,주부,대졸이상,4,5
340901,여,50세 이상,서비스/판매직,대졸이상,6,6
340801,여,40대,서비스/판매직,고졸이하,5,5
340603,여,10대,학생,중/고등학생,5,4
320902,여,30대,사무직,대졸이상,5,3
321702,여,20대,사무직,대졸이상,4,3
322702,여,30대,사무직,대졸이상,4,5
322901,여,20대,서비스/판매직,고졸이하,6,6
323201,여,20대,서비스/판매직,고졸이하,5,5
323701,여,50세 이상,서비스/판매직,대졸이상,6,5
323802,여,50세 이상,주부,고졸이하,2,2
324102,여,30대,주부,고졸이하,3,3
324201,여,30대,사무직,대졸이상,0,3
324301,여,30대,사무직,대졸이상,0,7
324601,여,40대,서비스/판매직,대졸이상,6,6
326001,여,50세 이상,주부,고졸이하,4,4
326901,여,20대,사무직,대졸이상,6,2
327201,여,50세 이상,주부,고졸이하,4,0
327401,여,20대,사무직,대졸이상,6,6
327501,여,40대,주부,대졸이상,4,6
327801,여,50세 이상,주부,고졸이하,4,4
327901,여,40대,주부,고졸이하,2,2
327902,여,20대,사무직,대졸이상,6,6
328101,여,30대,서비스/판매직,대졸이상,4,6
328201,여,50세 이상,서비스/판매직,고졸이하,3,0
320001,여,50세 이상,서비스/판매직,고졸이하,6,3
319902,여,30대,주부,대졸이상,5,5
319801,여,50세 이상,서비스/판매직,고졸이하,5,0
319603,여,10대,학생,중/고등학생,4,4
313101,여,50세 이상,주부,고졸이하,6,6
313401,여,50세 이상,생산직,고졸이하,4,4
313501,여,30대,주부,고졸이하,4,4
313601,여,40대,주부,고졸이하,2,4
313701,여,50세 이상,서비스/판매직,고졸이하,3,0
313802,여,50세 이상,생산직,고졸이하,6,6
314101,여,50세 이상,주부,고졸이하,3,4
314302,여,50세 이상,서비스/판매직,고졸이하,5,4
314701,여,20대,학생,대학생/대학원생,6,3
314702,여,50세 이상,사무직,대졸이상,3,6
328501,여,30대,무직,대졸이상,3,4
315001,여,50세 이상,주부,대졸이상,4,4
315401,여,30대,사무직,대졸이상,6,6
317202,여,20대,학생,대학생/대학원생,6,6
317703,여,40대,서비스/판매직,고졸이하,6,6
317704,여,10대,학생,중/고등학생,6,6
318201,여,50세 이상,주부,고졸이하,4,4
318501,여,30대,주부,고졸이하,5,5
319401,여,30대,주부,고졸이하,6,0
319501,여,50세 이상,서비스/판매직,고졸이하,4,4
319502,여,20대,사무직,대졸이상,6,7
319601,여,40대,주부,대졸이상,4,4
315301,여,50세 이상,서비스/판매직,고졸이하,6,6
184001,여,20대,사무직,대졸이상,5,5
328601,여,40대,서비스/판매직,고졸이하,6,6
328801,여,50세 이상,주부,고졸이하,2,2
336001,여,50세 이상,주부,대졸이상,3,4
336102,여,30대,주부,대졸이상,2,0
336201,여,50세 이상,서비스/판매직,고졸이하,6,0
336501,여,50세 이상,주부,대졸이상,2,2
336601,여,40대,주부,대졸이상,2,0
336801,여,50세 이상,주부,고졸이하,3,3
337001,여,30대,사무직,대졸이상,6,6
337101,여,40대,서비스/판매직,고졸이하,6,6
337301,여,50세 이상,서비스/판매직,고졸이하,3,3
338502,여,50세 이상,서비스/판매직,고졸이하,6,6
338601,여,50세 이상,생산직,고졸이하,3,3
339901,여,50세 이상,서비스/판매직,대졸이상,6,6
339903,여,20대,서비스/판매직,대졸이상,6,6
339904,여,20대,서비스/판매직,대졸이상,6,6
339906,여,10대,학생,중/고등학생,4,6
340001,여,30대,주부,대졸이상,6,6
340101,여,40대,사무직,고졸이하,5,3
340201,여,50세 이상,주부,대졸이상,4,4
340301,여,20대,서비스/판매직,대졸이상,6,6
340501,여,30대,서비스/판매직,대졸이상,6,6
340601,여,30대,사무직,대졸이상,6,0
335902,여,40대,주부,대졸이상,4,4
335802,여,20대,사무직,대졸이상,6,6
335701,여,30대,주부,대졸이상,3,3
335601,여,30대,사무직,대졸이상,3,3
329001,여,40대,사무직,대졸이상,3,0
329101,여,50세 이상,주부,고졸이하,5,5
329301,여,40대,서비스/판매직,고졸이하,5,6
329401,여,50세 이상,주부,고졸이하,4,3
330201,여,50세 이상,주부,고졸이하,4,4
330301,여,50세 이상,주부,고졸이하,4,4
330401,여,40대,서비스/판매직,고졸이하,6,5
330701,여,40대,사무직,고졸이하,4,0
331201,여,50세 이상,주부,대졸이상,6,6
331301,여,50세 이상,서비스/판매직,대졸이상,6,6
328701,여,40대,서비스/판매직,대졸이상,3,3
331601,여,50세 이상,주부,고졸이하,5,5
332401,여,30대,주부,대졸이상,4,5
332601,여,30대,주부,대졸이상,3,3
332801,여,30대,사무직,대졸이상,6,5
332901,여,50세 이상,서비스/판매직,고졸이하,6,6
333001,여,30대,주부,대졸이상,5,5
334101,여,20대,학생,대학생/대학원생,6,6
334201,여,20대,사무직,고졸이하,6,6
334601,여,30대,서비스/판매직,고졸이하,6,6
335302,여,50세 이상,주부,대졸이상,4,0
335402,여,50세 이상,주부,대졸이상,2,3
332101,여,50세 이상,사무직,대졸이상,6,4
312601,여,30대,사무직,대졸이상,5,0
358602,여,30대,사무직,대졸이상,5,5
358902,여,20대,학생,대학생/대학원생,5,6
389901,여,30대,주부,대졸이상,3,5
390001,여,50세 이상,생산직,고졸이하,4,0
390101,여,30대,사무직,대졸이상,4,4
390301,여,40대,주부,고졸이하,3,3
390601,여,40대,주부,대졸이상,0,7
390901,여,40대,주부,대졸이상,6,6
391001,여,50세 이상,서비스/판매직,대졸이상,3,4
391101,여,50세 이상,서비스/판매직,대졸이상,6,6
391701,여,30대,사무직,대졸이상,6,6
391802,여,40대,서비스/판매직,대졸이상,6,6
392001,여,50세 이상,서비스/판매직,대졸이상,6,3
392101,여,40대,주부,대졸이상,6,5
392201,여,40대,생산직,고졸이하,6,6
392302,여,50세 이상,주부,대졸이상,3,6
392401,여,50세 이상,서비스/판매직,고졸이하,6,4
392501,여,50세 이상,서비스/판매직,고졸이하,4,7
392601,여,40대,사무직,대졸이상,6,6
392702,여,40대,서비스/판매직,고졸이하,4,4
392802,여,50세 이상,무직,고졸이하,3,6
393001,여,50세 이상,주부,대졸이상,6,4
393101,여,40대,사무직,대졸이상,6,6
389802,여,40대,주부,고졸이하,4,0
393202,여,50세 이상,주부,고졸이하,3,3
389601,여,50세 이상,주부,고졸이하,4,0
388801,여,50세 이상,주부,고졸이하,3,3
380501,여,50세 이상,주부,고졸이하,3,4
380601,여,50세 이상,서비스/판매직,대졸이상,6,6
380603,여,20대,서비스/판매직,대졸이상,6,6
381101,여,50세 이상,주부,고졸이하,3,3
381301,여,50세 이상,생산직,고졸이하,4,0
381701,여,30대,사무직,대졸이상,6,4
381901,여,50세 이상,서비스/판매직,고졸이하,6,0
382001,여,30대,주부,대졸이상,6,6
382101,여,40대,주부,고졸이하,4,0
382602,여,40대,서비스/판매직,고졸이하,4,0
383001,여,20대,사무직,대졸이상,4,0
383701,여,50세 이상,주부,고졸이하,3,4
383801,여,50세 이상,주부,대졸이상,5,4
384001,여,50세 이상,주부,고졸이하,3,3
384601,여,20대,사무직,대졸이상,3,6
385001,여,50세 이상,사무직,대졸이상,4,6
385301,여,50세 이상,서비스/판매직,고졸이하,3,3
385601,여,30대,서비스/판매직,대졸이상,6,0
387001,여,50세 이상,주부,고졸이하,4,0
387201,여,50세 이상,생산직,고졸이하,3,0
387301,여,40대,사무직,대졸이상,6,6
389401,여,50세 이상,주부,대졸이상,4,4
393302,여,50세 이상,주부,대졸이상,3,0
393401,여,40대,생산직,고졸이하,6,6
393501,여,30대,주부,대졸이상,6,3
402201,여,50세 이상,서비스/판매직,대졸이상,5,5
402401,여,30대,주부,대졸이상,3,4
402601,여,40대,서비스/판매직,고졸이하,5,4
402902,여,10대,무직,고졸이하,5,5
403001,여,50세 이상,주부,대졸이상,4,4
403002,여,20대,사무직,대졸이상,6,6
403003,여,20대,사무직,대졸이상,6,6
403101,여,50세 이상,주부,고졸이하,7,7
403201,여,40대,주부,대졸이상,6,0
403301,여,50세 이상,주부,고졸이하,6,6
403401,여,30대,서비스/판매직,고졸이하,6,6
403501,여,50세 이상,서비스/판매직,고졸이하,3,4
403601,여,50세 이상,서비스/판매직,고졸이하,7,3
404301,여,50세 이상,주부,고졸이하,4,4
404401,여,50세 이상,서비스/판매직,고졸이하,3,2
