PID,성별,연령,직업,학력,ott 주중 이용시간대,ott 주말 이용시간대
348201,남,50세 이상,서비스/판매직,고졸이하,4,5
284401,남,50세 이상,사무직,고졸이하,0,4
291101,남,50세 이상,생산직,대졸이상,4,4
287402,남,10대,학생,중/고등학생,6,5
347602,남,50세 이상,사무직,대졸이상,6,6
289502,남,10대,학생,중/고등학생,5,4
289503,남,40대,사무직,대졸이상,6,6
18101,남,30대,생산직,대졸이상,5,5
18002,남,10대,학생,중/고등학생,6,5
289801,남,20대,서비스/판매직,고졸이하,2,3
290001,남,50세 이상,서비스/판매직,고졸이하,4,4
346901,남,50세 이상,서비스/판매직,고졸이하,6,6
290201,남,50세 이상,무직,대졸이상,6,6
290202,남,20대,사무직,대졸이상,6,6
17602,남,30대,사무직,고졸이하,5,5
290301,남,30대,사무직,고졸이하,6,4
290401,남,30대,서비스/판매직,고졸이하,6,6
290501,남,40대,생산직,고졸이하,6,6
290601,남,40대,사무직,대졸이상,6,0
346801,남,50세 이상,서비스/판매직,고졸이하,6,6
347002,남,40대,사무직,대졸이상,6,5
347101,남,50세 이상,서비스/판매직,고졸이하,5,3
289202,남,30대,사무직,대졸이상,6,5
18201,남,30대,사무직,고졸이하,5,5
384501,남,30대,서비스/판매직,대졸이상,5,3
347502,남,50세 이상,사무직,대졸이상,6,6
287901,남,20대,학생,대학생/대학원생,6,6
76401,남,50세 이상,무직,대졸이상,6,5
386602,남,40대,서비스/판매직,대졸이상,3,4
288202,남,10대,학생,중/고등학생,5,5
288301,남,20대,학생,대학생/대학원생,6,5
287403,남,10대,학생,중/고등학생,5,5
288401,남,50세 이상,사무직,대졸이상,0,6
288601,남,40대,서비스/판매직,고졸이하,3,3
18301,남,30대,생산직,고졸이하,5,5
347301,남,40대,서비스/판매직,대졸이상,5,5
288801,남,20대,서비스/판매직,대졸이상,5,6
288802,남,20대,학생,대학생/대학원생,6,5
288901,남,50세 이상,무직,고졸이하,2,2
347201,남,50세 이상,서비스/판매직,고졸이하,4,5
22301,남,50세 이상,무직,고졸이하,5,5
175802,남,50세 이상,사무직,대졸이상,3,0
403004,남,20대,학생,대학생/대학원생,5,6
175701,남,30대,사무직,대졸이상,3,2
276601,남,40대,생산직,고졸이하,6,6
277001,남,50세 이상,사무직,대졸이상,3,3
280703,남,10대,학생,중/고등학생,0,6
62701,남,50세 이상,생산직,고졸이하,0,3
62901,남,50세 이상,생산직,고졸이하,3,3
272701,남,50세 이상,생산직,고졸이하,6,6
283601,남,50세 이상,생산직,고졸이하,3,0
63501,남,50세 이상,서비스/판매직,고졸이하,5,5
64902,남,20대,서비스/판매직,고졸이하,6,6
281703,남,20대,사무직,대졸이상,6,5
65002,남,50세 이상,무직,고졸이하,3,3
264501,남,40대,사무직,대졸이상,0,5
283301,남,30대,서비스/판매직,대졸이상,6,6
282901,남,40대,사무직,대졸이상,3,4
65502,남,30대,사무직,대졸이상,6,4
276402,남,40대,사무직,고졸이하,6,4
65602,남,50세 이상,무직,고졸이하,4,2
280001,남,40대,생산직,고졸이하,6,6
276301,남,40대,사무직,대졸이상,6,2
58601,남,40대,생산직,대졸이상,6,6
58701,남,30대,사무직,대졸이상,6,6
59502,남,50세 이상,무직,고졸이하,2,2
60101,남,20대,무직,대졸이상,2,3
60401,남,50세 이상,생산직,고졸이하,4,3
275501,남,30대,서비스/판매직,대졸이상,7,7
280401,남,50세 이상,무직,대졸이상,4,3
275602,남,20대,학생,대학생/대학원생,7,7
60801,남,30대,서비스/판매직,대졸이상,4,2
60901,남,50세 이상,생산직,대졸이상,4,0
275701,남,20대,서비스/판매직,고졸이하,0,0
275901,남,20대,서비스/판매직,고졸이하,6,6
273201,남,50세 이상,무직,고졸이하,4,4
276001,남,20대,무직,대졸이상,5,4
276201,남,20대,생산직,고졸이하,0,4
61601,남,50세 이상,무직,고졸이하,2,5
66001,남,50세 이상,생산직,고졸이하,6,3
264701,남,30대,서비스/판매직,고졸이하,1,7
282202,남,50세 이상,사무직,고졸이하,3,0
68001,남,50세 이상,서비스/판매직,대졸이상,5,5
270202,남,20대,서비스/판매직,고졸이하,6,6
68501,남,20대,학생,대학생/대학원생,3,3
68601,남,50세 이상,생산직,대졸이상,4,4
270303,남,20대,생산직,대졸이상,6,6
68901,남,30대,사무직,대졸이상,6,4
272202,남,50세 이상,무직,고졸이하,0,5
69301,남,30대,무직,고졸이하,3,3
250401,남,30대,생산직,고졸이하,5,4
250301,남,40대,생산직,고졸이하,6,6
70002,남,10대,학생,대학생/대학원생,4,4
70501,남,50세 이상,사무직,대졸이상,3,2
250201,남,50세 이상,생산직,고졸이하,3,3
297601,남,40대,사무직,대졸이상,6,6
70701,남,20대,생산직,대졸이상,5,3
268501,남,40대,사무직,대졸이상,3,4
268301,남,40대,사무직,대졸이상,3,0
67501,남,40대,사무직,대졸이상,5,5
67401,남,40대,사무직,대졸이상,5,5
282001,남,50세 이상,무직,고졸이하,5,5
66303,남,20대,서비스/판매직,고졸이하,6,4
281704,남,20대,무직,대졸이상,6,6
66502,남,30대,사무직,대졸이상,6,4
66601,남,30대,생산직,대졸이상,5,5
66701,남,30대,사무직,대졸이상,5,6
266702,남,50세 이상,서비스/판매직,고졸이하,6,5
58501,남,30대,생산직,고졸이하,5,5
66801,남,30대,생산직,대졸이상,6,0
281502,남,30대,사무직,대졸이상,5,0
66902,남,40대,사무직,대졸이상,5,4
267701,남,20대,사무직,고졸이하,6,6
67002,남,40대,생산직,대졸이상,5,0
67101,남,30대,사무직,대졸이상,5,3
67201,남,20대,학생,대학생/대학원생,5,5
67301,남,50세 이상,사무직,고졸이하,6,6
272602,남,20대,학생,대학생/대학원생,0,0
58201,남,20대,서비스/판매직,고졸이하,5,3
58101,남,50세 이상,생산직,고졸이하,5,5
58001,남,40대,서비스/판매직,대졸이상,5,5
262502,남,50세 이상,무직,고졸이하,3,3
49101,남,50세 이상,무직,고졸이하,4,4
283802,남,50세 이상,생산직,고졸이하,5,5
263802,남,10대,학생,중/고등학생,7,7
49502,남,20대,생산직,대졸이상,6,3
49701,남,50세 이상,무직,대졸이상,3,3
285801,남,20대,학생,대학생/대학원생,3,6
257501,남,50세 이상,서비스/판매직,고졸이하,5,5
257001,남,50세 이상,생산직,고졸이하,3,0
255102,남,20대,무직,고졸이하,5,3
50401,남,20대,사무직,대졸이상,6,6
251701,남,50세 이상,생산직,고졸이하,6,5
252102,남,40대,서비스/판매직,고졸이하,6,7
50902,남,40대,사무직,대졸이상,6,6
51001,남,20대,사무직,대졸이상,6,6
48101,남,50세 이상,사무직,대졸이상,3,6
283902,남,50세 이상,생산직,고졸이하,3,3
262301,남,50세 이상,무직,고졸이하,3,3
284001,남,50세 이상,서비스/판매직,고졸이하,3,3
259701,남,30대,서비스/판매직,대졸이상,5,5
45801,남,20대,생산직,고졸이하,6,5
259702,남,30대,서비스/판매직,대졸이상,6,6
285101,남,50세 이상,생산직,고졸이하,3,3
261602,남,50세 이상,무직,고졸이하,3,0
46601,남,40대,무직,대졸이상,3,3
261701,남,40대,사무직,고졸이하,7,7
252202,남,40대,사무직,대졸이상,5,3
47001,남,50세 이상,생산직,고졸이하,3,3
284102,남,40대,사무직,대졸이상,3,3
47202,남,50세 이상,생산직,고졸이하,3,3
47401,남,40대,사무직,고졸이하,4,4
261902,남,50세 이상,서비스/판매직,고졸이하,3,3
47403,남,10대,학생,대학생/대학원생,6,5
262201,남,40대,생산직,고졸이하,4,4
47601,남,50세 이상,무직,고졸이하,4,4
47101,남,40대,사무직,대졸이상,5,6
231801,남,20대,무직,고졸이하,6,6
252301,남,10대,무직,고졸이하,7,7
291802,남,30대,사무직,대졸이상,0,5
54701,남,30대,생산직,대졸이상,6,6
283603,남,20대,무직,대졸이상,3,3
55201,남,30대,사무직,대졸이상,6,4
55301,남,40대,사무직,대졸이상,6,4
264001,남,50세 이상,생산직,대졸이상,2,2
264301,남,40대,생산직,대졸이상,2,2
280302,남,40대,사무직,대졸이상,5,5
55701,남,50세 이상,무직,고졸이하,4,0
280702,남,50세 이상,사무직,대졸이상,0,6
57301,남,20대,학생,대학생/대학원생,6,5
280501,남,20대,학생,대학생/대학원생,5,5
57701,남,20대,학생,대학생/대학원생,6,5
275401,남,30대,사무직,대졸이상,0,0
57802,남,50세 이상,서비스/판매직,고졸이하,5,4
57901,남,50세 이상,생산직,고졸이하,5,3
256501,남,50세 이상,생산직,고졸이하,2,0
54601,남,40대,사무직,대졸이상,3,0
256302,남,30대,사무직,대졸이상,3,0
291002,남,50세 이상,서비스/판매직,고졸이하,3,3
52401,남,20대,서비스/판매직,고졸이하,6,5
52501,남,40대,사무직,대졸이상,3,0
291702,남,30대,서비스/판매직,대졸이상,5,6
52901,남,50세 이상,생산직,고졸이하,5,5
53101,남,50세 이상,무직,고졸이하,4,4
53201,남,30대,서비스/판매직,대졸이상,6,0
291601,남,50세 이상,생산직,고졸이하,4,4
252901,남,40대,생산직,고졸이하,6,3
256801,남,30대,사무직,대졸이상,6,6
255802,남,20대,서비스/판매직,대졸이상,7,0
53502,남,50세 이상,서비스/판매직,대졸이상,3,0
255901,남,50세 이상,서비스/판매직,고졸이하,3,2
291101,남,50세 이상,무직,고졸이하,3,3
256101,남,30대,서비스/판매직,대졸이상,6,6
53802,남,20대,사무직,대졸이상,6,6
53901,남,50세 이상,사무직,고졸이하,6,6
53402,남,50세 이상,생산직,고졸이하,3,4
70902,남,20대,무직,대졸이상,3,3
71002,남,20대,학생,대학생/대학원생,4,4
71102,남,30대,서비스/판매직,대졸이상,4,4
294201,남,50세 이상,생산직,고졸이하,3,0
86202,남,50세 이상,무직,대졸이상,4,0
246801,남,30대,서비스/판매직,대졸이상,6,6
86302,남,50세 이상,서비스/판매직,대졸이상,3,4
293802,남,50세 이상,생산직,고졸이하,4,4
86501,남,30대,무직,고졸이하,5,5
247802,남,40대,사무직,대졸이상,0,4
86602,남,10대,학생,중/고등학생,6,4
86901,남,50세 이상,서비스/판매직,고졸이하,0,3
86903,남,40대,서비스/판매직,고졸이하,0,2
87201,남,40대,생산직,고졸이하,6,0
247803,남,10대,학생,중/고등학생,0,3
248701,남,40대,사무직,대졸이상,5,5
87501,남,50세 이상,생산직,고졸이하,5,5
294703,남,10대,학생,중/고등학생,6,5
246501,남,40대,서비스/판매직,대졸이상,6,6
86101,남,20대,학생,대학생/대학원생,5,5
86001,남,50세 이상,무직,대졸이상,4,0
244401,남,50세 이상,생산직,고졸이하,3,3
244701,남,30대,사무직,대졸이상,5,4
84402,남,20대,학생,대학생/대학원생,4,4
294701,남,40대,사무직,대졸이상,6,4
84701,남,40대,사무직,대졸이상,5,4
84801,남,20대,사무직,대졸이상,6,6
84901,남,20대,학생,대학생/대학원생,4,3
245401,남,40대,사무직,대졸이상,4,5
244201,남,30대,사무직,대졸이상,5,0
246001,남,50세 이상,무직,대졸이상,5,5
85402,남,40대,사무직,대졸이상,5,4
85601,남,50세 이상,서비스/판매직,고졸이하,0,3
85701,남,50세 이상,무직,대졸이상,2,3
294501,남,40대,사무직,대졸이상,4,5
85801,남,50세 이상,무직,대졸이상,4,4
246202,남,40대,서비스/판매직,대졸이상,3,3
246401,남,50세 이상,서비스/판매직,고졸이하,3,3
246101,남,50세 이상,사무직,고졸이하,4,0
84302,남,40대,사무직,대졸이상,3,6
87901,남,50세 이상,생산직,대졸이상,3,4
88001,남,50세 이상,생산직,고졸이하,3,6
243801,남,50세 이상,생산직,고졸이하,3,3
244102,남,40대,사무직,대졸이상,6,6
295101,남,30대,서비스/판매직,고졸이하,0,4
190002,남,30대,사무직,대졸이상,0,6
321702,남,40대,서비스/판매직,고졸이하,3,6
321801,남,50세 이상,서비스/판매직,고졸이하,3,3
92202,남,50세 이상,무직,고졸이하,5,5
322001,남,40대,서비스/판매직,고졸이하,3,3
135501,남,50세 이상,사무직,대졸이상,5,3
92601,남,40대,무직,대졸이상,6,6
136101,남,30대,사무직,대졸이상,5,4
136201,남,20대,서비스/판매직,고졸이하,4,0
92902,남,50세 이상,생산직,고졸이하,3,3
136402,남,30대,사무직,대졸이상,5,0
93002,남,30대,사무직,대졸이상,5,0
90401,남,50세 이상,서비스/판매직,고졸이하,3,5
243701,남,50세 이상,사무직,대졸이상,0,3
90301,남,50세 이상,서비스/판매직,고졸이하,5,2
243501,남,30대,사무직,대졸이상,6,3
295204,남,10대,학생,중/고등학생,3,3
88601,남,50세 이상,생산직,대졸이상,2,4
241302,남,40대,사무직,대졸이상,3,3
88701,남,50세 이상,무직,대졸이상,6,3
241303,남,40대,사무직,대졸이상,0,0
88901,남,50세 이상,사무직,대졸이상,6,0
241901,남,40대,사무직,대졸이상,6,6
296301,남,20대,생산직,대졸이상,6,6
295901,남,40대,사무직,대졸이상,7,7
241904,남,10대,학생,중/고등학생,6,2
295801,남,50세 이상,생산직,대졸이상,0,3
295302,남,20대,무직,대졸이상,4,4
295203,남,20대,생산직,고졸이하,5,5
244104,남,20대,학생,대학생/대학원생,6,6
242601,남,50세 이상,생산직,고졸이하,0,4
295202,남,50세 이상,생산직,고졸이하,0,5
89002,남,40대,사무직,대졸이상,4,6
259502,남,50세 이상,서비스/판매직,대졸이상,5,6
84202,남,50세 이상,무직,대졸이상,4,4
84102,남,50세 이상,무직,고졸이하,3,3
78202,남,30대,사무직,대졸이상,3,5
236801,남,50세 이상,사무직,대졸이상,6,6
237301,남,30대,생산직,대졸이상,0,6
78501,남,40대,사무직,대졸이상,2,0
237403,남,20대,생산직,대졸이상,5,4
237404,남,20대,학생,대학생/대학원생,5,4
238701,남,30대,생산직,대졸이상,6,0
78801,남,50세 이상,무직,고졸이하,3,4
296304,남,20대,서비스/판매직,대졸이상,4,4
296303,남,50세 이상,생산직,고졸이하,5,5
78902,남,10대,학생,중/고등학생,3,4
79101,남,20대,학생,대학생/대학원생,6,6
298701,남,30대,사무직,대졸이상,0,6
231001,남,50세 이상,서비스/판매직,고졸이하,4,4
80101,남,40대,생산직,대졸이상,3,3
299002,남,20대,사무직,대졸이상,6,6
236201,남,30대,사무직,고졸이하,0,4
75501,남,40대,사무직,대졸이상,6,6
73402,남,30대,생산직,대졸이상,6,2
71401,남,40대,생산직,고졸이하,3,4
71601,남,20대,학생,대학생/대학원생,0,3
71701,남,30대,생산직,대졸이상,3,4
297902,남,30대,사무직,대졸이상,4,4
71802,남,30대,생산직,고졸이하,3,3
71903,남,30대,생산직,고졸이하,4,4
297802,남,40대,사무직,대졸이상,6,4
80102,남,10대,학생,대학생/대학원생,3,6
234501,남,30대,사무직,대졸이상,5,5
297701,남,50세 이상,사무직,대졸이상,6,6
72202,남,10대,학생,중/고등학생,5,3
234601,남,50세 이상,사무직,대졸이상,3,0
72302,남,40대,서비스/판매직,고졸이하,6,6
72402,남,40대,생산직,고졸이하,0,4
72801,남,50세 이상,생산직,고졸이하,3,3
235901,남,40대,생산직,고졸이하,5,5
72102,남,40대,사무직,대졸이상,4,0
246301,남,30대,서비스/판매직,고졸이하,5,3
80201,남,50세 이상,생산직,대졸이상,3,4
240501,남,50세 이상,사무직,대졸이상,3,6
301002,남,40대,무직,대졸이상,4,4
82201,남,50세 이상,무직,고졸이하,4,0
227001,남,50세 이상,사무직,대졸이상,6,3
227101,남,20대,생산직,고졸이하,5,5
82302,남,20대,사무직,대졸이상,5,6
82303,남,50세 이상,사무직,대졸이상,4,0
300301,남,30대,사무직,고졸이하,6,4
228101,남,50세 이상,생산직,고졸이하,3,3
300103,남,40대,사무직,대졸이상,6,6
229102,남,30대,사무직,대졸이상,5,4
240101,남,40대,사무직,대졸이상,1,5
82602,남,30대,학생,대학생/대학원생,1,1
240701,남,20대,무직,대졸이상,7,7
82901,남,50세 이상,무직,고졸이하,5,3
248801,남,30대,생산직,대졸이상,3,3
82101,남,50세 이상,무직,고졸이하,4,0
82002,남,50세 이상,생산직,고졸이하,5,3
299401,남,50세 이상,서비스/판매직,고졸이하,6,6
81901,남,10대,학생,대학생/대학원생,5,3
301101,남,30대,사무직,대졸이상,6,6
80601,남,40대,사무직,대졸이상,5,3
225103,남,20대,무직,대졸이상,6,6
80701,남,50세 이상,생산직,고졸이하,4,4
302601,남,50세 이상,무직,고졸이하,5,2
80801,남,30대,서비스/판매직,대졸이상,5,4
302102,남,50세 이상,서비스/판매직,대졸이상,6,4
80301,남,30대,무직,대졸이상,6,4
225601,남,40대,사무직,대졸이상,6,3
81001,남,40대,생산직,대졸이상,4,3
81201,남,50세 이상,서비스/판매직,고졸이하,6,3
301701,남,50세 이상,무직,고졸이하,5,5
301601,남,50세 이상,무직,고졸이하,5,5
81501,남,30대,사무직,대졸이상,6,4
301501,남,40대,사무직,대졸이상,6,6
226302,남,10대,학생,중/고등학생,6,6
80902,남,30대,생산직,대졸이상,6,4
285501,남,40대,생산직,대졸이상,5,5
285601,남,30대,서비스/판매직,고졸이하,3,5
44602,남,40대,생산직,대졸이상,7,0
11302,남,30대,사무직,대졸이상,5,5
11701,남,50세 이상,생산직,고졸이하,5,5
304102,남,50세 이상,사무직,대졸이상,6,6
11802,남,40대,생산직,고졸이하,5,5
12002,남,50세 이상,무직,고졸이하,4,4
224501,남,20대,사무직,대졸이상,6,6
12102,남,30대,생산직,고졸이하,4,5
12201,남,40대,생산직,대졸이상,4,4
224601,남,10대,무직,고졸이하,3,3
220901,남,40대,서비스/판매직,고졸이하,2,5
12402,남,30대,사무직,대졸이상,4,4
220201,남,20대,생산직,대졸이상,5,5
12502,남,20대,사무직,대졸이상,5,5
12602,남,30대,서비스/판매직,고졸이하,5,5
215302,남,50세 이상,서비스/판매직,대졸이상,3,3
304602,남,50세 이상,생산직,대졸이상,5,5
222804,남,20대,사무직,대졸이상,6,4
11002,남,30대,사무직,대졸이상,5,4
222801,남,50세 이상,생산직,고졸이하,3,3
305702,남,50세 이상,생산직,고졸이하,3,0
222201,남,40대,생산직,고졸이하,3,0
305602,남,20대,무직,대졸이상,6,6
10002,남,30대,무직,고졸이하,5,5
10004,남,10대,학생,중/고등학생,5,6
10101,남,50세 이상,생산직,고졸이하,0,4
10202,남,40대,서비스/판매직,대졸이상,4,0
13001,남,50세 이상,사무직,대졸이상,4,4
305103,남,50세 이상,사무직,대졸이상,3,3
10601,남,50세 이상,생산직,고졸이하,3,4
222501,남,50세 이상,생산직,고졸이하,3,4
305001,남,20대,학생,대학생/대학원생,6,6
10802,남,50세 이상,무직,고졸이하,3,0
10803,남,20대,무직,대졸이상,5,5
220802,남,20대,학생,대학생/대학원생,6,6
222702,남,20대,학생,대학생/대학원생,4,5
10402,남,30대,생산직,고졸이하,5,4
222101,남,50세 이상,서비스/판매직,고졸이하,3,3
217201,남,50세 이상,서비스/판매직,고졸이하,4,4
215401,남,50세 이상,무직,고졸이하,4,0
16302,남,30대,생산직,고졸이하,4,4
307201,남,20대,서비스/판매직,대졸이상,4,5
307101,남,30대,서비스/판매직,대졸이상,6,6
218405,남,20대,학생,대학생/대학원생,6,3
306701,남,50세 이상,생산직,고졸이하,3,3
218604,남,40대,사무직,대졸이상,3,3
218902,남,10대,학생,고졸이하,4,3
17102,남,20대,학생,대학생/대학원생,5,5
314503,남,10대,학생,중/고등학생,5,5
17202,남,50세 이상,서비스/판매직,대졸이상,5,0
205001,남,50세 이상,생산직,고졸이하,3,0
17501,남,10대,학생,대학생/대학원생,6,4
17601,남,20대,학생,대학생/대학원생,5,4
314601,남,40대,생산직,고졸이하,6,6
17901,남,20대,서비스/판매직,대졸이상,6,5
307401,남,30대,생산직,고졸이하,6,6
16002,남,10대,학생,대학생/대학원생,6,6
219502,남,30대,사무직,고졸이하,6,6
15202,남,40대,사무직,대졸이상,0,3
215501,남,50세 이상,서비스/판매직,고졸이하,4,4
13501,남,50세 이상,서비스/판매직,대졸이상,4,4
13601,남,40대,기타,고졸이하,4,4
307801,남,50세 이상,무직,대졸이상,3,0
13901,남,40대,사무직,고졸이하,4,4
215801,남,40대,사무직,대졸이상,4,3
307701,남,40대,사무직,대졸이상,6,6
13202,남,50세 이상,사무직,대졸이상,5,5
217002,남,20대,서비스/판매직,대졸이상,4,4
14403,남,20대,무직,대졸이상,6,3
14404,남,20대,학생,대학생/대학원생,6,6
14602,남,20대,학생,대학생/대학원생,6,6
14701,남,40대,생산직,대졸이상,0,3
14902,남,20대,사무직,대졸이상,6,6
307501,남,40대,생산직,고졸이하,4,4
307402,남,30대,서비스/판매직,고졸이하,6,5
14202,남,30대,사무직,대졸이상,6,0
18101,남,20대,학생,대학생/대학원생,6,6
9702,남,50세 이상,무직,고졸이하,4,4
9402,남,30대,생산직,대졸이상,5,5
211802,남,10대,학생,중/고등학생,6,4
3401,남,30대,생산직,고졸이하,6,4
212502,남,40대,서비스/판매직,대졸이상,2,3
3601,남,50세 이상,생산직,고졸이하,5,3
3701,남,20대,무직,대졸이상,6,6
309602,남,50세 이상,사무직,대졸이상,6,4
213002,남,50세 이상,생산직,고졸이하,3,3
311701,남,40대,서비스/판매직,대졸이상,0,6
207201,남,20대,생산직,고졸이하,3,3
4501,남,50세 이상,무직,대졸이상,4,3
207002,남,50세 이상,무직,고졸이하,3,3
4602,남,50세 이상,사무직,대졸이상,3,5
313201,남,50세 이상,생산직,대졸이상,0,3
4702,남,20대,사무직,대졸이상,6,6
4801,남,30대,사무직,대졸이상,6,6
211604,남,20대,학생,대학생/대학원생,3,3
309702,남,50세 이상,무직,대졸이상,6,4
211602,남,50세 이상,사무직,대졸이상,3,2
309802,남,30대,사무직,대졸이상,6,3
1701,남,50세 이상,생산직,고졸이하,5,3
2001,남,30대,사무직,대졸이상,5,3
208302,남,40대,생산직,고졸이하,4,4
2101,남,40대,생산직,고졸이하,3,2
209201,남,30대,무직,고졸이하,6,6
2201,남,40대,사무직,대졸이상,5,3
309903,남,50세 이상,생산직,고졸이하,4,4
205101,남,10대,무직,고졸이하,7,6
209603,남,50세 이상,서비스/판매직,고졸이하,6,6
2601,남,40대,생산직,고졸이하,3,3
209702,남,40대,생산직,대졸이상,3,0
309901,남,30대,사무직,대졸이상,6,3
2702,남,40대,생산직,고졸이하,4,4
210702,남,50세 이상,생산직,대졸이상,6,6
211401,남,30대,기타,대졸이상,6,4
2705,남,10대,학생,대학생/대학원생,5,2
2302,남,30대,사무직,대졸이상,5,3
306301,남,40대,무직,대졸이상,5,5
4901,남,30대,생산직,대졸이상,5,4
205301,남,20대,사무직,대졸이상,0,3
312901,남,30대,사무직,대졸이상,5,6
7701,남,30대,사무직,대졸이상,5,3
205802,남,50세 이상,서비스/판매직,고졸이하,0,7
312801,남,30대,생산직,고졸이하,6,7
7901,남,50세 이상,생산직,고졸이하,5,3
312301,남,30대,서비스/판매직,대졸이상,5,5
206601,남,10대,학생,대학생/대학원생,7,7
206801,남,40대,사무직,대졸이상,3,3
213802,남,40대,사무직,대졸이상,6,3
9002,남,40대,무직,대졸이상,2,2
309501,남,30대,사무직,대졸이상,3,3
308101,남,50세 이상,무직,고졸이하,3,3
9202,남,20대,학생,대학생/대학원생,3,3
9301,남,20대,사무직,대졸이상,5,4
222602,남,20대,학생,대학생/대학원생,5,5
205702,남,30대,사무직,대졸이상,6,0
7501,남,50세 이상,생산직,고졸이하,5,5
7402,남,30대,사무직,대졸이상,3,6
7301,남,30대,무직,대졸이상,6,6
314403,남,20대,사무직,대졸이상,6,6
205401,남,50세 이상,생산직,고졸이하,7,7
5401,남,30대,생산직,대졸이상,3,5
5501,남,20대,생산직,대졸이상,6,5
5601,남,40대,사무직,대졸이상,3,5
5701,남,50세 이상,무직,고졸이하,4,3
314302,남,50세 이상,서비스/판매직,대졸이상,5,5
5201,남,30대,사무직,대졸이상,3,6
6002,남,50세 이상,생산직,고졸이하,3,4
205501,남,50세 이상,사무직,대졸이상,0,3
313702,남,10대,학생,중/고등학생,6,4
6701,남,50세 이상,무직,고졸이하,4,0
6901,남,50세 이상,무직,고졸이하,4,3
313001,남,40대,사무직,대졸이상,7,7
206901,남,30대,서비스/판매직,대졸이상,6,6
7202,남,20대,학생,대학생/대학원생,5,3
6101,남,50세 이상,생산직,고졸이하,5,3
93201,남,30대,생산직,대졸이상,5,5
18201,남,20대,사무직,대졸이상,6,4
197901,남,50세 이상,무직,고졸이하,4,4
316901,남,50세 이상,서비스/판매직,고졸이하,3,6
36001,남,10대,학생,대학생/대학원생,4,6
203402,남,30대,서비스/판매직,대졸이상,5,5
316101,남,40대,사무직,고졸이하,3,4
36302,남,20대,학생,대학생/대학원생,4,4
315801,남,40대,서비스/판매직,고졸이하,6,6
36502,남,40대,사무직,대졸이상,3,0
315701,남,40대,서비스/판매직,고졸이하,6,0
204502,남,50세 이상,사무직,대졸이상,3,3
36603,남,20대,학생,대학생/대학원생,6,3
315402,남,40대,생산직,고졸이하,6,6
36901,남,40대,서비스/판매직,고졸이하,0,4
37001,남,50세 이상,서비스/판매직,고졸이하,0,4
204702,남,30대,사무직,대졸이상,0,0
201602,남,40대,사무직,대졸이상,5,5
316201,남,30대,서비스/판매직,대졸이상,3,6
202602,남,10대,학생,대학생/대학원생,6,6
316401,남,40대,서비스/판매직,고졸이하,6,7
34702,남,30대,서비스/판매직,고졸이하,6,5
31802,남,50세 이상,생산직,고졸이하,6,6
32301,남,50세 이상,생산직,고졸이하,5,5
316701,남,30대,사무직,고졸이하,3,6
32402,남,50세 이상,생산직,고졸이하,3,3
32601,남,50세 이상,서비스/판매직,고졸이하,4,4
33001,남,40대,서비스/판매직,고졸이하,6,3
202002,남,30대,사무직,대졸이상,6,6
201402,남,40대,사무직,대졸이상,6,6
33201,남,20대,기타,대졸이상,5,2
33401,남,20대,기타,대졸이상,6,5
33501,남,20대,기타,대졸이상,5,5
316601,남,30대,생산직,고졸이하,6,6
33701,남,20대,기타,대졸이상,5,6
33801,남,20대,기타,고졸이하,5,6
202102,남,30대,사무직,대졸이상,6,6
202302,남,20대,학생,대학생/대학원생,4,0
33301,남,20대,기타,대졸이상,5,5
203201,남,20대,무직,대졸이상,3,3
199401,남,50세 이상,사무직,대졸이상,1,0
200201,남,40대,사무직,대졸이상,6,0
200303,남,10대,학생,중/고등학생,6,6
42001,남,50세 이상,생산직,고졸이하,4,4
200402,남,20대,서비스/판매직,대졸이상,3,3
200502,남,50세 이상,사무직,고졸이하,3,3
200801,남,40대,생산직,고졸이하,3,3
317101,남,40대,생산직,대졸이상,3,6
42801,남,50세 이상,무직,고졸이하,4,4
42901,남,30대,사무직,대졸이상,0,4
201001,남,40대,생산직,고졸이하,2,2
201002,남,10대,학생,대학생/대학원생,4,5
304002,남,40대,사무직,대졸이상,6,3
303001,남,10대,서비스/판매직,고졸이하,6,5
352501,남,20대,학생,대학생/대학원생,6,6
44502,남,30대,생산직,대졸이상,3,5
225001,남,30대,사무직,대졸이상,6,6
317001,남,40대,사무직,고졸이하,5,4
200302,남,10대,학생,대학생/대학원생,6,6
200101,남,30대,서비스/판매직,고졸이하,6,6
41601,남,50세 이상,서비스/판매직,고졸이하,4,4
317202,남,10대,학생,대학생/대학원생,6,4
199403,남,10대,학생,대학생/대학원생,6,4
199501,남,30대,서비스/판매직,대졸이상,5,0
38501,남,50세 이상,생산직,고졸이하,6,6
38602,남,50세 이상,생산직,고졸이하,2,2
39601,남,30대,무직,고졸이하,4,3
39903,남,30대,생산직,고졸이하,6,3
37402,남,50세 이상,사무직,대졸이상,3,4
199701,남,50세 이상,사무직,고졸이하,3,0
40203,남,30대,사무직,대졸이상,5,5
40602,남,20대,서비스/판매직,대졸이상,5,5
41101,남,50세 이상,무직,고졸이하,3,3
41201,남,30대,생산직,고졸이하,3,4
395802,남,50세 이상,서비스/판매직,고졸이하,3,3
41401,남,30대,무직,대졸이상,6,0
41501,남,50세 이상,무직,고졸이하,6,4
199801,남,40대,생산직,고졸이하,4,4
18301,남,20대,학생,대학생/대학원생,6,5
