code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders
182355,분노의 질주: 홉스&amp;쇼,"2,104",이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.78,8.92,"[8.77, 8.94, 8.89, 8.6, 8.6]","['62%', '38%']"
182017,굿 보이즈,,,,,,
185340,호신술의 모든 것,,,,,,
194802,Da 5 블러드,,,,,,"['27%', '24%']"
194803,라스트 데이스 오브 아메리칸 크라임,,,,,,"['18%', '12%']"
191002,아임 노 롱거 히어,,,,,,
193856,러브버드,,,,,,"['12%', '38%']"
190720,젠틀맨,62,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.56,9.32,"[0.0, 9.04, 8.83, 7.8, 8.5]","['69%', '31%']"
194318,넌 실수였어,,,,,,"['21%', '42%']"
193488,반쪽의 이야기,,,,,,"['23%', '24%']"
194726,리치 인 러브,,,,,,"['15%', '12%']"
192481,익스트랙션,,,,,,"['37%', '24%']"
174808,사냥의 시간,,,,,,"['22%', '36%']"
192027,블랙 앤 블루,,,,,,"['28%', '36%']"
193921,윌러비 가족,,,,,,"['22%', '2%']"
176306,남산의 부장들,"2,052",이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.46,8.46,"[8.65, 8.6, 8.47, 8.22, 8.38]","['66%', '34%']"
74407,좀비랜드: 더블 탭,96,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.59,7.9,"[9.4, 8.61, 7.92, 8.5, 8.0]","['79%', '21%']"
191918,세르지우,,,,,,"['14%', '18%']"
181695,리틀,,,,,,
189712,코드 8,1,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,5.0,0.0,"[0.0, 0.0, 5.0, 0.0, 0.0]","['100%', '22%']"
193828,타이거테일,,,,,,"['17%', '33%']"
12781,메인 이벤트,,,,,,"['100%', '0%']"
190806,스쿨 라이프,,,,,,
193827,러브 웨딩 리피트,,,,,,"['19%', '41%']"
193079,솔 레반테,,,,,,
199586,365일,,,,,,"['17%', '20%']"
177509,미스터 주: 사라진 VIP,231,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.1,7.04,"[8.0, 7.3, 7.92, 7.67, 7.56]","['56%', '44%']"
127858,추억의 마니,160,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.89,8.63,"[9.33, 8.76, 8.64, 8.54, 0.0]","['33%', '67%']"
24008,귀를 기울이면,,,,,,"['19%', '9%']"
39640,하울의 움직이는 성,541,이 영화는 10대 여성이 좋아하는 OST가 뛰어난 영화입니다.,9.31,9.37,"[9.66, 9.31, 9.22, 9.39, 9.09]","['31%', '69%']"
83410,코쿠리코 언덕에서,,,,,,"['14%', '7%']"
193862,와인을 딸 시간,,,,,,"['23%', '18%']"
191759,너를 정리하는 법,,,,,,"['27%', '18%']"
35012,주윤발의 영기박인,,,,,,
193124,얼터드 카본: 리슬리브,,,,,,
183876,시동,"1,799",이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,8.38,"[8.59, 8.65, 8.65, 8.77, 8.43]","['55%', '45%']"
191518,오버커머,,,,,,
185131,김복동,169,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.69,9.89,"[9.71, 9.76, 9.91, 9.87, 10.0]","['29%', '71%']"
171540,야생마와 죄수,,,,,,
191916,로스트 걸스,,,,,,
172113,이별의 아침에 약속의 꽃을 장식하자,82,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.85,9.43,"[9.0, 9.13, 9.18, 9.0, 9.0]","['57%', '43%']"
175318,너의 췌장을 먹고 싶어,132,이 영화는 10대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.34,8.81,"[9.25, 8.31, 8.05, 8.75, 9.25]","['67%', '33%']"
192361,7번방의 기적,,,,,,
140648,사비,,,,,,
191686,스펜서 컨피덴셜,,,,,,"['28%', '32%']"
30775,옥토버 스카이,,,,,,
146534,자백,746,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.55,9.65,"[9.73, 9.54, 9.68, 9.58, 9.52]","['50%', '50%']"
165022,호텔 뭄바이,126,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.94,9.27,"[10.0, 9.21, 9.06, 8.75, 9.11]","['56%', '44%']"
154419,레이디 맥베스,135,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.74,7.99,"[10.0, 7.87, 7.98, 8.0, 7.7]","['29%', '71%']"
34090,이웃집 야마다군,,,,,,"['26%', '5%']"
193864,"눈부신 세상 끝에서, 너와 나",,,,,,"['18%', '20%']"
191923,마지막 게임,,,,,,"['15%', '36%']"
182387,윤희에게,505,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.75,9.39,"[9.65, 9.4, 9.07, 8.58, 8.26]","['25%', '75%']"
189053,블랙머니,860,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.63,8.89,"[9.7, 8.73, 8.82, 8.72, 8.51]","['55%', '45%']"
190026,숀더쉽 더 무비: 꼬마 외계인 룰라!,32,이 영화는 40대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,10.0,9.64,"[8.0, 9.93, 9.45, 10.0, 10.0]","['22%', '78%']"
187318,드래곤 퀘스트 유어 스토리,,,,,,"['21%', '6%']"
191641,내가 사랑했던 모든 남자들에게: P.S. 여전히 널 사랑해,,,,,,"['15%', '25%']"
191913,호스 걸,,,,,,
182046,레이트 나이트,,,,,,
173653,"그날, 바다","1,554",이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.79,9.84,"[9.6, 9.84, 9.83, 9.81, 9.76]","['46%', '54%']"
179430,모어 댄 블루,25,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.17,7.69,"[7.0, 7.94, 9.0, 8.0, 0.0]","['48%', '52%']"
132946,4등,115,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.93,8.59,"[10.0, 8.6, 8.82, 8.61, 9.67]","['36%', '64%']"
19302,붉은 돼지,,,,,,"['22%', '10%']"
130267,다시..올래,2,이 영화는 30대 여성이 좋아하는 영화입니다.,10.0,0.0,"[0.0, 0.0, 10.0, 10.0, 0.0]",['100%']
57412,게드전기 - 어스시의 전설,,,,,,"['14%', '9%']"
103774,마녀 배달부 키키,,,,,,
18782,천공의 성 라퓨타,,,,,,"['21%', '11%']"
189112,언컷 젬스,,,,,,"['27%', '32%']"
191932,미스 아메리카나,,,,,,"['24%', '8%']"
164172,내안의 그놈,"1,716",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.7,8.81,"[9.14, 8.84, 8.7, 8.49, 8.63]","['42%', '58%']"
180381,장난스런 키스,497,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.42,8.58,"[9.08, 8.36, 8.19, 8.65, 9.36]","['23%', '77%']"
188761,"아호, 나의 아들",,,,,,
170475,에어플레인 모드,,,,,,
193863,폴 프롬 그레이스,,,,,,"['24%', '28%']"
189971,니 노 쿠니,,,,,,
182205,가장 보통의 연애,"1,294",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.61,8.48,"[8.93, 8.54, 8.64, 8.4, 8.03]","['46%', '54%']"
175404,두번할까요,94,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.39,7.91,"[0.0, 7.52, 7.81, 5.36, 5.83]","['44%', '56%']"
168725,귀신 이야기,,,,,,
190597,"핫 기믹: 소녀, 소년을 만나다",,,,,,
180374,마이펫의 이중생활2,839,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.09,8.96,"[9.71, 9.06, 9.01, 8.93, 8.71]","['24%', '76%']"
177381,펭귄 하이웨이,67,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.26,6.24,"[8.8, 6.74, 7.26, 7.69, 0.0]","['51%', '49%']"
171515,스위트하트,,,,,,
174797,판소리 복서,138,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.09,9.32,"[0.0, 9.16, 9.3, 8.96, 9.47]","['50%', '50%']"
189111,두 교황,131,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.26,9.36,"[0.0, 8.95, 9.31, 9.46, 9.47]","['41%', '59%']"
49230,허니와 클로버 - 시리즈,,,,,,
198564,사라져버린,,,,,,"['29%', '22%']"
189049,6 언더그라운드,,,,,,"['29%', '15%']"
182014,미드소마,257,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,7.61,7.7,"[6.25, 7.59, 7.94, 7.75, 7.25]","['44%', '56%']"
188056,결혼 이야기,168,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.79,8.99,"[9.0, 9.04, 8.87, 8.78, 8.56]","['38%', '62%']"
175316,"힘을 내요, 미스터 리",592,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.34,8.37,"[8.08, 8.38, 8.55, 8.11, 8.42]","['45%', '55%']"
164968,노 게임 노 라이프 -제로-,1,이 영화는 10대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.0,0.0,"[0.0, 8.0, 0.0, 0.0, 0.0]","['100%', '25%']"
164155,벽 속에 숨은 마법시계,248,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,7.95,7.83,"[7.3, 7.41, 8.0, 8.64, 7.31]","['38%', '62%']"
201288,신데렐라의 크리스마스,,,,,,"['17%', '17%']"
187828,쇼 브라더스의 쿵푸 신드롬,,,,,,"['0%', '0%']"
185272,애틀란틱스,,,,,,"['30%', '20%']"
172458,첫키스만 50번째,,,,,,"['17%', '34%']"
157052,칼루시,,,,,,
154298,아이리시맨,264,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,8.63,"[7.0, 9.15, 8.51, 8.81, 8.61]","['80%', '20%']"
142266,그대 이름은 장미,79,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.28,7.89,"[10.0, 7.79, 6.77, 7.65, 7.58]","['41%', '59%']"
206634,가택연금,,,,,,
189670,지진새,,,,,,"['14%', '45%']"
191613,클라우스,,,,,,"['21%', '10%']"
172392,체리 보이즈,,,,,,
201959,실종: 사라진 사람들,,,,,,"['24%', '10%']"
179158,유열의 음악앨범,794,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.74,7.84,"[7.52, 7.59, 7.84, 8.09, 8.23]","['38%', '62%']"
187526,더 킹: 헨리 5세,81,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.88,8.73,"[10.0, 8.36, 8.41, 8.22, 8.6]","['40%', '60%']"
192608,범죄도시2,,,,,,
184915,풀 메탈 패닉 보이 밋 걸,,,,,,
188990,내 이름은 돌러마이트,,,,,,"['0%', '40%']"
142699,원라인,923,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.67,8.69,"[8.83, 8.66, 8.55, 8.77, 9.08]","['50%', '50%']"
104283,시험에 들지 말게 하옵시며,,,,,,"['33%', '33%']"
179976,일라이,,,,,,"['21%', '30%']"
182084,운즈,,,,,,
188045,시크릿 세탁소,,,,,,"['30%', '30%']"
196950,내가 누구인지 말해주오,,,,,,"['43%', '0%']"
190004,브레이킹 배드 무비: 엘 카미노,,,,,,"['8%', '46%']"
203220,사랑 없는 숲,,,,,,"['25%', '12%']"
192611,프랙처드,,,,,,"['25%', '31%']"
174301,카메라를 멈추면 안 돼!,663,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.16,8.97,"[9.15, 9.17, 9.0, 8.87, 8.59]","['49%', '51%']"
189337,높은 풀 속에서,,,,,,
150637,남한산성,"4,802",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.21,8.12,"[7.83, 8.21, 8.09, 8.13, 8.35]","['56%', '44%']"
140696,희생부활자,355,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.74,6.49,"[6.15, 6.52, 7.07, 6.29, 7.0]","['49%', '51%']"
181912,파이브 피트,123,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.23,8.9,"[8.93, 9.33, 9.21, 7.27, 8.44]","['32%', '68%']"
168086,원더랜드,57,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.58,8.51,"[0.0, 7.0, 8.45, 8.75, 0.0]","['21%', '79%']"
179975,왓 맨 원트,,,,,,
168044,나이트 스쿨,,,,,,
99470,버더: 더 센트럴 파크 이펙트,,,,,,
171750,여곡성,7,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,5.67,1.0,"[1.0, 3.67, 6.0, 8.5, 0.0]","['86%', '14%']"
167374,뷰티풀 데이즈,25,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.2,8.33,"[7.0, 8.17, 8.44, 8.0, 9.0]","['40%', '60%']"
192483,비트윈 투 펀스: 투어 스페셜,,,,,,"['20%', '20%']"
169241,상해보루,,,,,,
192482,톨 걸,,,,,,"['17%', '19%']"
86137,붉은 바캉스 검은 웨딩,,,,,,"['13%', '33%']"
162173,노무현입니다,"3,295",이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.4,9.56,"[9.42, 9.47, 9.55, 9.47, 9.37]","['43%', '57%']"
146506,군함도,"9,106",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.36,7.35,"[7.36, 7.13, 7.31, 7.66, 7.77]","['46%', '54%']"
121303,빅터 영 페레즈,1,"이 영화는 40대 남성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",9.0,0.0,"[0.0, 9.0, 0.0, 0.0, 0.0]","['100%', '0%']"
137008,리얼,651,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,4.3,4.57,"[4.58, 4.3, 4.31, 5.02, 4.54]","['49%', '51%']"
154112,불한당: 나쁜 놈들의 세상,"1,071",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.82,8.47,"[8.74, 8.41, 7.87, 7.66, 7.49]","['50%', '50%']"
134895,봉이 김선달,"2,693",이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.1,8.36,"[8.86, 8.3, 8.04, 8.24, 8.34]","['40%', '60%']"
144280,임금님의 사건수첩,"2,547",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.03,8.07,"[8.4, 8.03, 7.87, 8.18, 8.3]","['41%', '59%']"
146469,택시운전사,"18,925",이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.21,9.34,"[9.59, 9.35, 9.2, 9.18, 9.16]","['46%', '54%']"
127382,조작된 도시,"3,974",이 영화는 20대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.36,8.76,"[8.49, 8.47, 8.57, 8.77, 8.78]","['49%', '51%']"
142384,공조,"14,089",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.77,8.89,"[9.29, 8.88, 8.67, 8.83, 8.92]","['46%', '54%']"
146530,장기왕: 가락시장 레볼루션,24,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.43,9.24,"[0.0, 9.45, 8.82, 7.0, 8.0]","['29%', '71%']"
142459,은하비디오,,,,,,
143473,아빠는 딸,"1,065",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.66,8.47,"[9.22, 8.58, 8.29, 8.64, 8.46]","['50%', '50%']"
142304,뚜르: 내 생애 최고의 49일,103,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.46,9.55,"[0.0, 9.7, 9.57, 9.05, 9.3]","['57%', '43%']"
175040,수영장으로 간 남자들,33,"이 영화는 30대 남성이 좋아하는 스토리, 연출이 뛰어난 영화입니다.",9.25,8.95,"[9.0, 8.8, 9.18, 10.0, 9.0]","['36%', '64%']"
13895,백 투 스쿨,,,,,,"['50%', '50%']"
174627,헬 페스트,4,이 영화는 30대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,10.0,5.33,"[0.0, 6.0, 8.0, 6.0, 0.0]","['25%', '75%']"
144266,후드,332,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.92,8.34,"[8.71, 8.11, 8.06, 8.05, 8.04]","['60%', '40%']"
172805,인스턴트 패밀리,,,,,,
194730,섹스튜플리츠,,,,,,"['44%', '33%']"
193601,불굴의 보디빌더 - 칼럼 본 모거,,,,,,
154270,몰리스 게임,24,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.29,8.8,"[9.0, 8.0, 8.5, 10.0, 8.33]","['58%', '42%']"
187336,아더후드,,,,,,"['23%', '46%']"
168013,쏘리 투 보더 유,,,,,,
168042,오버로드,,,,,,
149059,세일즈맨,45,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.15,8.79,"[10.0, 8.25, 8.6, 8.29, 8.5]","['58%', '42%']"
164139,범블비,"1,720",이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.67,8.87,"[9.42, 8.81, 8.62, 8.78, 8.75]","['55%', '45%']"
10922,고령가 소년 살인사건,62,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.42,8.92,"[8.0, 9.22, 9.07, 8.75, 8.0]","['39%', '61%']"
39893,아직 멀었어요?,,,,,,
167603,레드 씨 다이빙 리조트,,,,,,"['24%', '29%']"
179866,걸스 위드 볼스,,,,,,
181210,귀신 상담사,,,,,,
56631,천배불취,,,,,,
10062,프레데터 2,,,,,,"['29%', '16%']"
180026,유혹의 계절,,,,,,"['21%', '35%']"
146508,죽여주는 여자,316,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.28,8.51,"[8.83, 8.48, 8.66, 8.35, 7.85]","['29%', '71%']"
160721,박화영,277,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,8.82,"[8.19, 8.89, 8.88, 8.5, 9.25]","['43%', '57%']"
141206,궁합,"1,817",이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.36,7.55,"[6.81, 7.43, 7.22, 7.87, 7.72]","['37%', '63%']"
157974,살인소설,44,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.08,7.53,"[10.0, 7.73, 6.67, 7.23, 0.0]","['57%', '43%']"
63969,카모메 식당,5,"이 영화는 20대 여성이 좋아하는 영상미, 연출이 뛰어난 영화입니다.",0.0,9.0,"[0.0, 9.0, 8.0, 10.0, 9.0]","['100%', '27%']"
58333,혐오스런 마츠코의 일생,,,,,,"['22%', '20%']"
99664,만전천심,,,,,,
168298,지금 만나러 갑니다,"2,497",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,8.97,"[9.32, 9.07, 8.88, 8.7, 8.77]","['48%', '52%']"
38823,불량 공주 모모코,,,,,,"['27%', '18%']"
140652,너의 결혼식,"5,310",이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.11,8.91,"[9.43, 9.12, 8.68, 8.65, 8.53]","['46%', '54%']"
168069,쟈니 잉글리쉬 3: 스트라이크 어게인,,,,,,
83214,복숭아나무,,,,,,"['17%', '29%']"
163711,포인트 블랭크,,,,,,
186402,키드냅핑 스텔라,,,,,,
179327,행복도시,,,,,,
193041,그 후,,,,,,
146524,보안관,"4,029",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.36,8.17,"[8.83, 8.3, 8.11, 8.22, 8.23]","['50%', '50%']"
153652,청년경찰,"7,543",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.08,9.0,"[9.4, 9.17, 8.85, 8.69, 8.55]","['45%', '55%']"
120165,해어화,710,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.24,"[8.09, 8.32, 7.91, 8.4, 8.35]","['35%', '65%']"
172085,샤프트,,,,,,
200404,령,,,,,,
41350,야수와 미녀,,,,,,"['21%', '31%']"
74315,고지전,,,,,,"['25%', '26%']"
93728,관상,,,,,,"['23%', '34%']"
167105,암수살인,"6,161",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.6,8.56,"[8.9, 8.67, 8.49, 8.32, 8.51]","['53%', '47%']"
91073,박수건달,,,,,,"['19%', '44%']"
76080,조선명탐정: 각시투구꽃의 비밀,,,,,,"['24%', '37%']"
82906,미확인 동영상 : 절대클릭금지,,,,,,"['19%', '34%']"
164173,뺑반,"1,448",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.83,7.35,"[7.07, 7.23, 6.8, 7.3, 7.41]","['39%', '61%']"
165748,조선명탐정: 흡혈괴마의 비밀,"2,009",이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.56,7.47,"[7.53, 7.44, 7.61, 7.64, 7.12]","['48%', '52%']"
84899,원더풀 라디오,,,,,,"['16%', '37%']"
110246,더 플레이어,,,,,,
182163,비츠,,,,,,
159716,나의 서른에게,19,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.4,8.93,"[0.0, 8.5, 9.5, 10.0, 0.0]","['26%', '74%']"
164151,변산,448,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.44,"[8.0, 8.39, 8.1, 8.7, 8.13]","['45%', '55%']"
92536,히든 페이스,,,,,,"['23%', '21%']"
10101,로마의 휴일,4,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,10.0,"[10.0, 10.0, 9.5, 0.0, 0.0]","['25%', '75%']"
148946,키코리키: 황금모자의 비밀,43,이 영화는 30대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,6.33,7.54,"[0.0, 7.4, 7.23, 7.45, 10.0]","['14%', '86%']"
159877,레슬러,647,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.5,6.36,"[3.64, 6.37, 6.75, 6.39, 6.77]","['43%', '57%']"
155716,박열,"3,216",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.5,8.46,"[9.13, 8.58, 8.27, 8.29, 8.27]","['50%', '50%']"
173103,머더 미스터리,,,,,,
168083,블랙클랜스맨,,,,,,
47115,여죄수 사소리 2 - 41호 감방,,,,,,
30317,더 셀,,,,,,"['27%', '12%']"
186603,롤링 선더 레뷰 - 마틴 스코세이지의 밥 딜런 이야기,,,,,,
72930,블랙 대부,,,,,,
182045,나의 마더,,,,,,
175792,올 이즈 굿,,,,,,"['0%', '100%']"
159848,더 포스트,326,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.82,8.78,"[9.25, 8.76, 8.74, 8.62, 9.04]","['46%', '54%']"
159146,부에나 비스타 소셜 클럽2: 아디오스,24,이 영화는 30대 남성이 좋아하는 영화입니다.,9.0,8.8,"[0.0, 9.33, 9.18, 10.0, 7.2]","['38%', '62%']"
145292,"당신, 거기 있어줄래요","2,889",이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.92,8.65,"[9.14, 8.86, 8.52, 8.39, 8.78]","['54%', '46%']"
186092,우리 사이 어쩌면,,,,,,"['22%', '31%']"
167099,사바하,"1,920",이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.48,7.33,"[6.5, 7.3, 7.69, 7.36, 7.45]","['57%', '43%']"
92125,헌터 킬러,101,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.02,8.88,"[10.0, 9.03, 8.86, 8.86, 9.2]","['83%', '17%']"
192479,림 오브 더 월드,,,,,,"['25%', '14%']"
184234,퍼펙션,,,,,,
183286,퓨리,,,,,,
184233,어제가 오면,,,,,,"['29%', '19%']"
177943,굿 샘,,,,,,
65290,도쿄 타워,,,,,,"['18%', '37%']"
53065,가슴 배구단,,,,,,"['13%', '21%']"
144215,아토믹 블론드,351,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.85,8.23,"[8.25, 8.07, 7.88, 8.02, 8.32]","['52%', '48%']"
184239,말리부 주니어 구조대,,,,,,"['0%', '0%']"
192478,와인 컨트리,,,,,,"['25%', '25%']"
171024,드라이 마티나,,,,,,
31801,봄날은 간다,16,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.17,9.4,"[8.0, 9.43, 10.0, 9.5, 9.0]","['38%', '62%']"
154625,대관람차,49,이 영화는 30대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.54,8.44,"[0.0, 8.22, 8.67, 9.17, 9.0]","['49%', '51%']"
168172,로마서 8:37,35,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.21,8.75,"[0.0, 9.28, 8.92, 9.0, 5.0]","['54%', '46%']"
159747,더 미드와이프,21,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,8.56,"[8.0, 7.5, 8.78, 10.0, 9.17]","['24%', '76%']"
37853,범죄의 재구성,,,,,,"['31%', '28%']"
37919,늑대의 유혹,,,,,,"['21%', '27%']"
83528,북촌방향,8,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.25,8.5,"[0.0, 9.0, 8.33, 10.0, 0.0]","['50%', '50%']"
172798,캡틴 스터비,22,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.0,9.41,"[0.0, 10.0, 9.38, 8.29, 0.0]","['23%', '77%']"
161944,용의자X적 헌신,,,,,,"['35%', '26%']"
169899,더 펜션,4,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.0,8.0,"[0.0, 0.0, 8.0, 8.0, 9.0]","['50%', '50%']"
160009,내 친구 정일우,27,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.5,9.69,"[0.0, 9.75, 9.5, 9.5, 9.67]","['52%', '48%']"
148773,그래스,,,,,,
39399,주먹이 운다,,,,,,"['23%', '33%']"
140072,드로,,,,,,
179840,마틸다: 황제의 연인,6,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,10.0,7.4,"[0.0, 9.0, 6.0, 10.0, 8.0]","['17%', '83%']"
162265,행복의 나라,4,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,9.0,"[0.0, 9.5, 8.5, 0.0, 0.0]","['25%', '75%']"
75744,옥희의 영화,22,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,9.0,"[10.0, 8.86, 9.17, 8.0, 0.0]","['41%', '59%']"
42841,레이크 하우스,,,,,,"['15%', '25%']"
72337,"러블리, 스틸",,,,,,"['18%', '24%']"
154981,나의 연기 워크샵,31,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.69,8.27,"[9.0, 7.95, 7.57, 0.0, 0.0]","['52%', '48%']"
146566,메이플쏘프,37,"이 영화는 20대 남성이 좋아하는 스토리, 연출, 연기가 뛰어난 영화입니다.",7.89,8.44,"[0.0, 8.65, 6.57, 8.14, 8.67]","['51%', '49%']"
159827,클레어의 카메라,105,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.49,7.61,"[7.0, 7.39, 7.55, 8.11, 9.5]","['47%', '53%']"
175727,극장판 헬로카봇 : 백악기 시대,"1,817","이 영화는 30대 여성이 좋아하는 영상미, OST, 연출이 뛰어난 영화입니다.",9.19,9.34,"[0.0, 9.27, 9.38, 9.04, 8.94]","['21%', '79%']"
