code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders
151241,머니백,64,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.69,8.12,"[4.75, 6.96, 7.3, 7.8, 9.0]","['61%', '39%']"
154667,덕구,265,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.12,9.4,"[10.0, 9.23, 9.46, 9.14, 9.08]","['36%', '64%']"
164269,토이무비: 미래대모험,8,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,6.33,8.0,"[0.0, 0.0, 8.0, 6.33, 0.0]","['38%', '62%']"
159366,호랑이보다 무서운 겨울손님,61,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.56,8.18,"[7.5, 7.36, 7.67, 9.12, 8.5]","['26%', '74%']"
162874,원더스트럭,32,"이 영화는 30대 여성이 좋아하는 영상미, 연출이 뛰어난 영화입니다.",7.78,7.0,"[0.0, 6.08, 8.0, 8.6, 6.33]","['28%', '72%']"
158180,그것만이 내 세상,"5,432",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.2,9.15,"[9.22, 9.15, 9.15, 9.2, 9.25]","['45%', '55%']"
167638,완벽한 타인,"9,479",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.21,8.98,"[9.32, 9.21, 9.01, 8.81, 8.74]","['42%', '58%']"
180209,기방도령,159,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.47,7.46,"[10.0, 7.12, 7.69, 6.24, 6.81]","['37%', '63%']"
161834,해피뻐스데이,2,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,10.0,"[0.0, 10.0, 9.0, 0.0, 0.0]","['50%', '50%']"
172454,곤지암,"2,457",이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.62,7.37,"[7.78, 7.71, 7.26, 6.71, 7.25]","['54%', '46%']"
158112,골든슬럼버,926,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.05,6.42,"[5.98, 6.01, 6.55, 6.46, 7.1]","['43%', '57%']"
167651,극한직업,"15,986",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.16,9.24,"[9.42, 9.32, 9.22, 9.09, 8.82]","['45%', '55%']"
164192,국가부도의 날,"2,927",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.57,8.88,"[9.19, 8.93, 8.61, 8.4, 8.06]","['55%', '45%']"
171744,팩트 살인,,,,,,"['100%', '0%']"
143422,소통과 거짓말,4,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.0,9.0,"[8.0, 8.0, 10.0, 0.0, 0.0]","['25%', '75%']"
130811,클로버,4,이 영화는 20대 여성이 좋아하는 OST가 뛰어난 영화입니다.,0.0,8.5,"[10.0, 10.0, 0.0, 4.0, 0.0]","['100%', '9%']"
195980,대인물,,,,,,
168749,죄 많은 소녀,174,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.19,8.48,"[8.24, 8.42, 8.16, 8.43, 9.33]","['41%', '59%']"
142210,역모 - 반란의 시대,18,이 영화는 20대 여성이 좋아하는 연출이 뛰어난 영화입니다.,5.67,7.17,"[0.0, 5.71, 6.67, 7.0, 8.33]","['33%', '67%']"
159892,탐정: 리턴즈,"3,681",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.94,9.03,"[9.41, 9.14, 8.84, 8.78, 8.75]","['44%', '56%']"
164150,12피트,1,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,0.0,2.0,"[0.0, 0.0, 0.0, 2.0, 0.0]","['100%', '19%']"
158191,1987,"10,178",이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.25,9.38,"[9.45, 9.28, 9.3, 9.39, 9.3]","['50%', '50%']"
194581,엔터 더 팻 드래곤,,,,,,
142255,걸 온 더 트레인,81,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.92,7.76,"[8.0, 7.28, 7.38, 7.5, 7.8]","['44%', '56%']"
199262,클래스메이트 마이너스,,,,,,
194416,맨슨 패밀리,,,,,,"['40%', '20%']"
190313,황비홍 - 왕의 귀환,,,,,,
179338,10년,1,이 영화는 40대 여성이 좋아하는 연출이 뛰어난 영화입니다.,0.0,9.0,"[0.0, 0.0, 0.0, 9.0, 0.0]","['100%', '30%']"
190244,러브 앳,3,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,0.0,10.0,"[0.0, 10.0, 10.0, 0.0, 0.0]","['100%', '19%']"
193100,리버레이션: 천진 대전투,,,,,,
190341,황비홍 - 전설의 묵룡도를 찾아서,,,,,,
177332,쁘띠 아만다,6,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,8.5,"[0.0, 9.0, 8.5, 0.0, 8.5]","['33%', '67%']"
188765,문신을 한 신부님,11,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.43,8.0,"[8.0, 8.0, 8.8, 7.0, 10.0]","['64%', '36%']"
190723,더 포토그래프,,,,,,
182348,로망,83,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.83,9.08,"[9.33, 9.31, 8.89, 8.8, 8.2]","['42%', '58%']"
194398,판타스틱 썸머,,,,,,"['14%', '21%']"
181114,날씨의 아이,789,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.5,8.11,"[8.91, 8.42, 7.9, 8.2, 8.55]","['70%', '30%']"
183854,죽지않는 인간들의 밤,179,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.51,9.14,"[9.0, 9.02, 8.24, 9.14, 9.12]","['55%', '45%']"
191591,뉴스 오브 더 월드,,,,,,"['21%', '33%']"
186342,승리호,,,,,,"['22%', '20%']"
200586,맬컴과 마리,,,,,,"['20%', '32%']"
198329,고독의 맛,,,,,,
202353,음양사 : 청아집,,,,,,"['17%', '23%']"
191633,트롤: 월드 투어,99,이 영화는 10대 여성이 좋아하는 OST가 뛰어난 영화입니다.,8.68,8.51,"[10.0, 8.78, 8.37, 8.55, 8.0]","['28%', '72%']"
200582,더 디그,,,,,,"['20%', '23%']"
194723,더 히든,,,,,,"['22%', '32%']"
196525,펭귄 블룸,,,,,,
189141,삼진그룹 영어토익반,699,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.87,9.13,"[9.68, 9.06, 8.85, 8.95, 9.02]","['40%', '60%']"
192146,헌트,3,이 영화는 40대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.5,9.0,"[0.0, 9.0, 7.0, 8.0, 0.0]","['67%', '33%']"
201218,화이트 타이거,,,,,,
110026,더 배터리,,,,,,
201669,아웃사이드 더 와이어,,,,,,
199869,위시유,,,,,,
168972,해피니스 로드,,,,,,
10676,타이페이 스토리,27,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.73,8.0,"[0.0, 8.36, 8.25, 8.8, 8.33]","['56%', '44%']"
196581,그녀의 조각들,,,,,,
200746,토니파커: 마지막 슛,,,,,,
185935,좀비 워,,,,,,
194195,차인표,,,,,,"['21%', '46%']"
164956,틴 스피릿,6,"이 영화는 20대 여성이 좋아하는 영상미, 연기가 뛰어난 영화입니다.",0.0,8.0,"[0.0, 8.0, 8.0, 0.0, 0.0]","['100%', '15%']"
195757,마이티 오크: 다시 만난밴드,,,,,,"['0%', '0%']"
199236,더 로프 커스 2,,,,,,
173418,캅스 앤 로버스,,,,,,
11003,천장지구,,,,,,"['21%', '23%']"
96984,누구의 딸도 아닌 해원,6,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.33,8.67,"[0.0, 9.0, 0.0, 0.0, 0.0]","['50%', '50%']"
95473,고양이를 빌려드립니다,1,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,0.0,5.0,"[0.0, 5.0, 0.0, 0.0, 0.0]","['100%', '21%']"
183839,태극권,,,,,,"['100%', '0%']"
42869,거북이는 의외로 빨리 헤엄친다,,,,,,"['27%', '20%']"
168019,리지,25,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.83,7.84,"[8.0, 7.88, 6.0, 0.0, 8.67]","['24%', '76%']"
159863,라플라스의 마녀,16,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.0,6.83,"[5.67, 7.11, 9.0, 2.0, 0.0]","['25%', '75%']"
37370,쌍웅,,,,,,"['20%', '27%']"
62341,상성: 상처받은 도시,,,,,,"['22%', '33%']"
179399,기도하는 남자,2,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,10.0,7.0,"[0.0, 10.0, 7.0, 0.0, 0.0]","['50%', '50%']"
185150,이장,15,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.6,8.8,"[0.0, 9.08, 10.0, 7.0, 0.0]","['33%', '67%']"
171455,하이 라이프,6,"이 영화는 40대 남성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",8.0,4.67,"[0.0, 7.0, 1.0, 8.0, 0.0]","['50%', '50%']"
180385,니나 내나,3,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,6.0,"[7.5, 9.0, 0.0, 0.0, 0.0]","['67%', '33%']"
174530,시민 노무현,24,이 영화는 40대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.67,9.56,"[0.0, 9.6, 9.56, 9.43, 10.0]","['25%', '75%']"
198607,몬스터 런,,,,,,"['0%', '0%']"
200575,오늘부터 히어로,,,,,,"['23%', '23%']"
199406,미드나이트 스카이,5,이 영화는 40대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,7.6,0.0,"[0.0, 6.67, 0.0, 8.0, 10.0]","['100%', '21%']"
192898,네 마음에 새겨진 이름,,,,,,"['18%', '25%']"
179307,벌새,967,이 영화는 20대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.64,9.1,"[9.51, 8.91, 8.93, 9.2, 8.92]","['29%', '71%']"
177508,강변호텔,114,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.14,7.16,"[0.0, 7.77, 7.78, 8.22, 6.25]","['55%', '45%']"
177400,빅 브라더,,,,,,
175393,국제수사,179,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.99,7.44,"[6.0, 7.07, 7.17, 7.74, 6.95]","['49%', '51%']"
189001,인비저블맨,329,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.62,9.08,"[8.8, 8.73, 8.96, 9.0, 8.77]","['56%', '44%']"
166092,PMC: 더 벙커,"1,168",이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,6.62,6.42,"[6.57, 6.51, 6.62, 6.46, 6.5]","['55%', '45%']"
193970,더 프롬,4,이 영화는 20대 여성이 좋아하는 OST가 뛰어난 영화입니다.,10.0,8.67,"[10.0, 10.0, 8.0, 0.0, 0.0]","['25%', '75%']"
107204,캔바스,,,,,,
200784,로즈 아일랜드 공화국,,,,,,"['14%', '17%']"
154672,"안녕, 티라노: 영원히, 함께",163,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.86,8.53,"[9.0, 9.0, 8.52, 8.63, 8.67]","['21%', '79%']"
190729,퀸 앤 슬림,,,,,,
191677,엠마,3,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,0.0,7.67,"[0.0, 7.5, 0.0, 0.0, 8.0]","['100%', '20%']"
198749,메가 블리자드,,,,,,"['23%', '20%']"
191585,맹크,15,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.09,8.0,"[0.0, 7.44, 7.17, 0.0, 0.0]","['73%', '27%']"
194870,바디캠,,,,,,"['12%', '24%']"
200589,오늘도 크리스마스,,,,,,"['16%', '32%']"
180025,해치지않아,402,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.41,7.26,"[6.0, 7.06, 7.45, 7.71, 7.04]","['44%', '56%']"
152385,꾼,"4,320",이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.3,8.33,"[8.7, 8.35, 8.17, 8.28, 8.37]","['51%', '49%']"
153620,치즈인더트랩,121,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.87,7.39,"[7.29, 7.15, 8.73, 6.86, 9.2]","['26%', '74%']"
189104,모술,,,,,,"['32%', '21%']"
179879,콜,,,,,,"['22%', '41%']"
179875,비스트,269,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.29,8.01,"[8.33, 7.92, 8.34, 8.32, 8.79]","['72%', '28%']"
198754,힐빌리의 노래,6,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,9.5,"[0.0, 10.0, 9.33, 10.0, 8.0]","['33%', '67%']"
181704,로켓맨,176,"이 영화는 30대 여성이 좋아하는 OST, 연기가 뛰어난 영화입니다.",8.48,9.0,"[8.0, 8.65, 9.03, 8.32, 9.06]","['39%', '61%']"
199876,자기 앞의 생,,,,,,"['19%', '32%']"
199865,징글 쟁글: 저니의 크리스마스,,,,,,"['18%', '19%']"
193570,스폰지밥 무비: 핑핑이 구출 대작전,,,,,,"['20%', '11%']"
192152,더 시크릿: 데어 투 드림,,,,,,
11547,장미의 전쟁,,,,,,"['27%', '27%']"
167495,제이 앤 사일런트 밥 리부트,,,,,,
188471,해리엇,,,,,,
159866,닥터 두리틀,650,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,8.01,8.21,"[7.71, 7.85, 8.33, 8.32, 7.78]","['44%', '56%']"
185933,캣츠,576,이 영화는 30대 남성이 좋아하는 OST가 뛰어난 영화입니다.,6.89,6.04,"[5.11, 5.79, 6.5, 7.17, 6.89]","['46%', '54%']"
202609,마이 크리스마스 인,,,,,,
191998,그 남자의 집,,,,,,"['30%', '17%']"
199428,홀리데이트,,,,,,"['16%', '30%']"
195105,오버 더 문,,,,,,"['16%', '11%']"
207762,살육 호텔,,,,,,"['12%', '12%']"
189357,레베카,,,,,,"['17%', '17%']"
159167,벤딩 디 아크: 세상을 바꾸는 힘,,,,,,"['17%', '33%']"
192624,트라이얼 오브 더 시카고 7,8,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.75,7.75,"[0.0, 8.33, 10.0, 0.0, 6.0]","['50%', '50%']"
198414,블랙핑크: 세상을 밝혀라,,,,,,"['22%', '10%']"
129407,아 추,,,,,,
197283,휴비의 핼러윈,,,,,,"['19%', '37%']"
172118,극장판 도라에몽: 진구의 보물섬,361,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.95,8.95,"[10.0, 9.41, 8.93, 8.91, 8.5]","['27%', '73%']"
181965,허니 보이,,,,,,
192148,판타지 아일랜드,,,,,,
193170,블랙크리스마스,,,,,,"['29%', '14%']"
178143,더 바인딩,,,,,,
193868,보이즈 인 더 밴드,,,,,,"['25%', '29%']"
196389,에놀라 홈즈,,,,,,"['21%', '27%']"
155406,하이앤로우 더 레드 레인,,,,,,
150657,하이앤로우 더 무비,,,,,,
30782,위트,,,,,,
191560,악마는 사라지지 않는다,,,,,,"['23%', '34%']"
52593,백만장자의 첫사랑,,,,,,"['18%', '22%']"
162148,샘,11,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.33,8.62,"[0.0, 8.67, 9.5, 10.0, 8.0]","['27%', '73%']"
154508,용순,74,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.17,8.0,"[6.5, 8.17, 8.04, 8.38, 8.0]","['31%', '69%']"
168405,여중생A,138,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.81,7.65,"[7.0, 7.0, 8.36, 8.03, 7.67]","['31%', '69%']"
159805,흥부: 글로 세상을 바꾼 자,364,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.69,7.03,"[3.67, 6.72, 7.27, 6.81, 7.03]","['43%', '57%']"
187366,극장판 헬로카봇 : 달나라를 구해줘!,375,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.44,8.1,"[0.0, 7.91, 7.91, 7.99, 7.0]","['27%', '73%']"
188874,라이트하우스,,,,,,"['22%', '36%']"
189260,라스트 크리스마스,78,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.54,6.88,"[6.5, 7.36, 6.78, 7.0, 8.2]","['45%', '55%']"
56447,가족의 탄생,,,,,,"['30%', '28%']"
182049,돈렛고,,,,,,"['19%', '27%']"
193974,사탄의 베이비 시터: 킬러 퀸,,,,,,"['25%', '28%']"
191940,소셜 딜레마,,,,,,"['33%', '4%']"
187548,프렌드 존,,,,,,"['17%', '22%']"
188469,뷰티풀 데이 인 더 네이버후드,,,,,,"['22%', '29%']"
164936,아나스타샤,,,,,,
193870,이제 그만 끝낼까 해,,,,,,"['26%', '30%']"
140656,커런트 워,15,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,6.5,8.57,"[0.0, 7.5, 8.33, 8.33, 5.67]","['53%', '47%']"
208974,더 매치: 1944,,,,,,
130708,아임 산타나: 더 무비,,,,,,
196978,록스타처럼!,,,,,,"['0%', '0%']"
196808,"불사조, 비상하다",,,,,,"['30%', '0%']"
197281,슬립오버,,,,,,"['19%', '29%']"
170860,기도의 막이 내릴 때,1,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,0.0,8.0,"[0.0, 0.0, 0.0, 8.0, 0.0]","['100%', '24%']"
192141,블러드샷,,,,,,"['26%', '15%']"
168045,바이스,98,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.4,8.98,"[0.0, 8.52, 8.9, 8.85, 8.59]","['44%', '56%']"
182360,항거:유관순 이야기,"1,817",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.13,9.52,"[9.86, 9.51, 9.42, 9.08, 9.2]","['34%', '66%']"
96951,타짜: 원 아이드 잭,"1,503",이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.7,6.98,"[7.86, 6.56, 6.8, 7.13, 7.28]","['65%', '35%']"
181381,천문: 하늘에 묻는다,"1,256",이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.59,9.06,"[9.24, 8.78, 8.82, 8.83, 8.68]","['55%', '45%']"
179482,82년생 김지영,"2,199",이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.66,9.31,"[9.69, 9.33, 8.96, 8.87, 8.72]","['28%', '72%']"
185838,히트맨,584,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.61,8.44,"[9.2, 8.18, 7.88, 7.61, 7.78]","['56%', '44%']"
178544,사자,"1,196",이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.71,8.09,"[8.15, 7.57, 8.13, 8.05, 8.29]","['48%', '52%']"
196570,그레타 툰베리,4,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,0.0,9.5,"[0.0, 10.0, 0.0, 9.0, 0.0]","['100%', '27%']"
195590,프로젝트 파워,,,,,,"['22%', '21%']"
155399,피어리스,,,,,,
195417,워크 잇,,,,,,"['20%', '19%']"
195982,아넬카: 문제적 저니맨,,,,,,"['0%', '0%']"
180390,퍼펙트맨,457,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.54,8.45,"[8.1, 8.72, 8.45, 8.0, 8.71]","['54%', '46%']"
165828,머니,,,,,,
178526,봉오동 전투,"2,580",이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.79,9.35,"[9.56, 9.11, 8.99, 9.07, 8.92]","['51%', '49%']"
154029,행복 목욕탕,104,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.93,8.95,"[10.0, 8.73, 9.05, 8.92, 9.44]","['41%', '59%']"
189000,나이브스 아웃,587,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.94,8.94,"[8.81, 9.05, 9.01, 8.81, 8.35]","['50%', '50%']"
181703,그루지 2020,,,,,,
76960,나쁜 녀석들 : 포에버,269,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.52,8.7,"[0.0, 8.57, 8.66, 8.79, 7.79]","['69%', '31%']"
196380,스피드 큐브의 천재들,,,,,,"['33%', '11%']"
193686,정도,,,,,,"['16%', '29%']"
184520,키싱 부스 2,,,,,,"['18%', '26%']"
194884,너의 시선이 머무는 곳에,,,,,,
186614,다운튼 애비,,,,,,"['22%', '22%']"
107072,밀프,,,,,,
195431,위험한 만남,,,,,,"['19%', '31%']"
92001,플레이어스,,,,,,
193173,올드 가드,,,,,,"['22%', '28%']"
186613,작은 아씨들,551,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.14,9.13,"[9.26, 9.27, 8.95, 8.94, 9.09]","['33%', '67%']"
102802,데스페라도,,,,,,
172789,리오,,,,,,
212271,퍼킷 리스트,,,,,,
192480,유로비전 송 콘테스트 - 파이어 사가 스토리,,,,,,
74902,누군가 내게 키스했다,,,,,,
187349,쥬만지: 넥스트 레벨,367,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,7.41,"[8.0, 8.0, 7.65, 7.76, 8.13]","['56%', '44%']"
188057,와스프 네트워크,,,,,,
195092,사라진 탄환,,,,,,"['33%', '22%']"
183110,예스터데이,230,이 영화는 30대 여성이 좋아하는 OST가 뛰어난 영화입니다.,8.41,7.51,"[4.83, 7.82, 8.29, 8.82, 7.52]","['58%', '42%']"
179719,윌리,,,,,,"['0%', '50%']"
186611,미녀 삼총사 3,,,,,,"['20%', '23%']"
194321,울고 싶은 나는 고양이 가면을 쓴다,,,,,,"['17%', '10%']"
209442,비기 : 할 말이 있어,,,,,,
85578,7년의 밤,436,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.04,5.98,"[3.3, 6.08, 5.79, 6.34, 6.71]","['49%', '51%']"
174807,배반의 장미,114,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.34,7.75,"[10.0, 7.85, 8.1, 8.0, 7.88]","['41%', '59%']"
175365,빅샤크: 매직체인지,151,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.45,7.66,"[0.0, 8.33, 7.52, 7.74, 0.0]","['19%', '81%']"
177975,양아치 느와르,1,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,0.0,"[0.0, 0.0, 0.0, 9.0, 0.0]","['100%', '25%']"
154986,아기와 나,7,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,7.25,"[0.0, 9.0, 6.67, 0.0, 0.0]","['43%', '57%']"
202670,어 캅 무비,,,,,,
189961,무협: 절대비기의 비밀,,,,,,
193833,적선인: 흑마살수,,,,,,
192486,적인걸7 - 무두장군,,,,,,
201657,내가 사랑했던 모든 남자들에게: 언제나 그리고 영원히,,,,,,"['18%', '18%']"
202535,레드 닷,,,,,,"['26%', '17%']"
177510,암전,50,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,5.0,5.17,"[5.0, 5.39, 5.25, 4.0, 2.33]","['64%', '36%']"
190447,고양이 집사,8,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,10.0,10.0,"[0.0, 10.0, 10.0, 10.0, 0.0]","['50%', '50%']"
203213,오 마이 파더! ,,,,,,"['0%', '60%']"
181046,창간호,10,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.0,9.25,"[10.0, 9.33, 7.0, 0.0, 0.0]","['20%', '80%']"
159070,자전차왕 엄복동,178,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.86,7.07,"[7.0, 7.44, 7.4, 7.16, 7.86]","['47%', '53%']"
168508,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,,,,,,
174294,성혜의 나라,11,"이 영화는 40대 남성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",9.0,7.75,"[0.0, 7.83, 10.0, 10.0, 8.5]","['64%', '36%']"
164104,피의 연대기,137,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.23,9.64,"[9.62, 9.69, 9.34, 9.75, 8.0]","['16%', '84%']"
198774,"마 레이니, 그녀가 블루스",,,,,,"['21%', '46%']"
181541,다이노 어드벤처: 육해공 킬러 엘리트,,,,,,"['0%', '0%']"
63850,눈물이 주룩주룩,,,,,,"['16%', '28%']"
189537,#살아있다,972,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.71,7.5,"[5.36, 6.72, 7.2, 7.33, 8.18]","['61%', '39%']"
197339,프릭스: 원 오브 어스,,,,,,"['29%', '18%']"
177374,증인,"2,480",이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.21,9.12,"[9.28, 9.15, 9.11, 9.16, 9.21]","['41%', '59%']"
169078,기묘한 가족,264,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.25,7.58,"[9.0, 7.7, 7.03, 7.05, 7.5]","['38%', '62%']"
172795,마,,,,,,
181971,더 라스트 블랙 맨 인 샌프란시스코,,,,,,
186821,정직한 후보,362,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.53,"[9.86, 8.49, 8.15, 8.42, 8.36]","['47%', '53%']"
