code,num_per_ages
127322,"['0%', '25%', '25%', '25%', '25%']"
153366,[]
13432,[]
158891,[]
154430,[]
153727,[]
154407,[]
168942,[]
159776,[]
149729,[]
156465,"['0%', '50%', '31%', '10%', '8%']"
162397,[]
24219,[]
144355,"['0%', '6%', '66%', '28%', '0%']"
140233,[]
201168,[]
119653,[]
143435,"['3%', '54%', '29%', '11%', '3%']"
164915,[]
127114,[]
164933,[]
143495,"['4%', '50%', '23%', '16%', '7%']"
144945,"['2%', '14%', '62%', '21%', '1%']"
157243,"['6%', '61%', '18%', '8%', '7%']"
137952,"['3%', '50%', '24%', '16%', '6%']"
104083,[]
139358,[]
159726,[]
163335,[]
149776,[]
105389,"['0%', '60%', '20%', '20%', '0%']"
143437,"['7%', '54%', '19%', '19%', '2%']"
155021,[]
197191,[]
129383,"['7%', '58%', '18%', '14%', '3%']"
206517,[]
186893,[]
53280,"['0%', '75%', '25%', '0%', '0%']"
137906,[]
159705,[]
143366,[]
158614,[]
167569,"['3%', '44%', '42%', '9%', '2%']"
152684,"['2%', '61%', '26%', '8%', '4%']"
163684,[]
134863,[]
157133,[]
137346,"['2%', '39%', '30%', '19%', '10%']"
120791,"['2%', '48%', '24%', '21%', '6%']"
158694,[]
75395,[]
156494,[]
119144,[]
145139,[]
149096,[]
101859,[]
158565,[]
147991,[]
157292,[]
78181,[]
154397,[]
144920,[]
197082,[]
158643,[]
154379,"['3%', '37%', '42%', '11%', '7%']"
154415,[]
162205,[]
151868,[]
125405,"['4%', '67%', '20%', '7%', '3%']"
144946,[]
148905,[]
142165,[]
164921,[]
184339,[]
17124,[]
153347,[]
142380,[]
137938,[]
147096,[]
36401,[]
145011,[]
149088,[]
114282,"['7%', '72%', '14%', '6%', '2%']"
170823,[]
156581,[]
130966,"['5%', '49%', '25%', '18%', '4%']"
132933,"['5%', '47%', '23%', '20%', '5%']"
152617,[]
140203,[]
113344,"['8%', '61%', '15%', '13%', '3%']"
133427,[]
158856,[]
155802,[]
63174,[]
50176,[]
74866,"['2%', '45%', '29%', '19%', '4%']"
65540,[]
119430,"['3%', '55%', '27%', '13%', '2%']"
58280,[]
68217,[]
122518,[]
144870,[]
180173,[]
156534,[]
52379,[]
158858,[]
119464,[]
154374,[]
140787,"['1%', '36%', '28%', '19%', '15%']"
124202,[]
72327,[]
184859,"['0%', '0%', '33%', '33%', '33%']"
154497,[]
144954,[]
121037,[]
149762,[]
203229,[]
119617,[]
27589,[]
75397,[]
98467,[]
125421,"['7%', '47%', '21%', '22%', '3%']"
102700,[]
144951,[]
155804,[]
158563,[]
98146,[]
165770,[]
155836,[]
109960,"['3%', '49%', '30%', '15%', '2%']"
154453,[]
131665,[]
200584,[]
103627,[]
145899,[]
141187,[]
162269,[]
114286,"['9%', '70%', '10%', '6%', '4%']"
110545,[]
67627,[]
114247,"['0%', '34%', '32%', '23%', '11%']"
151290,[]
184605,"['0%', '0%', '100%', '0%', '0%']"
137925,[]
156118,[]
93035,[]
28813,[]
146185,[]
147021,[]
149076,[]
133455,[]
146161,[]
191646,[]
154434,[]
155315,[]
140719,"['0%', '38%', '33%', '24%', '5%']"
125423,"['0%', '56%', '21%', '12%', '12%']"
149426,[]
155544,[]
124042,"['12%', '60%', '15%', '10%', '3%']"
142372,"['19%', '67%', '10%', '5%', '0%']"
115977,"['4%', '49%', '26%', '16%', '5%']"
130658,[]
128723,[]
84126,[]
154250,[]
167599,"['0%', '3%', '54%', '41%', '2%']"
172731,[]
10323,"['5%', '44%', '27%', '16%', '7%']"
136859,"['1%', '46%', '35%', '10%', '8%']"
167724,[]
106450,[]
84397,[]
137971,"['2%', '56%', '24%', '11%', '8%']"
151248,[]
114225,"['4%', '50%', '25%', '16%', '5%']"
65007,[]
98296,[]
118974,"['2%', '68%', '19%', '8%', '3%']"
112041,"['2%', '53%', '33%', '8%', '4%']"
48246,[]
149761,[]
154279,[]
114263,"['0%', '31%', '31%', '23%', '15%']"
74205,[]
76793,[]
100078,[]
146350,[]
122393,[]
127383,"['9%', '30%', '39%', '22%', '0%']"
149736,[]
64080,[]
36818,[]
149074,[]
151759,[]
156475,[]
196976,[]
189620,"['4%', '13%', '57%', '22%', '4%']"
52747,[]
78594,[]
312662,[]
72058,"['12%', '75%', '0%', '12%', '0%']"
10440,[]
35901,"['18%', '47%', '24%', '6%', '6%']"
150829,[]
152700,[]
109905,"['3%', '54%', '29%', '11%', '3%']"
38420,[]
31283,[]
49857,[]
137982,[]
74027,"['8%', '64%', '15%', '9%', '3%']"
40098,[]
181030,"['8%', '42%', '8%', '42%', '0%']"
19066,[]
91107,[]
146184,[]
134584,[]
142370,[]
144271,"['0%', '100%', '0%', '0%', '0%']"
119720,[]
68535,[]
83001,[]
80866,[]
158347,[]
154491,[]
61865,[]
37758,[]
129012,"['5%', '64%', '21%', '6%', '3%']"
103331,"['2%', '41%', '22%', '17%', '17%']"
124212,"['3%', '47%', '23%', '18%', '8%']"
171549,[]
67769,"['2%', '51%', '31%', '12%', '4%']"
99794,[]
87232,[]
73096,[]
153343,[]
129824,[]
151867,[]
130041,"['0%', '86%', '0%', '0%', '14%']"
152696,[]
136007,"['5%', '58%', '23%', '9%', '4%']"
144141,[]
149382,[]
118917,"['4%', '61%', '19%', '10%', '5%']"
154195,[]
103271,[]
133443,[]
109955,"['7%', '58%', '26%', '7%', '2%']"
10392,[]
31683,[]
105578,[]
73402,[]
133421,[]
143370,[]
193839,"['0%', '19%', '37%', '33%', '11%']"
104478,"['8%', '49%', '20%', '12%', '12%']"
149843,[]
149376,[]
129093,[]
166149,[]
127865,"['3%', '51%', '24%', '15%', '7%']"
147533,[]
102295,[]
146181,[]
97694,[]
18098,[]
134871,[]
141579,[]
130983,"['2%', '51%', '23%', '20%', '4%']"
134881,[]
156495,[]
129331,"['0%', '64%', '22%', '9%', '5%']"
129049,"['4%', '51%', '25%', '17%', '4%']"
122469,"['7%', '49%', '27%', '14%', '3%']"
52449,[]
65091,[]
148971,[]
192121,"['0%', '0%', '50%', '50%', '0%']"
106280,[]
50598,[]
162000,[]
106557,"['7%', '62%', '17%', '14%', '0%']"
129333,"['4%', '55%', '23%', '11%', '9%']"
95541,"['4%', '39%', '26%', '25%', '6%']"
172819,"['0%', '32%', '44%', '23%', '1%']"
117802,"['1%', '64%', '25%', '4%', '5%']"
177553,[]
154085,[]
40117,[]
96325,[]
184505,[]
149402,[]
143398,[]
122596,"['1%', '9%', '63%', '26%', '1%']"
118980,"['0%', '47%', '13%', '40%', '0%']"
127867,[]
90596,"['5%', '56%', '24%', '11%', '4%']"
15899,"['0%', '55%', '45%', '0%', '0%']"
14957,[]
89323,[]
127335,"['1%', '46%', '30%', '16%', '7%']"
103353,[]
69956,"['3%', '43%', '28%', '21%', '4%']"
86785,[]
107352,"['0%', '40%', '37%', '13%', '10%']"
79102,[]
160500,[]
132590,[]
149718,[]
154194,[]
142081,[]
105576,[]
79196,[]
118950,"['5%', '63%', '19%', '9%', '3%']"
19303,"['50%', '50%', '0%', '0%', '0%']"
18781,"['2%', '29%', '39%', '28%', '3%']"
103708,"['9%', '48%', '27%', '16%', '0%']"
143733,[]
73301,[]
32686,"['11%', '60%', '19%', '9%', '1%']"
120600,[]
101961,"['0%', '50%', '37%', '13%', '0%']"
30776,[]
88295,[]
94187,"['8%', '49%', '25%', '16%', '2%']"
89361,[]
73318,"['0%', '0%', '100%', '0%', '0%']"
112039,"['8%', '63%', '18%', '8%', '3%']"
101236,"['10%', '52%', '22%', '13%', '3%']"
117790,"['15%', '49%', '19%', '14%', '3%']"
105521,"['11%', '50%', '19%', '16%', '4%']"
88426,"['17%', '50%', '33%', '0%', '0%']"
122535,"['7%', '58%', '20%', '11%', '3%']"
154076,[]
120123,"['2%', '55%', '26%', '14%', '4%']"
93739,"['7%', '34%', '29%', '25%', '4%']"
108225,"['6%', '44%', '28%', '18%', '4%']"
177720,[]
112079,"['5%', '55%', '27%', '10%', '4%']"
32972,[]
93028,"['2%', '45%', '35%', '18%', '0%']"
72222,[]
40743,[]
42846,[]
44477,[]
51560,[]
76067,[]
80632,[]
99096,"['5%', '47%', '27%', '15%', '6%']"
158228,[]
61101,"['0%', '60%', '10%', '30%', '0%']"
137960,[]
137993,[]
126950,[]
92127,[]
80973,[]
80627,[]
76442,[]
109778,"['6%', '59%', '23%', '9%', '3%']"
143367,[]
154200,[]
87309,"['0%', '75%', '15%', '6%', '4%']"
114249,"['3%', '64%', '23%', '7%', '3%']"
165087,[]
88662,[]
136861,[]
127481,[]
114279,[]
190727,"['0%', '67%', '33%', '0%', '0%']"
109102,[]
122473,"['5%', '51%', '20%', '19%', '6%']"
134558,[]
49079,[]
94975,[]
127321,"['2%', '37%', '32%', '17%', '11%']"
122490,[]
154198,[]
102862,[]
37928,[]
146212,"['0%', '64%', '9%', '0%', '27%']"
21636,[]
41622,[]
42381,[]
198969,[]
101973,[]
42455,[]
71075,[]
25676,[]
109982,"['6%', '56%', '21%', '12%', '5%']"
74893,[]
195970,"['9%', '50%', '22%', '9%', '9%']"
110648,[]
126745,[]
125841,"['7%', '20%', '45%', '26%', '2%']"
154582,[]
72184,[]
76437,[]
45290,"['8%', '50%', '22%', '16%', '5%']"
140272,[]
118909,"['4%', '62%', '24%', '7%', '3%']"
37488,[]
46153,[]
72524,"['0%', '0%', '100%', '0%', '0%']"
38699,[]
31162,[]
83414,[]
10035,[]
178654,"['0%', '50%', '25%', '12%', '12%']"
164115,"['4%', '42%', '24%', '20%', '10%']"
82227,[]
113377,"['5%', '38%', '32%', '18%', '8%']"
10629,[]
75422,[]
13353,[]
28166,[]
69798,[]
188996,[]
95876,[]
38064,[]
103328,[]
71509,[]
178398,[]
194946,[]
12821,[]
125044,[]
93744,[]
154196,[]
130997,[]
109095,"['2%', '66%', '27%', '3%', '1%']"
16792,"['0%', '0%', '50%', '50%', '0%']"
149248,"['10%', '57%', '16%', '14%', '4%']"
109169,"['2%', '82%', '14%', '2%', '0%']"
99933,[]
100676,"['1%', '50%', '41%', '7%', '1%']"
94829,"['4%', '58%', '22%', '8%', '7%']"
134567,[]
137908,"['3%', '39%', '37%', '19%', '3%']"
113348,"['9%', '59%', '16%', '11%', '5%']"
118397,"['0%', '43%', '14%', '0%', '43%']"
99740,"['7%', '46%', '24%', '20%', '4%']"
97697,[]
191929,"['0%', '50%', '50%', '0%', '0%']"
92075,"['6%', '63%', '21%', '5%', '4%']"
73508,[]
52555,"['0%', '62%', '25%', '12%', '0%']"
90589,"['6%', '52%', '25%', '14%', '3%']"
88461,[]
79394,[]
66158,"['2%', '43%', '28%', '13%', '13%']"
91696,[]
92176,[]
29691,[]
118367,"['6%', '45%', '19%', '24%', '5%']"
29146,[]
34436,[]
39633,[]
71077,[]
10964,[]
34162,[]
148912,[]
12787,"['2%', '60%', '19%', '5%', '14%']"
86900,[]
125438,"['1%', '9%', '42%', '48%', '0%']"
137327,"['1%', '38%', '34%', '22%', '5%']"
39576,[]
39471,[]
155411,"['3%', '50%', '24%', '16%', '7%']"
160749,"['6%', '61%', '18%', '11%', '4%']"
162824,"['0%', '17%', '45%', '32%', '6%']"
184506,[]
62237,[]
96969,[]
115814,[]
158216,[]
12222,[]
17092,[]
38740,[]
91510,[]
35071,[]
125494,"['2%', '41%', '36%', '18%', '3%']"
68196,[]
32680,[]
31195,[]
195965,[]
97631,"['2%', '43%', '30%', '20%', '5%']"
72054,"['6%', '38%', '50%', '6%', '0%']"
18878,"['0%', '17%', '46%', '33%', '4%']"
91192,"['2%', '55%', '30%', '10%', '3%']"
17692,[]
18174,[]
168079,[]
85702,[]
103765,"['6%', '58%', '29%', '3%', '5%']"
82142,[]
76692,[]
97858,"['7%', '60%', '26%', '6%', '1%']"
75508,[]
56612,[]
61845,[]
46875,[]
83864,[]
46831,[]
151709,[]
31778,[]
70999,[]
81834,[]
65877,[]
84034,[]
184956,[]
86507,[]
29285,[]
51786,[]
190856,[]
97612,"['3%', '58%', '29%', '8%', '3%']"
113318,[]
81106,[]
72359,[]
80629,[]
66823,[]
189150,"['2%', '35%', '34%', '20%', '9%']"
100691,"['5%', '44%', '32%', '16%', '2%']"
43157,[]
103324,"['2%', '8%', '63%', '26%', '1%']"
36857,[]
32899,[]
191079,[]
95203,"['7%', '68%', '20%', '6%', '0%']"
185080,[]
11687,[]
78726,"['0%', '100%', '0%', '0%', '0%']"
124290,"['1%', '61%', '31%', '7%', '1%']"
88238,[]
166096,[]
83712,[]
86335,"['0%', '0%', '100%', '0%', '0%']"
32667,"['0%', '67%', '33%', '0%', '0%']"
78790,[]
10546,"['4%', '58%', '29%', '5%', '4%']"
89218,[]
31465,[]
11031,"['0%', '60%', '20%', '0%', '20%']"
119457,"['1%', '69%', '22%', '6%', '2%']"
99493,[]
12415,[]
51777,"['0%', '57%', '43%', '0%', '0%']"
25670,"['1%', '61%', '35%', '1%', '1%']"
98279,"['0%', '75%', '25%', '0%', '0%']"
73317,[]
95334,"['0%', '60%', '20%', '20%', '0%']"
12007,[]
11840,[]
179802,[]
88253,[]
109662,[]
41377,[]
36565,[]
107923,"['4%', '65%', '22%', '6%', '2%']"
65674,[]
102648,"['9%', '44%', '24%', '18%', '5%']"
119412,"['3%', '40%', '26%', '23%', '8%']"
12918,"['8%', '42%', '25%', '8%', '17%']"
85659,[]
93752,[]
20305,[]
81888,[]
88292,[]
129256,[]
10410,[]
16579,[]
62328,[]
38906,[]
31565,"['0%', '50%', '50%', '0%', '0%']"
17162,[]
30487,[]
37151,[]
101700,[]
76020,"['5%', '19%', '52%', '23%', '1%']"
100950,[]
95583,[]
37073,[]
66464,"['0%', '100%', '0%', '0%', '0%']"
175284,[]
28214,[]
78845,"['0%', '49%', '31%', '12%', '7%']"
30911,[]
31940,"['9%', '63%', '16%', '6%', '6%']"
73509,[]
53813,[]
204137,[]
10742,[]
84189,[]
73434,[]
47321,"['2%', '56%', '28%', '8%', '6%']"
37686,[]
96031,"['5%', '64%', '29%', '1%', '1%']"
23934,[]
17367,[]
38551,[]
72013,[]
31310,[]
18988,[]
85633,[]
64686,"['0%', '40%', '40%', '20%', '0%']"
45477,[]
89757,"['12%', '56%', '6%', '19%', '6%']"
66067,[]
52103,[]
95331,[]
74610,"['6%', '68%', '19%', '5%', '2%']"
52515,"['8%', '59%', '23%', '6%', '4%']"
51132,[]
169643,"['1%', '4%', '56%', '36%', '2%']"
33332,[]
10300,[]
19074,[]
10065,[]
69991,[]
43500,[]
63852,[]
52290,[]
87311,[]
68695,[]
82428,[]
40041,[]
150688,"['2%', '9%', '55%', '32%', '2%']"
39809,"['14%', '57%', '29%', '0%', '0%']"
14397,[]
34076,[]
66091,"['14%', '59%', '9%', '11%', '7%']"
151259,[]
82283,"['0%', '25%', '50%', '25%', '0%']"
62586,"['17%', '48%', '28%', '2%', '4%']"
37439,"['0%', '39%', '33%', '17%', '11%']"
43513,[]
65769,[]
52541,[]
62175,[]
117788,[]
61503,[]
85141,"['0%', '50%', '50%', '0%', '0%']"
77197,[]
38835,[]
36839,[]
39345,[]
198962,[]
36044,[]
104426,"['4%', '75%', '17%', '2%', '3%']"
92070,[]
66584,[]
76377,[]
56058,[]
31269,[]
73018,[]
74309,[]
86381,[]
42493,[]
13500,[]
52506,[]
57488,[]
69689,[]
33759,[]
52551,[]
76454,[]
62560,[]
10519,[]
27544,[]
97692,"['3%', '23%', '45%', '27%', '2%']"
123630,"['3%', '45%', '32%', '18%', '3%']"
17159,"['5%', '56%', '27%', '12%', '1%']"
36343,[]
142458,[]
88244,[]
87308,[]
66253,[]
109193,"['4%', '30%', '31%', '33%', '3%']"
132626,"['2%', '18%', '49%', '30%', '1%']"
39857,[]
34522,[]
68587,[]
10980,[]
63159,[]
49728,[]
56227,[]
10002,"['2%', '61%', '18%', '16%', '2%']"
67768,[]
77128,[]
83546,[]
35273,[]
59075,"['3%', '42%', '22%', '28%', '6%']"
39676,[]
38738,[]
52245,[]
53307,[]
38836,[]
176008,[]
61061,[]
26679,[]
69940,[]
79566,[]
78160,[]
86801,[]
74632,[]
87301,[]
43151,[]
10004,[]
43838,[]
60488,[]
42810,[]
10003,"['0%', '45%', '52%', '3%', '0%']"
73411,[]
46869,[]
50583,[]
51700,[]
80219,"['0%', '28%', '50%', '14%', '8%']"
38347,[]
151889,[]
118966,"['0%', '4%', '61%', '33%', '1%']"
77761,[]
158217,[]
154462,[]
176630,[]
31307,[]
128162,[]
88470,[]
92069,"['3%', '52%', '24%', '16%', '4%']"
142201,"['0%', '67%', '0%', '0%', '33%']"
52528,[]
33422,[]
76651,"['1%', '7%', '63%', '27%', '2%']"
70251,[]
64354,[]
68944,[]
61060,[]
115316,[]
28795,[]
100643,"['7%', '59%', '17%', '13%', '4%']"
75129,[]
31159,[]
17173,"['0%', '33%', '61%', '6%', '0%']"
95328,[]
197870,[]
37937,"['1%', '30%', '24%', '14%', '30%']"
108776,[]
32240,[]
49336,"['8%', '60%', '15%', '10%', '8%']"
132611,[]
97826,[]
134318,[]
42253,[]
204164,[]
39708,[]
38898,[]
94170,[]
93930,[]
71499,[]
51918,[]
168402,[]
81243,[]
121310,[]
29102,[]
46752,[]
11300,[]
26677,[]
46753,[]
87556,"['0%', '44%', '56%', '0%', '0%']"
30786,[]
74451,[]
82014,[]
40211,[]
102241,[]
154212,[]
86843,"['0%', '71%', '29%', '0%', '0%']"
52553,"['5%', '67%', '21%', '5%', '3%']"
17458,[]
34225,"['33%', '67%', '0%', '0%', '0%']"
68437,[]
72062,[]
39846,[]
18865,[]
31068,[]
29712,[]
43574,[]
36755,[]
91505,[]
72043,[]
77566,[]
38227,"['5%', '68%', '15%', '7%', '5%']"
74567,[]
38572,[]
